commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,9328.39622683456,36.133305766015724,0,5.09717479457902,2.152140468822253,0,325.7661046490947,27690.798518478994,205.69932059901114,0,0,0,0,0,865.6135506705083,0,0,0,0,0,0,0,0,0,0,10.873972895101911,177.26841230035927,281.36404866076197,11.55359620104578,0,0,0,0.5663527549532246,0,135.01849678084872,5.663527549532245,80.64863230533916,14.838442179774482,0,60.48647422900437,4.304280937644506,317.384083875787
113FF_Forestry_fishing_and_related_activities,6543.6174660623155,2041.3997396873967,0,17.586787993652027,0,0,0,2072.5763184034163,0,31.70951168552411,3887.479546051355,1834.355281034857,14.122723691872082,6.12872914930298,112.44885656547206,509.2174523616519,0.26646648475230345,0,0,0,0,0,0,0,18.386187447908938,63.41902337104822,0,293.64606619703835,3.9969972712845516,0,0,0,0,0,92.9968031785539,5.329329695046069,1.0658659390092138,24.248450112459615,0,72.74535033737884,124.70631486407801,1640.6341466199324
211_Oil_and_gas_extraction,0,0,16755.7610249774,2.313738132973819,0.33053401899625984,10679.884687788151,0,0.33053401899625984,0,0,0.33053401899625984,0.33053401899625984,0,111014.80829017881,1204.7964992413672,0.6610680379925197,0,5.288544303940157,0,0,0,0,0,0,0,0,9.916020569887795,10.577088607880315,3.635874208958858,0.6610680379925197,0.6610680379925197,0,0,0,3.3053401899625983,12.890826740854134,2.313738132973819,0.9916020569887796,6.280146360928937,3.635874208958858,10.907622626876575,30.409129747655903
212_Mining_except_oil_and_gas,65.99377911866398,0,2.386308721248448,296.27257071913925,1.3165841220681094,259.1202125245298,902.6007021853183,19.17275627761684,0.7405785686633115,0,0.04114325381462842,14.770428119451601,0,55.50224939593374,156.5089375108465,1.0697245991803388,299.76974729338264,473.1062756144122,27.81283957868881,6.294917833638148,0.04114325381462842,4.896047203940782,2.468595228877705,2.468595228877705,0.4525757919609126,6.418347595082033,0.9051515839218252,0.20571626907314208,6.706350371784432,0.04114325381462842,56.44854423367019,0,18.596750724212043,0,53.486229959016946,1.3988706296973663,32.66774352881497,16.292728510592852,3.12688728991176,26.907687994766988,2.34516546743382,11.19096503757893
213_Support_activities_for_mining,0,0,156.5842878554159,29.52027744045861,14.971501088538078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1801065563906485,0.07045412276959095,0,0,0,0,0,0
22_Utilities,17.688503188112275,0.39410354353281063,27.899690496223656,9.980405953790367,0.2911395546818961,150.5084983234178,27.14343775052556,28.155325227163857,3.3836097025835,0.4509112615195221,3.6285929864011934,14.592482557836501,4.086605212669054,27.07242810304217,42.72295440838118,15.089550090220227,11.61362784590832,16.25765879132198,12.519000851321534,6.10682968357148,1.480551150028667,2.077032188889137,9.249006584711458,1.9740682000382226,1.5870656212537508,2.961102300057334,81.55813061704679,181.39769497869213,19.208109644256808,53.96733208737587,26.149302685758112,18.72879452374393,503.35543666837924,8.041842577493838,19.999867213696596,45.87223227426949,13.992451036601862,21.753805506536313,51.52460021394728,6.958945453372152,20.43302606334527,110.33123977731613
23_Construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,6857.566333718088,47.3227253310551,0,0,0,0,0,34468.86626464413,1.0068664964054277,177.81262326519854,6.846692175556909,223.32298890272386,172.97966408245247,100.68664964054277,771.2597362465576,35.64307397275214,50.74607141883356,1.2082397956865134,0,0,0,0,0,0,0,1.6109863942486844,668.3579803139229,983.3058203895407,248.49465131285956,0,40.47603315549819,0,0,0,1028.0106928299417,7.048065474837994,0,1105.1366664545974,4644.071028020395,923.6993238023394,1190.92169194834,12439.030069891936
313TT_Textile_mills_and_textile_product_mills,8.252836694599253,5.364343851489515,0,0.4126418347299627,0,0,713.8703740828355,30.122853935287274,2926.8685337396255,1196.2486788821618,162.5808828836053,1480.971544845836,152.6774788500862,35.48719778677679,1.6505673389198507,867.7857784371115,158.45446453630566,0,0,439.46355398741025,0,0,1052.6493203961347,139.47294013872738,1040.2700653542358,857.4697325688625,1189.2337676917525,3178.9926947596323,31.360779439477163,0.4126418347299627,85.00421795437231,0,55.70664768854496,47.45381099394571,148.96370233751654,3.7137765125696642,167.94522673509482,19.394166232308248,1952.2085201074533,36.31248145623672,782.7815604827392,198.48072250511206
315AL_Apparel_and_leather_and_allied_products,28.932443011743036,0,0,0,0,0,0,5.031729219433571,19.49795072530509,646.5772046972139,0,0,24.52967994473866,2.5158646097167856,0,0,0,0,0,0,0,0,769.2256044209072,0,0,77.99180290122035,301.27478701358507,200.64020262491366,0,0,3.144830762145982,0,0,0,13.837255353442321,0,143.40428275385676,1.2579323048583928,6.918627676721161,18.868984572875892,1.886898457287589,0
