commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,2138.431499595292,41.32938021238125,0,1.708871769884064,0.8227901114256605,0,109.9374171958748,8928.28537372094,140.57052595972246,0,0,0,0,0,256.20418238854415,0,0,0,0,0,0,0,0,0,0,23.291289308049468,39.114176066235245,64.93712725559445,2.341787240211495,0,0,0,0.06329154703274312,0,20.822918973772488,1.0126647525238899,29.936901746487493,5.000032215586706,0,12.088685483253935,1.139247846589376,39.43063380139896
113FF_Forestry_fishing_and_related_activities,2774.4757883538077,1727.7234902006417,0,14.856093222733847,0,0,0,1108.385009225859,0,7.227288594843493,2948.131472646575,741.6001130375518,9.034110743554367,0.20075801652343037,69.26151570058347,303.14460495037986,0.20075801652343037,0,0,0,0,0,0,0,5.82198247917948,44.56827966820154,0,94.95854181558256,0.40151603304686073,0,0,0,0,0,17.265189421015013,1.2045480991405821,0.20075801652343037,9.636384793124657,0,29.109912395897403,42.76145751949067,437.4517180045548
211_Oil_and_gas_extraction,0,0,15959.987723290407,10.168835758706853,1.0168835758706853,31934.720258430938,0,2.0337671517413707,0,0,4.5759760914180845,4.5759760914180845,0.5084417879353427,100604.86813697832,7017.005115295664,4.5759760914180845,0.5084417879353427,107.2812172543573,1.0168835758706853,0.5084417879353427,0,0,0.5084417879353427,0,0,0,13.727928274254252,22.879880457090422,77.28315176617208,1.525325363806028,5.592859667288769,0,0,0,7.118185031094798,24.91364760883179,7.118185031094797,2.5422089396767134,34.06559979166796,11.694161122512881,12.202602910448224,39.15001767102139
212_Mining_except_oil_and_gas,81.9794630081643,0.053581348371349216,1.446696406026429,261.63772409729825,2.3575793283393653,333.70463765676294,619.561131217911,113.43171450214629,10.877013719383891,0,0.6965575288275399,102.1260499957916,0,11.466408551468732,186.57025502903798,10.28761888729905,372.06888309064897,615.9175995286593,19.93226159414191,3.750694385994445,4.447251914821985,6.16185506270516,4.8759027017927785,4.661577308307382,1.446696406026429,22.664910361080718,0.5893948320848413,0.10716269674269843,3.375624947395001,0.053581348371349216,13.181011699351908,0,0,0,20.843144516454846,1.446696406026429,9.537480010100161,4.8223213534214295,2.518323373453413,20.253749684370003,2.03609123811127,16.181567208147463
213_Support_activities_for_mining,0,0,29.539554901183536,10.869075259074693,5.773920758064821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21156350869245144,0.01763029239103762,0,0,0,0,0,0
22_Utilities,12.974710255952324,0.7995619765572861,4.8006758344534575,6.868964253151231,0.1982385065844511,41.86797259063607,15.099166251515692,28.39436209311288,5.633277562108152,2.0649844435880325,4.156400688053991,15.624498293964487,2.6200522620244953,1.5198285504807918,32.66309793489806,9.700470922199141,11.28968294998449,19.78420295712822,9.726902723077067,4.850235461099571,8.322713301437204,2.610140336695273,8.094739018865086,2.8810662956940227,1.803970409918505,2.623356237134236,18.670763345145552,60.6907187908297,33.09922264938385,6.792972825627191,11.117876244277966,10.172939362892082,170.02586312237398,5.679533213644524,5.70266103941271,14.950487371577353,5.577109985242558,11.973605797700847,14.428459304238299,4.367855095077406,10.182851288221304,38.90761089230827
23_Construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,2338.389157714049,70.10103140075172,0,0,0,0,0,16505.061281038208,1.9990788422267602,116.87947630885792,1.9990788422267602,115.68002900352187,75.03209254491107,3.5983419160081684,310.7901240048537,13.727008049957087,27.32074417709906,0.5330876912604694,0,0,0,0,0,0,0,0.6663596140755867,103.41901210453106,429.9352230015686,59.43927757554234,0,19.057884962561786,0,0,0,74.89882062209595,7.196683832016337,0,695.013077480837,1706.2804278019473,567.4718473467697,430.46831069282905,3769.463064902779
313TT_Textile_mills_and_textile_product_mills,49.00239008833248,34.62835566242162,0,0.9800478017666496,0,0,494.92413989215805,95.71800197254278,4666.334266811607,2257.050087468594,209.07686437688525,447.88184540735887,98.65814537784273,3.266826005888832,0.9800478017666496,655.3252967812997,83.30406315016522,0,0,157.4610134838417,3.593508606477715,0,1165.2768363005464,217.5706119921962,1025.1300006479155,745.8163771444204,222.47085100102947,894.7836430129512,74.15695033367649,0.3266826005888832,53.57594649657684,0,18.947590834155225,40.8353250736104,67.29661572130995,1.3067304023555328,56.84277250246568,14.700717026499744,1121.1746852210472,143.08697905793085,574.6346944358455,93.4312237684206
315AL_Apparel_and_leather_and_allied_products,11.891087213065621,0,0,0,0,0,0,6.659008839316748,369.09934709355684,2029.57076552604,0,0,679.6945450988309,0.47564348852262484,0,0,0,0,0,0,0,0,928.9317330846864,0,0,48.51563582930773,213.08828285813593,417.6149829228646,0,0,801.9349216491455,0,0,33.29504419658374,8.561582793407247,0.47564348852262484,127.47245492406346,28.062965822834865,353.8787554608329,40.905340012945736,9.037226281929872,111.77621980281684
