commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,4369.285035438732,59.188682963860515,0,5.044490025329021,3.026694015197413,0,162.01220464681708,20587.488616539045,108.54061037832945,0,0,0,0,0,1217.3195179456484,0,0,0,0,0,0,0,0,0,0,29.678416315685745,151.50285042738162,154.02509544004613,8.491558209303852,0,0,0.08407483375548369,0.33629933502193476,0,70.87508485587276,2.7744695139309616,65.91466966429921,12.022701227034167,0,34.89105600852573,3.6152178514857987,146.3742855682971
113FF_Forestry_fishing_and_related_activities,5475.3222898321055,1391.8630526111203,0,15.71770299161272,0,0,0,1592.3242184579965,0,7.979756903434151,2361.040800155486,897.6017462287141,8.947000164456473,4.352594674600446,171.685678831462,524.9712799198649,0.48362163051116064,0,0,0,0,0,0,0,9.672432610223213,50.780271203671866,0,168.78394904839504,0.7254324457667409,0,0,0,0,0,50.29664957316071,2.6599189678113837,0.24181081525558032,16.926757067890623,0,38.68973044089285,96.24070447172096,766.0566627296785
211_Oil_and_gas_extraction,0,0,16279.119635065064,2.823458339896814,0.4705763899828023,14261.75865120879,0,0,0,0,0.4705763899828023,0.4705763899828023,0,247707.1764994373,2510.0544641682677,0.4705763899828023,0,12.234986139552861,0,0,0,0,0,0,0,0,4.705763899828023,4.235187509845221,19.293631989294894,0.4705763899828023,0.4705763899828023,0,0,0,1.8823055599312093,5.176340289810826,1.411729169948407,0.9411527799656046,8.470375019690442,1.411729169948407,2.823458339896814,7.058645849742035
212_Mining_except_oil_and_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,96.88058962465496,13.877248797700691,9.120184399988617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27501778549272926,0.014865826242850232,0,0,0,0,0,0
22_Utilities,19.412189980356775,0.6708226200552566,29.249532874459014,15.691416069118612,0.7999872239168277,121.0105674177939,17.278890716578566,41.3535062363256,6.191567785106281,0.27499560822140956,7.449881022725458,24.578774134819618,5.720741971030232,41.09517702860246,78.61957775045116,21.2038280339205,15.362254659277832,34.4619496302921,18.937197566156158,8.599862657105898,5.154084354089146,3.420778702269352,11.866477154766278,5.391580561189453,2.3499624702556816,4.954087548109938,69.2613938706741,127.69796061772364,15.241423255665396,53.015819984988106,26.8287382020857,29.366197677946886,271.3581663126627,7.29155021799192,21.070496829934363,33.66196240637527,12.76646278167271,29.83285689189837,66.39060638484757,13.820612613188112,24.741271539677726,77.9237555296485
23_Construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,5397.311508205146,63.85839455992838,0,0,0,0,0,29248.741168311197,1.5964598639982095,150.38651918863133,4.9490255783944495,228.45340653814378,215.36243565335846,87.48600054710188,786.416129005518,24.266189932772782,32.88707319836311,1.4368138775983885,0,0,0,0,0,0,0,1.2771678911985676,382.83107538677064,786.4161290055179,129.95183292945427,0,16.283890612781736,0,0,0,787.2143589375171,18.039996463179765,0,1106.3466857507592,3577.826201206387,806.3718773054957,1048.7144846604238,7756.240603248901
313TT_Textile_mills_and_textile_product_mills,76.25464614834922,37.95786830495606,0,1.3556381537484306,0,0,461.9337008897777,55.92007384212276,3209.8122385378465,610.0371691867938,175.89405044885888,1133.6524060721251,134.20817722109462,20.673481844663566,0.6778190768742153,846.5960270158948,122.00743383735875,0,0,402.2856221248468,0.33890953843710764,0,1185.8444749914397,324.33642828431203,998.088590697282,863.2025943993132,594.7862399571239,1498.9968885073272,97.26703753144989,1.6945476921855382,46.09169722744663,0,34.907682459022084,85.40520368615113,83.03283691709137,2.0334572306226457,60.664807380242266,14.573110152795628,1033.6740922331783,129.4634436829751,464.9838867357117,72.86555076397815
315AL_Apparel_and_leather_and_allied_products,11.462038823451469,0,0,0,0,0.6032652012342878,0,6.635917213577166,296.8064790072696,1000.8169688476835,0,0,609.2978532466307,7.842447616045742,0,1.2065304024685757,0.6032652012342878,0,0,0,0,0,1091.910014234061,0,0,24.130608049371514,382.4701375825385,639.4611133083451,0,0,441.59012730349866,0,0,56.103663714788766,22.32081244566865,7.842447616045742,165.89793033942917,51.88080730614875,687.1190642058539,74.2016197518174,5.429386811108591,48.26121609874303
321_Wood_products,21.334332271961042,5.248923019292002,0,6.5188237497658745,10.24386589248923,0,2622.09102828245,32.67877879752763,3.301741899232066,0.1693200973965162,1601.8527814197416,436.253230942124,0.3386401947930324,0,23.366173440719237,108.95748267465818,31.578198164450274,29.54635699569208,19.895111444090656,76.87132421801836,27.59917587563214,13.968908035212587,257.1972279453081,24.63607417119311,516.2569769619779,90.9248923019292,194.0408316164076,103.11593931447837,131.05375538490355,15.069488668289942,189.21520884060686,7.788724480239745,391.298745083349,43.176624836111635,52.65855029031654,0.1693200973965162,42.58400449522383,4.063682337516389,124.11163139164638,12.106386963850909,33.864019479303245,68.15133920209777
322_Paper_products,163.84922925318506,0,43.14373196311677,98.40648975856972,42.17420989652988,19.390441331737875,937.5278383895263,11980.384176814247,254.4995424790596,20.35996339832477,238.0176673470824,21152.547687759554,3325.945449426339,139.12641655521927,3581.899275005279,2098.045752094038,685.4521010769339,741.1996199056803,1100.8923066094178,1026.2391074822272,262.74048004504823,457.6144154290139,1155.6703033715773,346.6041388048145,487.18483845991415,1047.0838319138452,2775.2569156049835,1470.2802139790242,2073.8077004293655,273.40522277750404,1467.8564088125572,927.3478566903639,396.04976420074615,338.3632012388259,1902.687055676779,341.2717674385866,1847.424297881326,118.28169212360103,3128.6477088759066,108.5864714577321,884.2041247272471,1194.451186035053
323_Printing_and_related_support_activities,9.995278266741948,0,4.6132053538808995,1.5377351179602998,0,1.1533013384702249,13.070748502662548,78.42449101597529,0,7.304241810311424,9.226410707761799,0,739.2661579594142,4.997639133370974,321.7710734331927,0,0,0,0.38443377949007496,4.228771574390825,0,0.7688675589801499,1.5377351179602998,0,0,0,3405.314418723084,1317.0701285329967,230.27583391455488,4.228771574390825,4115.363609441252,1628.4614899199576,21.5282916514442,146.85370376520862,2259.7017558426605,319.0800369767622,884.5821266066625,360.21445138220025,1937.5462486299778,340.9927624076965,274.8701523354036,209.13197604260077
324_Petroleum_and_coal_products,2439.690972519959,221.93332400633633,1801.126225860754,1446.618127169091,979.3426904174132,6498.864973666277,11282.135834172012,916.7691974419959,43.44130987142283,4.951859156327991,237.23907048953194,434.18801420712254,400.200253634144,9762.590326700634,3652.2212122989995,293.2851127588806,228.68585921951086,697.0867185067177,321.4206761471078,407.628042368636,53.57011269118463,283.3813944462246,132.57477468532667,90.48397185653874,76.97890143018968,199.8750423099662,1536.8770145185238,862.7489157365997,28091.671909341592,78.5544929799304,415.9561691315513,3437.2655080129434,1129.4740566569935,708.5660283691144,683.8067325874745,367.78808461090625,1264.5247609204844,229.58619724793414,1779.2930286714895,278.4295352898966,298.4620564223144,805.1272819175102
325_Chemical_products,9405.792876671043,954.2603168794265,2656.3714076593546,1059.6827115579188,655.7341183561879,706.5688653047165,3382.0459496695585,2483.05562611672,4006.0509977827046,56.63468451983725,844.4026758228747,4575.468398165888,2074.6717865369296,6487.400759907863,88407.42488106257,21914.893526790518,1350.0207629216627,682.0044238262329,2667.6301100036594,1561.2067250769594,784.697436118227,915.3666178718274,2621.2306094331902,588.8642498869825,581.3584483241125,2371.4921210686066,825.6381719156997,363.007857404258,203.33898779411444,232.67984844896992,735.2273803629474,73.69332443545089,3479.9625427851806,179.1157191139431,3778.8299141067314,423.3954427055303,2509.325931586765,243.9385507932749,17260.27303941618,246.32676038146082,32.07024304135362,156.9394872236454
326_Plastics_and_rubber_products,534.4872013352514,43.784560404585164,43.39010490544476,577.4828507415557,433.9010490544476,9.8613874785101725,8530.49462441044,7166.861963882053,155.02101116217992,44.96792690200638,264.679639923213,1242.1403667931413,218.133891024645,181.05507410544678,5080.586828928441,7729.749961155413,512.792148882529,385.7774781593179,1032.2900412504448,3419.140266549047,610.6171126693499,638.2289976091784,8840.5366467348,1373.8885035060373,1586.5000175427165,2593.5449068481753,4232.507505776566,2507.553608035567,1971.8830402028939,232.72874449284006,2197.1171302120665,228.3897340022956,102.55842977650579,763.2713908366874,2341.4878428974553,80.86337732378341,861.8852656217891,239.434487978227,4326.782370071123,82.04674382120463,50.09584839083168,1930.8596682922916
327_Nonmetallic_mineral_products,2.4357954545454543,30.44744318181818,442.5028409090909,162.38636363636363,278.4926136363636,29.229545454545452,18368.333522727273,2095.5960227272726,51.96363636363636,0,300.0088068181818,178.625,0.8119318181818181,447.7803977272727,841.1613636363636,598.7997159090909,4579.295454545454,1052.2636363636364,433.9775568181818,1013.696875,129.0971590909091,626.4053977272727,2459.341477272727,139.65227272727273,136.40454545454546,331.2681818181818,90.53039772727273,397.03465909090903,39.37869318181818,59.67698863636363,1163.0923295454545,37.75482954545455,42.62642045454545,200.54715909090908,1237.7900568181817,24.763920454545453,429.9178977272727,46.28011363636364,1388.4034090909092,53.5875,31.665340909090908,633.712784090909
331_Primary_metals,87.47076599146082,0,5404.250521513657,581.6355058195076,458.09432086249586,2.705281422416314,3543.016902891233,5342.029048798082,250.68941181057843,0,331.84785448306786,427.4344647417776,23.445772327608054,36.972179439689626,48.69506560349365,1376.9882440099038,583.4390267677851,72756.74033493848,66209.95929269101,33033.28968865147,4369.931257676486,14843.879164798316,38625.10638878599,9471.190259879515,3075.904977287349,6555.798646988867,1160.5657302165987,853.0654085352777,1375.1847230616263,0,469.8172070262999,1.8035209482775427,1393.219932544402,101.89893357768116,1139.8252393114071,26.15105375002437,752.0682354317353,132.55878969839938,404.89045288830835,247.98413038816213,16.231688534497884,73.94435887937925
332_Fabricated_metal_products,235.84070159298406,28.884931150688494,961.1381486185138,187.27592724072758,222.35048649513504,70.78395216047839,9586.622973770263,2377.6107338926613,114.11134888651114,17.775342246577534,356.77651223487766,895.750282497175,226.4769052309477,118.39647603523964,1770.551054489455,1151.9056609433906,449.77964220357796,892.7348226517735,6051.869201307987,4623.810901890981,924.9526304736953,1251.5745442545574,6068.057459425406,2037.4986050139498,470.09431905680947,898.7657423425766,375.66281337186626,307.1007789922101,766.879051209488,88.24187758122419,1940.6864731352687,48.088649113508865,193.94168058319417,243.29999700003,864.6434335656644,104.90626093739063,742.120538794612,62.531114688853116,359.95068049319514,114.9048909510905,106.65205347946521,371.21897781022193
333_Machinery,355.5718986347117,28.80021608879285,1042.3462822905412,430.89554071309306,500.80375754400904,83.8160134891792,2893.0678606118154,402.5876360104334,3.446179702932478,2.0923233910661474,55.26195309345295,119.1393554442371,139.07796658263214,16.246275742395966,455.0187986336204,188.30910519595326,18.953988366128627,159.87812264676032,495.6344879896103,4172.215919632431,34.95410841545799,164.6781586615591,2574.0500823974944,520.8654465289374,8.738527103864497,208.124638487815,286.27907103646226,134.52408626089994,374.8951205404403,77.29288762291415,365.04889281777605,10.461616955330737,11.44623972759716,189.66296150781957,361.84886880791015,20.923233910661473,632.9893647207762,171.8166737604907,140.06258935489856,14.030874504796518,8.246215717731287,64.73894727651727
334_Computer_and_electronic_products,2.368932611613398,0.03483724428843232,1.0451173286529696,0.8709311072108081,10.242149820799103,2.2992581230365334,164.60597926284274,86.77957552248492,20.762997595905663,1.95088568015221,23.793837848999278,31.562543325319684,43.79041607055943,13.238152829604283,198.67680417692955,77.09482161030073,32.99087034114541,70.0576982640374,153.17936313623693,314.58031592454387,1102.111060308845,147.91893924868364,567.0458252828129,522.488989837908,33.02570758543384,89.94976475273226,330.32675034291526,124.96119526260674,14.10908393681509,7.908054453474137,744.1932124894913,64.30955295644607,14.422619135410981,10.416336042241264,456.4375746670403,214.00519166383975,127.85268653854662,19.125647114349345,220.6242680786419,3.344375451689503,6.967448857686465,2.577956077343992
335_Electrical_equipment_appliances_and_components,145.45120832096413,25.352681414435796,18.42643339915179,6.27282839120061,39.98928099390389,2.3523106467002286,3536.5683733889773,115.13253776349453,6.795564090467328,0.5227356992667175,64.81922670907296,55.54066804708873,13.591128180934655,14.244547805018051,136.1726496589799,151.4626688625314,15.682070978001525,279.14086340842715,306.4538036951131,1715.0958292941,327.10186381614847,1052.1362786990856,686.3519731372,387.21646923182095,10.716081834967708,170.4118379609499,67.56358913022324,76.45009601775743,41.165436317254,53.188357400388504,507.83773183761605,20.386692271401984,83.11497618340807,47.30758078363793,683.6076107160497,18.55711732396847,347.7499239371838,50.0519432047882,179.82108054775082,34.239188301969996,51.88151815222171,67.56358913022324
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,202.88880299170575,26.09977320038933,195.25585045196922,198.70299030862444,103.90664425060658,8.125401090687244,457.97715238419016,645.1076017454722,23.63753044563562,0.24622427547537104,144.28742542856742,257.0581435962874,49.98352792150032,45.30526668746827,358.25632081666487,123.11213773768552,124.83570766601312,191.07003776888791,293.2531120911669,3988.094589874585,119.17254933007959,90.36430909946117,42646.78318516069,855.383133001439,79.28421670306948,148.47323811164873,1434.010180368561,2327.804300344158,866.709449673306,778.8073833285986,412.4256614212465,16.25080218137449,0,336.5885845748322,652.2481057342578,137.6393699907324,1655.8582525718703,75.09840401998817,546.125443004373,22.406409068258768,26.09977320038933,112.03204534129382
3364OT_Other_transportation_equipment,0,4.456518778092844,0,10.463131044217983,0,0,0.9688084300201836,0,0,0,5.8128505801211015,0,0,0,0,0,0,0,7.944229126165505,36.03967359675082,0,0,65.29768818336036,13266.475117324386,0,0,2.3251402320484402,3.1001869760645873,1001.5541549548657,0,0.7750467440161468,0,0,0,42.04628586287596,0.7750467440161468,10.269369358213947,0,0.1937616860040367,1.3563318020282569,0,0
337_Furniture_and_related_products,0.18410782119997918,0,0,0,0,0,2317.9174689077377,0,0,0,180.79388041837956,0,0,0,0,64.25362959879273,0,0,0,74.01134412239163,19.147213404797835,0.36821564239995835,7.180205026799188,32.21886870999636,616.9453088411302,54.495915075193835,60.57147317479315,193.49732008117812,1.8410782119997917,0,104.38913462038819,0,565.5792267263361,0,41.24015194879534,1.1046469271998751,0.18410782119997918,0,77.8776083675912,65.17416870479263,0.5523234635999376,48.97268043919446
339_Miscellaneous_manufacturing,42.7012625784093,1.0810446222382102,8.378095822346129,8.648356977905681,5.675484266750604,0,180.80471306934066,8.107834666786577,27.83689902263391,36.48525600053959,5.675484266750604,0,2.1620892444764204,2.1620892444764204,192.15568160284187,28.91794364487212,53.24144764523185,17.02645280025181,13.78331893353718,648.8970344984857,1.0810446222382102,163.23773795796973,399.1757267614591,14.323841244656284,5.4052231111910505,2012.0943031408688,313.2326792935214,340.25879484947666,59.99797653422066,72.15972853440053,72.42998968996008,80.53782435674665,72.70025084551963,24.593765155919282,433.4988935175223,4.324178488952841,479.17302880708667,107.56393991270191,10166.143627528128,162.4269544912911,12.70227431129897,143.77893475768195
42_Wholesale_trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441_Motor_vehicle_and_parts_dealers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
