commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,3025.990732897878,49.536209661489636,0,5.289459675718384,3.526306450478923,0,164.225128979447,15172.10142254035,133.49588705384494,0,0,0,0,0,637.5897901175463,0,0,0,0,0,0,0,0,0,0,40.46856450311526,113.76536286664145,118.88690318757511,4.869661288756608,0,0,0.08395967739235531,0.16791935478471062,0,29.637766119501425,1.9310725800241721,47.689096758857815,7.640330642704333,0,22.1653548315818,1.7631532252394615,68.762975784339
113FF_Forestry_fishing_and_related_activities,4932.4378219633145,1402.050503105291,0,15.772760098213856,0,0,0,1615.2292138077128,0,13.308266332867941,2648.591449617255,808.1075056569256,14.5405132155409,0.985797506138366,141.46194213085553,562.6439266284724,0.492898753069183,0,0,0,0,0,0,0,10.843772567522027,81.57474363294979,0,143.43353714313224,0.7393481296037745,0,0,0,0,0,19.46950074623273,2.2180443888113235,0.2464493765345915,16.019209474748447,0,43.128640893553516,72.2096673246353,674.7783929517116
211_Oil_and_gas_extraction,0,0,28356.905529411106,27.309320013686104,4.369491202189777,54628.47138257714,0,4.915677602463499,0,0,7.646609603832109,9.285168804653276,1.0923728005474442,282231.4447998407,9721.025552071706,7.646609603832109,0.5461864002737221,78.10465523914226,2.7309320013686107,1.0923728005474442,0,0,0.5461864002737221,0,0,0,40.41779362025544,43.69491202189777,158.39405607937942,6.008050403010944,8.192796004105832,0,0,0,22.393642411222608,74.28135043722621,14.200846407116774,8.738982404379554,97.76736564899626,28.40169281423355,31.678811215875882,90.66694244543787
212_Mining_except_oil_and_gas,141.2559407092293,0.0627804180929908,3.515703413207485,462.7544617634352,5.210774701718236,798.253016052378,831.6521984778491,206.7359167802187,11.488816511017317,0,1.0044866894878528,173.52507560902657,0,42.18844095848982,342.2788394429858,15.318422014689755,619.5171657416332,1259.8774302901393,36.28708165774868,9.41706271394862,2.511216723719632,8.412576024460767,5.147994283625246,5.901359300741135,2.260095051347669,23.856558875336503,0.8789258533018712,0.0627804180929908,6.529163481671043,0.18834125427897241,17.139054139386488,0,0,0,43.13014722988468,3.5784838313004754,21.28256173352388,19.901392535478085,5.650237628369172,47.96423942304497,3.515703413207485,26.932799361893053
213_Support_activities_for_mining,0,0,50.15108681157487,9.537671689558607,9.283837845046005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10261368182424323,0.010801440192025603,0,0,0,0,0,0
22_Utilities,38.81353982979376,1.2246990722993176,16.61822433489228,26.17715760689003,1.1179304352270694,188.74182831148252,32.48906821027882,102.22782974264612,12.184185642362442,1.658054128651384,13.295835569526439,55.061214188964705,9.552652763934677,9.02509008663651,132.37426844539854,34.68724603235452,36.14432390298755,59.520374913746835,38.80725932173068,19.431891947149172,25.228800889365942,8.692223159293619,25.492582228015028,11.518451787676659,5.99788520023512,11.348878069973678,70.08418947583634,171.20664979938152,85.3583850852309,37.683048378440546,26.85545247770196,50.934920391525466,368.27015129443635,16.737553988090674,22.81708579314575,57.585978430320225,14.7466329320964,39.359944031281145,69.80156661299803,19.26231822944619,32.97894783919855,117.58367195686064
23_Construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,3919.0174449963374,58.833833793542055,0,0,0,0,0,22367.802671088964,1.5050515621603782,86.88252199744001,5.062446163630363,161.3141628897351,135.31781772514674,11.903589627995718,520.0637261610543,17.51332726877531,25.0385850795772,0.9577600850111497,0,0,0,0,0,0,0,1.231405823585764,251.48043375007046,687.3980952994308,57.7392508392436,0,12.861349713006868,0,0,0,122.45646801213987,15.59780709875301,0,830.7884623125287,1971.4807235608082,541.1344480312996,565.7625645030149,4599.71121970069
313TT_Textile_mills_and_textile_product_mills,71.97823473673789,35.81525689799035,0,1.3908837630287516,0,0,846.3527698029953,53.89674581736413,3513.3723854106265,1049.074078264436,249.6636354636609,860.2616074332828,124.83181773183045,10.779349163472824,0.3477209407571879,794.1946286894172,117.52967797592952,0,0,299.3877299919388,3.824930348329067,0,1166.9514771811225,285.8266133024085,1113.750173245273,823.7509086537781,300.7786137549675,1125.2249642902602,95.27553776746949,0.6954418815143758,52.85358299509256,0,19.124651741645334,48.33321076524912,53.549024876606936,1.7386047037859396,66.0669787438657,13.908837630287517,1037.947008160206,184.987540482824,553.224016744686,90.05972365611167
315AL_Apparel_and_leather_and_allied_products,7.135085269771618,0,0,0,0,0.5096489478408298,0,6.115787374089958,146.778896978159,1741.4704547721155,0,0,525.9577141717364,3.057893687044979,0,0.5096489478408298,0,0,0,0,0,0,698.2190585419369,0,0,25.48244739204149,328.72357135733523,498.9463199361724,0,0,900.5496908347462,0,0,36.18507529669892,12.231574748179916,2.548244739204149,198.2534407100828,41.791213722948044,689.0453774808019,50.96489478408298,12.741223696020745,148.30784382168147
