commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,882.0215654167349,62.90098247912232,0.16893728508269198,0,0,0,0,4458.3112657606025,146.41231373833307,0.11262485672179466,0,0,0,0,15.316980514164074,0,0.16893728508269198,0,0,0,0,0,0,0,0,2.196184706074996,70.72841002128705,2.8156214180448664,0.22524971344358932,0,0.11262485672179466,0,1.3514982806615359,0,0.22524971344358932,0.11262485672179466,0,3.4350581300147374,14.35966923202882,6.419616833142295,3.8292451285410185,87.05901424594727,2.3088095627967906,0.3941869985262813,35.36420501064352,0.11262485672179466,41.27700998853774
113FF_Forestry_fishing_and_related_activities,1017.3396562698919,911.1143857415659,1.329662635264163,7.830235518777848,0,8.273456397199237,67.51731381285805,329.6085932527053,34.71896880967537,34.42348822406111,1149.8626989178867,300.06053469127943,1.1819223424570338,1.329662635264163,54.220687460216425,109.47555697008275,0.8864417568427754,1.6251432208784213,1.92062380649268,0.5909611712285169,0.7387014640356461,2.068364099299809,5.614131126670911,0.5909611712285169,3.398026734563972,8.568936982813495,58.6528962444303,8.864417568427752,5.318650541056653,0,2.659325270528326,1.0341820496499046,0,0.29548058561425844,0.5909611712285169,0,2.068364099299809,12.114704010184596,13.887587523870147,12.262444302991724,12.114704010184596,130.8978994271165,5.318650541056652,2.9548058561425843,6.500572883513685,8.421196690006365,22.7520050922979
211_Oil_and_gas_extraction,0,0,1556.870244884267,0,0,8519.980342167059,0,0,0,0,0,0,0,35861.013542914654,763.7134806153257,35.33194038433891,0,14.042181434801362,0,0,0,0,0,0,0,0,0,0,567.5759141227776,0,0,0,0,0,0,1.358920784013035,0,0,0,0,0,0,0,0,39.40870273637802,0,0
212_Mining_except_oil_and_gas,34.55621301775148,0.43195266272189353,4.031558185404339,778.9546351084813,4.7514792899408285,1714.70808678501,260.1794871794872,18.573964497041423,5.903353057199212,1.2958579881656807,1.5838264299802762,59.46548323471401,0.5759368836291914,48.37869822485207,376.8067061143985,8.063116370808679,420.577909270217,1635.5167652859961,13.390532544378699,17.134122287968445,8.495069033530573,15.694280078895465,44.20315581854044,11.518737672583828,1.0078895463510849,80.48717948717949,0.7199211045364893,1.0078895463510849,9.21499013806706,0,5.32741617357002,0.14398422090729784,34.98816568047338,0.14398422090729784,0,0.14398422090729784,0.7199211045364893,3.599605522682446,1.1518737672583828,0.2879684418145957,0.43195266272189353,0.43195266272189353,1.0078895463510849,73.5759368836292,9.934911242603551,106.11637080867851,33.98027613412229
213_Support_activities_for_mining,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,70.89950962181439,4.806746415038264,51.809859573519574,79.44865145998959,3.261720781633108,4.120068355747083,37.629957649156694,92.22086336280556,37.320952522475665,14.351571439185674,24.239735492978674,87.826123783342,14.317237536221116,122.2630284567947,213.24787131287613,43.36371944423806,99.08764395571735,280.43931941451814,75.01957797756148,45.389419719147035,40.96034623671892,25.750427223419273,56.78827550338063,30.385504123634743,9.54482502414741,12.051199940560219,88.65013745449141,195.35990786834088,36.119265918716096,2.437707110483691,29.183817519875177,41.85302771379745,52.42786982688164,6.489107660301657,27.02078163310796,25.956430641206627,24.960747455234415,24.548740619659707,101.80002228991751,11.776528716843746,35.39825395646036,63.929727320008915,44.084731406493795,6.214436436585184,38.9689798647745,177.84961735641576,238.27728657403966
23_Construction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,574.826220362622,7.100697350069735,0.3302649930264993,0.12384937238493723,0.041283124128312414,0.24769874476987447,0.37154811715481173,1615.5324965132497,0.49539748953974894,24.48089260808926,0.16513249651324965,11.517991631799163,0.41283124128312415,1.8164574616457463,52.63598326359833,0.41283124128312415,1.0733612273361228,0.49539748953974894,0.5779637377963738,0.701813110181311,0.5779637377963738,0.24769874476987447,0.24769874476987447,0.45411436541143657,1.5687587168758717,4.293444909344491,45.86555090655509,69.85104602510461,4.29344490934449,0,5.986052998605301,0.2889818688981869,0.08256624825662483,0.20641562064156208,0.7430962343096235,0,0.37154811715481173,4.45857740585774,130.24825662482567,12.715202231520223,47.764574616457466,1181.0276150627615,14.985774058577405,26.751464435146445,26.13221757322176,0.08256624825662483,153.40808926080894
313TT_Textile_mills_and_textile_product_mills,24.043684619210065,18.88308889606254,2.8148703944441054,5.160595723147527,0.35185879930551317,5.512454522453039,151.0647111685003,5.981599588193724,1504.430939563939,1355.477381191272,16.77193610022946,80.34109250809217,9.617473847684026,3.4013017266199603,16.185504768053605,165.02177687428568,14.660783304396382,0.7037175986110263,3.5185879930551316,12.549630508563302,0.11728626643517105,7.74089358472129,178.97884258007102,32.37100953610721,137.45950426202046,106.1440711238298,133.706343736095,16.420077300923946,68.37789333170473,0,7.389034785415776,9.852046380554368,14.660783304396382,0.11728626643517105,0.4691450657406842,0,0.9382901314813684,1.4074351972220527,55.71097655670625,4.105019325230987,21.463386757636304,5.629740788888211,27.562272612265197,5.512454522453039,10.08661891342471,3.0494429273144474,34.13030353263478
315AL_Apparel_and_leather_and_allied_products,3.2840919815030354,2.0330093218828313,1.876623989430306,1.876623989430306,0.312770664905051,0.7819266622626275,6.099027965648495,1.4074679920727295,8.132037287531325,772.3871569830235,0.4691559973575765,1.0946973271676785,1.0946973271676785,0.625541329810102,1.4074679920727295,1.7202386569777806,1.563853324525255,2.502165319240408,2.971321316597985,1.563853324525255,5.473486635838393,0.625541329810102,18.45346922939801,2.0330093218828313,8.444807952436378,15.482147912800025,8.444807952436378,7.193725292816174,9.695890612056582,0,5.942642633195969,1.251082659620204,0.7819266622626275,2.345779986787883,1.876623989430306,0,2.814935984145459,0.938311994715153,36.12501179653339,10.165046609414158,5.1607159709333414,0.938311994715153,32.5281491501253,0.7819266622626275,26.585506516929335,1.563853324525255,45.82090240858997
