commodity,total_output
111CA_Farms,34643
113FF_Forestry_fishing_and_related_activities,4439
211_Oil_and_gas_extraction,8727
212_Mining_except_oil_and_gas,6818
213_Support_activities_for_mining,2814
22_Utilities,21818
23_Construction,69088
311FT_Food_and_beverage_and_tobacco_products,78248
313TT_Textile_mills_and_textile_product_mills,15712
315AL_Apparel_and_leather_and_allied_products,19882
321_Wood_products,7128
322_Paper_products,14333
323_Printing_and_related_support_activities,6653
324_Petroleum_and_coal_products,16403
325_Chemical_products,25797
326_Plastics_and_rubber_products,7642
327_Nonmetallic_mineral_products,10016
331_Primary_metals,28050
332_Fabricated_metal_products,23107
333_Machinery,20882
334_Computer_and_electronic_products,17216
335_Electrical_equipment_appliances_and_components,11151
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,33208
3364OT_Other_transportation_equipment,17216
337_Furniture_and_related_products,5573
339_Miscellaneous_manufacturing,8296
42_Wholesale_trade,41875
44RT_Retail_trade,63326
48_Transportation,37639
493_Warehousing_and_storage,1593
51_Information,21803
52_Finance_and_insurance,37159
531_Real_estate,63264
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,6945
54_Professional_scientific_and_technical_services,40916
55_Management_of_companies_and_enterprises,11121
56_Administrative_and_waste_management_services,7433
61_Educational_services,4409
62_Health_care_and_social_assistance,18989
71_Arts_entertainment_and_recreation,4765
721_Accommodation,3661
722_Food_services_and_drinking_places,22657
81_Other_services_except_government,31559
GFE_Federal_government_enterprises,3806
GFG_Federal_general_government,52734
GSLE_State_and_local_government_enterprises,1067
GSLG_State_and_local_general_government,36606
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,461
Used_Scrap_used_and_secondhand_goods,1015
