commodity,total_output
111CA_Farms,49521
113FF_Forestry_fishing_and_related_activities,8633
211_Oil_and_gas_extraction,13280
212_Mining_except_oil_and_gas,11888
213_Support_activities_for_mining,3050
22_Utilities,38437
23_Construction,122119
311FT_Food_and_beverage_and_tobacco_products,111493
313TT_Textile_mills_and_textile_product_mills,24336
315AL_Apparel_and_leather_and_allied_products,29246
321_Wood_products,13112
322_Paper_products,24443
323_Printing_and_related_support_activities,8227
324_Petroleum_and_coal_products,23562
325_Chemical_products,46188
326_Plastics_and_rubber_products,15721
327_Nonmetallic_mineral_products,15858
331_Primary_metals,47054
332_Fabricated_metal_products,46551
333_Machinery,44342
334_Computer_and_electronic_products,36349
335_Electrical_equipment_appliances_and_components,22187
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,55497
3364OT_Other_transportation_equipment,30934
337_Furniture_and_related_products,9099
339_Miscellaneous_manufacturing,14133
42_Wholesale_trade,80019
44RT_Retail_trade,108243
481_Air_transportation,10913
482_Rail_transportation,13582
483_Water_transportation,4926
484_Truck_transportation,21289
485_Transit_and_ground_passenger_transportation,7307
486_Pipeline_transportation,3104
487OS_Other_transportation_and_support_activities,11711
493_Warehousing_and_storage,3272
511_Publishing_industries_except_internet_includes_software,9168
512_Motion_picture_and_sound_recording_industries,7222
513_Broadcasting_and_telecommunications,27794
514_Data_processing_internet_publishing_and_other_information_services,3229
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,38840
523_Securities_commodity_contracts_and_investments,4918
524_Insurance_carriers_and_related_activities,32209
525_Funds_trusts_and_other_financial_vehicles,4330
531_Real_estate,118924
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,14046
5411_Legal_services,13061
5412OP_Miscellaneous_professional_scientific_and_technical_services,69017
5415_Computer_systems_design_and_related_services,5398
55_Management_of_companies_and_enterprises,20369
561_Administrative_and_support_services,12743
562_Waste_management_and_remediation_services,5081
61_Educational_services,12795
621_Ambulatory_health_care_services,23211
622HO_Hospitals_and_nursing_and_residential_care_facilities,26188
624_Social_assistance,2915
711AS_Performing_arts_spectator_sports_museums_and_related_activities,5300
713_Amusements_gambling_and_recreation_industries,4342
721_Accommodation,8514
722_Food_services_and_drinking_places,44485
81_Other_services_except_government,54484
GFE_Federal_government_enterprises,7722
GFG_Federal_general_government,102344
GSLE_State_and_local_government_enterprises,2360
GSLG_State_and_local_general_government,90441
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,501
Used_Scrap_used_and_secondhand_goods,1400
