commodity,total_output
111CA_Farms,47269
113FF_Forestry_fishing_and_related_activities,8716
211_Oil_and_gas_extraction,12542
212_Mining_except_oil_and_gas,9898
213_Support_activities_for_mining,3062
22_Utilities,35119
23_Construction,118939
311FT_Food_and_beverage_and_tobacco_products,105669
313TT_Textile_mills_and_textile_product_mills,24904
315AL_Apparel_and_leather_and_allied_products,29891
321_Wood_products,13006
322_Paper_products,23997
323_Printing_and_related_support_activities,7981
324_Petroleum_and_coal_products,23045
325_Chemical_products,45796
326_Plastics_and_rubber_products,15623
327_Nonmetallic_mineral_products,15860
331_Primary_metals,48654
332_Fabricated_metal_products,48358
333_Machinery,44290
334_Computer_and_electronic_products,36828
335_Electrical_equipment_appliances_and_components,22015
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,63769
3364OT_Other_transportation_equipment,32124
337_Furniture_and_related_products,9302
339_Miscellaneous_manufacturing,14077
42_Wholesale_trade,76157
44RT_Retail_trade,102379
481_Air_transportation,10262
482_Rail_transportation,13087
483_Water_transportation,4549
484_Truck_transportation,19892
485_Transit_and_ground_passenger_transportation,6629
486_Pipeline_transportation,2758
487OS_Other_transportation_and_support_activities,11015
493_Warehousing_and_storage,3099
511_Publishing_industries_except_internet_includes_software,8541
512_Motion_picture_and_sound_recording_industries,7108
513_Broadcasting_and_telecommunications,25373
514_Data_processing_internet_publishing_and_other_information_services,2840
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,34051
523_Securities_commodity_contracts_and_investments,6042
524_Insurance_carriers_and_related_activities,29835
525_Funds_trusts_and_other_financial_vehicles,3903
531_Real_estate,110146
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,12229
5411_Legal_services,11059
5412OP_Miscellaneous_professional_scientific_and_technical_services,65408
5415_Computer_systems_design_and_related_services,4421
55_Management_of_companies_and_enterprises,19791
561_Administrative_and_support_services,11820
562_Waste_management_and_remediation_services,4597
61_Educational_services,11217
621_Ambulatory_health_care_services,20774
622HO_Hospitals_and_nursing_and_residential_care_facilities,22862
624_Social_assistance,2611
711AS_Performing_arts_spectator_sports_museums_and_related_activities,4847
713_Amusements_gambling_and_recreation_industries,3969
721_Accommodation,7915
722_Food_services_and_drinking_places,39989
81_Other_services_except_government,51833
GFE_Federal_government_enterprises,7453
GFG_Federal_general_government,100464
GSLE_State_and_local_government_enterprises,2124
GSLG_State_and_local_general_government,78973
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,657
Used_Scrap_used_and_secondhand_goods,1487
