commodity,total_output
111CA_Farms,60787
113FF_Forestry_fishing_and_related_activities,12356
211_Oil_and_gas_extraction,13949
212_Mining_except_oil_and_gas,12447
213_Support_activities_for_mining,3358
22_Utilities,46901
23_Construction,163200
311FT_Food_and_beverage_and_tobacco_products,129742
313TT_Textile_mills_and_textile_product_mills,30122
315AL_Apparel_and_leather_and_allied_products,32031
321_Wood_products,19741
322_Paper_products,27608
323_Printing_and_related_support_activities,9468
324_Petroleum_and_coal_products,27128
325_Chemical_products,53088
326_Plastics_and_rubber_products,20843
327_Nonmetallic_mineral_products,20181
331_Primary_metals,52974
332_Fabricated_metal_products,52965
333_Machinery,51888
334_Computer_and_electronic_products,39593
335_Electrical_equipment_appliances_and_components,25531
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,79649
3364OT_Other_transportation_equipment,30624
337_Furniture_and_related_products,11894
339_Miscellaneous_manufacturing,17405
42_Wholesale_trade,93740
44RT_Retail_trade,126656
481_Air_transportation,13273
482_Rail_transportation,15090
483_Water_transportation,5205
484_Truck_transportation,25527
485_Transit_and_ground_passenger_transportation,8477
486_Pipeline_transportation,3822
487OS_Other_transportation_and_support_activities,13856
493_Warehousing_and_storage,3800
511_Publishing_industries_except_internet_includes_software,10262
512_Motion_picture_and_sound_recording_industries,8827
513_Broadcasting_and_telecommunications,34716
514_Data_processing_internet_publishing_and_other_information_services,4347
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,43960
523_Securities_commodity_contracts_and_investments,7898
524_Insurance_carriers_and_related_activities,38547
525_Funds_trusts_and_other_financial_vehicles,5268
531_Real_estate,143176
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,19178
5411_Legal_services,15891
5412OP_Miscellaneous_professional_scientific_and_technical_services,80288
5415_Computer_systems_design_and_related_services,6242
55_Management_of_companies_and_enterprises,23830
561_Administrative_and_support_services,15199
562_Waste_management_and_remediation_services,5975
61_Educational_services,15630
621_Ambulatory_health_care_services,27301
622HO_Hospitals_and_nursing_and_residential_care_facilities,34698
624_Social_assistance,4144
711AS_Performing_arts_spectator_sports_museums_and_related_activities,6029
713_Amusements_gambling_and_recreation_industries,5097
721_Accommodation,10064
722_Food_services_and_drinking_places,52736
81_Other_services_except_government,59850
GFE_Federal_government_enterprises,9578
GFG_Federal_general_government,112297
GSLE_State_and_local_government_enterprises,2838
GSLG_State_and_local_general_government,113202
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,203
Used_Scrap_used_and_secondhand_goods,1534
