commodity,total_output
111CA_Farms,208457
113FF_Forestry_fishing_and_related_activities,44294
211_Oil_and_gas_extraction,113626
212_Mining_except_oil_and_gas,48811
213_Support_activities_for_mining,39399
22_Utilities,513899
23_Construction,1020645
311FT_Food_and_beverage_and_tobacco_products,573912
313TT_Textile_mills_and_textile_product_mills,72272
315AL_Apparel_and_leather_and_allied_products,56886
321_Wood_products,85357
322_Paper_products,151157
323_Printing_and_related_support_activities,77514
324_Petroleum_and_coal_products,228713
325_Chemical_products,433160
326_Plastics_and_rubber_products,167855
327_Nonmetallic_mineral_products,91374
331_Primary_metals,140416
332_Fabricated_metal_products,238956
333_Machinery,251964
334_Computer_and_electronic_products,425989
335_Electrical_equipment_appliances_and_components,105264
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,445275
3364OT_Other_transportation_equipment,164188
337_Furniture_and_related_products,70695
339_Miscellaneous_manufacturing,112055
42_Wholesale_trade,854270
441_Motor_vehicle_and_parts_dealers,101444
445_Food_and_beverage_stores,140026
452_General_merchandise_stores,133296
481_Air_transportation,117018
482_Rail_transportation,39254
483_Water_transportation,26661
484_Truck_transportation,196612
485_Transit_and_ground_passenger_transportation,35512
486_Pipeline_transportation,22856
487OS_Other_transportation_and_support_activities,129700
493_Warehousing_and_storage,36948
4A0_Other_retail,509887
511_Publishing_industries_except_internet_includes_software,176696
512_Motion_picture_and_sound_recording_industries,121422
513_Broadcasting_and_telecommunications,505474
514_Data_processing_internet_publishing_and_other_information_services,68697
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,453859
523_Securities_commodity_contracts_and_investments,343498
524_Insurance_carriers_and_related_activities,439479
525_Funds_trusts_and_other_financial_vehicles,96834
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,294639
5411_Legal_services,200548
5412OP_Miscellaneous_professional_scientific_and_technical_services,1062369
5415_Computer_systems_design_and_related_services,242386
55_Management_of_companies_and_enterprises,251738
561_Administrative_and_support_services,417509
562_Waste_management_and_remediation_services,61230
61_Educational_services,182905
621_Ambulatory_health_care_services,509238
622_Hospitals,435212
623_Nursing_and_residential_care_facilities,120251
624_Social_assistance,94818
711AS_Performing_arts_spectator_sports_museums_and_related_activities,75099
713_Amusements_gambling_and_recreation_industries,101957
721_Accommodation,104155
722_Food_services_and_drinking_places,456540
81_Other_services_except_government,564327
GFE_Federal_government_enterprises,66716
GFGD_Federal_general_government_defense,325495
GFGN_Federal_general_government_nondefense,180874
GSLE_State_and_local_government_enterprises,49516
GSLG_State_and_local_general_government,1031782
HS_Housing,1084580
ORE_Other_real_estate,529202
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,690
Used_Scrap_used_and_secondhand_goods,5802
