commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,15896,1431,2,0,0,0,0,80015,2053,1,0,0,0,0,218,0,1,0,0,0,0,0,0,0,0,36,1551,69,4,0,1,0,22,0,4,2,0,81,278,69,71,1402,37,8,967,1,610
113FF_Forestry_fishing_and_related_activities,7172,5193,8,87,0,43,238,2442,244,129,7875,2254,9,6,309,788,5,11,10,6,7,16,14,6,21,31,283,119,34,0,18,11,0,3,6,0,28,126,160,89,126,912,34,22,56,72,163
211_Oil_and_gas_extraction,0,0,6422,0,0,29946,0,0,0,0,0,0,0,136958,2347,137,0,38,0,0,0,0,0,0,0,0,0,0,2025,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,202,0,0
212_Mining_except_oil_and_gas,307,3,21,6967,51,14173,1740,177,53,10,21,584,9,467,3209,64,3757,11205,112,205,102,201,399,140,8,516,18,21,89,0,47,2,300,2,2,2,11,36,15,3,5,6,9,699,167,965,319
213_Support_activities_for_mining,0,0,3641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2384,90,2620,2810,304,136,1123,3697,1293,440,908,3550,580,4817,7627,1583,3310,9306,2561,1699,1716,834,1802,1192,317,408,4658,10316,1131,117,863,790,652,265,970,886,925,673,3805,510,1529,2629,1062,201,1476,7333,8387
23_Construction,239,95,0,160,3,2696,90,223,80,37,94,146,55,332,300,98,174,467,502,294,276,111,302,379,68,74,671,1152,1504,82,1669,219,9288,64,130,163,82,951,762,130,283,234,680,171,1921,1977,11075
311FT_Food_and_beverage_and_tobacco_products,14235,194,10,3,1,3,4,50052,9,552,4,339,7,45,1293,7,24,10,12,17,13,5,5,13,35,117,1562,3652,180,0,168,5,4,3,32,0,7,164,4548,549,1780,35148,327,1177,1200,3,4501
313TT_Textile_mills_and_textile_product_mills,234,180,17,44,2,46,1272,60,13892,11456,151,849,108,43,159,1504,121,6,41,146,2,64,1470,398,1338,1107,2245,338,730,0,65,72,143,1,10,0,11,12,616,54,256,38,204,54,134,35,391
315AL_Apparel_and_leather_and_allied_products,43,21,26,22,2,10,101,17,202,10104,5,14,18,9,15,18,16,22,31,19,72,6,288,24,131,190,151,162,118,1,67,17,12,39,54,0,36,12,456,130,67,29,357,11,488,28,778
321_Wood_products,505,33,229,121,46,429,13185,80,19,49,6132,1974,1,83,53,148,295,248,472,298,119,169,370,375,2658,750,874,42,224,5,262,10,1236,1,17,2,153,26,193,99,30,24,26,82,25,199,85
322_Paper_products,551,91,35,33,2,145,691,7574,443,331,152,19076,8921,491,3146,1271,1339,164,845,497,880,646,435,79,332,1152,3167,4494,183,14,6002,412,303,57,1054,47,447,660,1136,69,164,1273,433,42,178,51,1760
323_Printing_and_related_support_activities,9,18,78,20,0,134,101,1845,26,52,19,53,2001,12,511,44,51,52,348,87,387,46,67,115,25,124,1999,87,352,6,6187,2236,465,13,2109,146,307,365,1282,66,122,28,1964,159,418,90,2189
324_Petroleum_and_coal_products,9058,1513,1463,2323,2614,7253,13192,1433,625,420,655,2780,610,20909,4576,640,946,2290,1261,1037,836,453,1017,956,276,519,3996,8415,25979,58,1606,946,2633,279,2270,159,1873,713,2447,213,425,445,1058,814,5304,3047,8794
325_Chemical_products,8442,1686,929,947,2100,629,3214,2964,9556,895,929,4744,1770,3490,41538,13171,2513,4138,2507,1106,1870,2035,1320,688,554,1559,726,202,350,1,454,344,800,77,429,120,904,230,8729,34,184,205,643,43,1405,831,4278
326_Plastics_and_rubber_products,515,177,64,609,44,381,2442,3316,633,488,240,1328,715,349,3244,2252,226,380,1208,2389,5125,989,5199,965,804,1177,876,664,984,7,455,45,668,167,523,14,193,99,3688,80,291,812,248,38,400,213,868
327_Nonmetallic_mineral_products,231,21,256,176,2313,561,17363,3789,125,8,333,79,9,355,889,414,5259,615,888,651,625,794,1190,478,188,309,293,188,383,0,322,33,1770,55,12,12,10,145,492,12,212,307,222,104,85,392,351
331_Primary_metals,215,3,445,285,6616,279,8553,43,41,5,150,412,217,266,2148,425,422,31429,34146,15943,4427,6579,16308,5195,1570,3268,21,22,451,0,152,8,818,1,9,2,10,26,208,4,8,10,15,50,510,118,63
332_Fabricated_metal_products,813,699,1830,1720,2083,1156,26162,9396,78,121,1556,770,152,751,3531,925,720,2454,12750,11026,5734,2269,9009,6582,1507,1354,878,1006,2671,10,863,28,3105,78,289,43,219,129,592,71,47,626,1086,209,2097,990,557
333_Machinery,1079,136,936,2215,2458,1168,6774,245,359,61,154,220,641,90,1072,193,255,1456,1404,7594,454,444,2638,1784,58,149,532,391,974,13,526,379,824,237,753,5,782,181,599,29,30,122,1091,113,563,271,1321
334_Computer_and_electronic_products,36,9,73,14,8,231,2753,8,19,2,11,26,137,32,1202,54,27,71,223,959,32259,881,1422,6304,13,652,1149,180,241,2,3574,258,324,136,1444,470,618,320,492,7,6,11,736,22,5110,73,206
335_Electrical_equipment_appliances_and_components,245,54,520,313,61,538,8997,7,5,12,257,8,5,37,112,62,67,902,480,4461,3156,3772,1457,719,31,200,184,186,586,1,347,32,1084,17,298,14,131,112,249,37,57,72,321,74,400,723,352
