commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,14999,1379,0,0,0,2,98,84476,2518,4,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,26,1081,69,4,0,2,0,33,0,9,1,0,90,322,34,81,1599,59,10,543,3,691
113FF_Forestry_fishing_and_related_activities,9150,4220,2,45,0,44,189,2727,257,235,8100,2804,13,4,271,1045,7,12,8,8,13,31,10,7,27,131,90,121,46,0,52,30,0,6,14,0,55,225,313,79,221,1408,74,30,79,172,213
211_Oil_and_gas_extraction,0,0,2922,0,0,13227,0,0,0,0,0,0,0,63899,2193,131,0,17,0,0,0,0,0,0,0,0,0,0,1391,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,108,0,0
212_Mining_except_oil_and_gas,322,2,1,5566,27,8154,3458,167,49,9,20,724,14,310,3142,66,4138,8260,103,189,177,225,745,121,9,680,19,19,73,0,87,6,465,3,1,2,16,32,26,2,10,9,17,925,155,1514,321
213_Support_activities_for_mining,0,0,1389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,1750,48,1133,2312,106,85,1342,3555,1285,478,852,3368,687,1974,7498,1982,2673,6362,2375,1639,2151,870,2206,1035,380,542,3170,7935,1153,65,1003,1457,247,361,1077,1320,1276,636,4809,611,1800,3551,1757,248,1851,9295,11868
23_Construction,196,59,0,202,1,2661,108,177,86,45,108,141,62,136,326,124,173,519,697,476,484,163,465,520,111,104,467,1157,1895,65,3842,601,14867,65,136,262,127,1442,879,111,454,344,1255,317,3429,6780,20991
311FT_Food_and_beverage_and_tobacco_products,10845,146,3,4,0,1,1,51100,16,718,4,317,5,20,1147,12,22,8,11,17,12,6,5,9,23,117,1171,3222,258,0,196,5,6,3,60,0,7,140,5654,641,2250,39171,515,806,1405,5,5541
313TT_Textile_mills_and_textile_product_mills,182,132,0,27,0,24,1460,66,13272,13607,107,828,120,22,151,1525,103,5,20,154,3,63,2326,383,1575,999,1492,195,801,0,86,114,164,1,14,1,12,12,778,45,353,31,290,65,173,53,513
315AL_Apparel_and_leather_and_allied_products,29,10,5,15,0,5,122,14,118,8991,3,14,18,3,11,17,11,12,27,18,64,6,319,12,125,132,78,73,97,0,82,31,18,52,62,0,45,9,468,78,76,57,570,12,466,39,957
321_Wood_products,637,16,1,113,8,353,20743,66,44,39,6798,1990,2,60,47,112,325,227,457,339,206,229,537,316,3158,876,831,50,318,3,515,23,2331,3,27,2,269,57,310,77,28,38,80,143,33,563,105
322_Paper_products,596,85,10,46,0,86,930,9632,501,367,184,23111,13212,157,4389,1775,1394,139,860,565,1030,776,576,62,579,1158,3570,3561,197,9,7812,794,492,91,1308,59,688,677,1781,91,289,1546,748,41,275,86,2448
323_Printing_and_related_support_activities,9,25,26,19,0,88,146,2306,19,55,20,84,3189,4,742,72,43,34,346,85,374,46,93,82,27,118,2234,66,478,4,8752,4815,972,12,3262,196,869,566,2464,96,235,132,3929,288,730,182,3105
324_Petroleum_and_coal_products,2849,553,254,955,613,1882,8766,569,236,171,285,1108,305,5708,1830,287,342,709,509,394,411,222,596,336,133,203,1224,2600,15001,22,890,788,1567,163,1105,150,1033,380,1333,99,256,165,651,574,3046,3373,6726
325_Chemical_products,5715,1419,488,727,622,318,4491,2776,9577,1163,842,5762,2299,1365,46063,17695,2390,2393,2468,1038,2159,2137,2580,641,761,1677,490,152,323,1,756,448,943,113,811,135,1526,273,12541,40,305,191,987,57,1813,1427,5683
326_Plastics_and_rubber_products,538,152,7,582,0,291,4912,4886,562,543,290,1831,1330,292,4898,3610,270,356,1440,2251,7161,1421,9503,1025,1128,1416,685,410,1049,4,1027,83,1105,386,985,18,420,136,7772,189,599,1221,742,69,501,349,1377
327_Nonmetallic_mineral_products,373,15,162,138,1006,418,24391,3894,145,8,436,93,9,210,914,612,5576,866,992,826,750,1001,1810,477,250,365,229,200,439,0,557,81,2755,100,68,14,13,232,996,13,391,352,411,157,113,748,434
331_Primary_metals,157,1,130,192,1941,140,9478,24,18,3,58,379,216,89,962,345,294,19892,28764,13451,4609,5809,16190,4208,1628,2663,17,16,219,0,186,12,899,1,8,2,9,27,165,3,10,16,23,50,513,187,85
332_Fabricated_metal_products,780,500,491,1256,814,723,34488,10488,42,88,1654,792,123,362,3571,1314,552,1935,12049,10326,7339,2668,10979,5891,1984,1356,672,854,2556,6,1421,55,4195,80,354,52,425,170,937,87,66,357,1698,298,3111,1367,829
333_Machinery,1060,116,323,2079,1036,591,9256,328,368,105,197,392,741,34,1041,414,218,1162,1480,8676,791,523,5212,2128,102,226,503,367,1092,8,669,893,1155,237,1076,6,993,249,732,53,47,166,1501,125,974,662,2015
334_Computer_and_electronic_products,41,9,6,7,0,233,3473,24,12,2,7,36,207,17,1718,93,28,38,271,942,46880,1460,3337,6326,14,910,786,186,420,1,6219,692,435,221,2918,581,1276,405,799,7,11,14,1159,44,9864,137,657
335_Electrical_equipment_appliances_and_components,434,48,160,346,0,444,14805,8,6,5,252,13,6,27,153,122,79,982,578,5531,5087,3880,2029,763,55,313,178,176,813,1,676,58,1836,42,703,19,219,168,479,53,111,98,673,127,578,1288,580
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,498,120,68,555,0,80,352,13,4,22,173,31,26,25,15,35,20,437,216,3235,27,229,64520,1989,55,19,610,4511,975,4,287,68,170,579,125,29,833,60,89,12,18,8,4808,180,756,291,992
3364OT_Other_transportation_equipment,0,198,0,7,0,6,3,0,0,0,3,0,0,0,0,0,0,4,21,23,0,33,99,22325,0,5,28,0,4117,0,17,64,0,12,0,0,0,7,6,121,5,0,186,24,24318,165,29
337_Furniture_and_related_products,58,0,1,2,0,75,4316,2,1,0,169,4,0,6,2,1,1,38,5,3,627,14,47,82,159,26,5,8,60,0,106,6,451,1,4,1,1,11,20,1,6,3,14,32,6,115,3
339_Miscellaneous_manufacturing,50,14,17,38,0,41,1061,46,76,503,257,42,225,11,133,121,59,43,130,368,289,200,372,98,49,2430,320,456,147,1,206,510,219,190,527,1,236,184,5491,109,134,288,1161,51,311,84,3405
42_Wholesale_trade,5686,698,433,1337,711,1117,17357,22216,3436,3451,2180,4420,2230,4076,11250,5314,1764,5267,6834,7811,11616,3889,12367,3259,1751,2559,6775,1962,5230,10,3807,922,2435,316,1658,179,1084,518,5695,229,626,5086,2190,448,3498,1701,5538
44RT_Retail_trade,457,60,70,265,66,323,7833,857,391,342,834,473,130,58,792,398,426,439,876,1516,1199,636,3713,588,515,316,324,468,1529,3,359,125,913,55,248,3,199,88,684,34,89,102,504,0,0,243,0
481_Air_transportation,62,97,65,77,11,197,674,482,61,113,41,336,220,41,520,112,127,123,465,612,1453,398,582,943,67,96,2619,689,1129,7,1577,4599,312,179,3494,28,337,647,741,46,32,80,1008,862,1681,93,61
482_Rail_transportation,533,57,22,909,64,1315,2009,2131,243,57,397,763,271,158,1456,396,1065,1989,474,316,202,202,1127,150,148,232,158,172,345,0,206,45,260,13,91,5,73,44,363,12,42,364,139,609,494,328,322
483_Water_transportation,77,30,22,84,16,232,307,494,48,14,52,97,28,421,289,91,111,212,55,54,53,19,77,32,18,36,62,63,277,0,31,22,38,23,41,11,64,12,80,135,8,56,41,115,834,197,71
484_Truck_transportation,930,109,46,521,238,723,4902,3800,494,383,299,825,424,209,1779,578,571,1348,915,643,662,335,1444,319,200,362,632,1169,11553,71,649,636,824,109,427,26,370,137,1032,88,206,982,463,1625,3110,316,630
485_Transit_and_ground_passenger_transportation,0,14,16,18,0,28,247,66,21,25,26,30,110,7,74,42,27,26,79,86,157,39,74,63,25,55,426,973,1192,3,348,1165,518,87,282,13,234,87,239,62,141,313,191,20,94,144,3670
486_Pipeline_transportation,34,7,665,14,4,3162,52,6,6,3,4,14,5,14557,565,16,6,15,7,5,6,4,7,4,2,3,15,32,537,0,9,8,19,0,12,2,13,5,19,1,3,2,8,8,44,38,75
