commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,23844,1735,1,12,1,22,1225,107724,3491,6,0,8,1,1,2453,1,1,1,1,1,3,0,3,2,0,131,2111,618,21,0,10,3,142,0,69,5,178,57,184,75,72,1437,64,4,-1047,0,1323
113FF_Forestry_fishing_and_related_activities,11213,7392,3,83,8,32,116,3083,11,120,12863,3430,44,9,206,1006,19,27,26,37,63,21,32,54,26,220,114,474,13,0,66,47,0,12,89,2,37,84,440,84,249,1637,132,17,35,140,915
211_Oil_and_gas_extraction,0,0,5398,7,0,24952,0,1,0,0,2,2,0,74070,5354,2,0,52,0,0,0,0,0,0,0,0,17,20,576,0,2,0,0,0,7,22,19,1,12,6,9,28,5,71,0,3801,0
212_Mining_except_oil_and_gas,703,3,11,6329,8,7850,6604,600,99,10,5,1016,2,313,3676,68,4836,8414,128,74,91,69,237,67,18,67,13,14,58,0,93,2,346,1,52,12,18,23,23,136,17,128,53,555,292,1907,589
213_Support_activities_for_mining,0,0,637,148,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2795,143,1231,2439,137,3969,1675,4696,1714,865,1123,3724,967,1409,7822,2836,2649,5457,2682,1880,2648,768,1928,963,506,849,4916,15022,3863,365,1982,2557,18683,621,1858,2374,2037,1206,5150,1201,2974,7922,2658,581,1836,4466,15860
23_Construction,625,218,90,582,104,1489,282,874,249,131,247,508,194,122,1181,459,307,596,613,494,987,138,369,339,99,206,1036,2558,2415,107,2825,3013,28941,200,606,620,233,3221,1591,427,724,1025,1953,658,5781,15155,17023
311FT_Food_and_beverage_and_tobacco_products,16419,321,0,0,0,0,0,78579,23,856,3,641,181,74,1496,38,77,2,0,0,0,0,0,5,35,91,1540,4326,319,0,158,0,0,0,375,4,1,2070,7831,1916,3426,45742,1079,479,713,0,17780
313TT_Textile_mills_and_textile_product_mills,546,168,2,60,0,31,1900,121,19365,19316,297,966,804,6,28,2117,185,2,2,356,10,6,4644,388,2549,2175,1729,1020,525,0,73,62,186,50,64,1,64,20,1512,135,924,243,468,67,341,17,1241
315AL_Apparel_and_leather_and_allied_products,40,11,1,3,0,2,0,4,461,11048,0,5,771,1,2,10,0,0,19,8,4,0,994,7,51,223,607,561,82,0,361,13,10,96,105,1,231,27,959,132,58,63,1085,71,347,39,1501
321_Wood_products,522,32,29,112,18,599,28157,189,69,11,18830,3751,36,31,226,733,499,238,256,677,502,222,1423,202,5700,1291,1523,587,621,9,1040,73,3644,63,133,3,356,32,490,91,126,307,209,0,24,31,732
322_Paper_products,779,78,8,73,8,72,2219,15429,479,256,278,30985,17467,121,5013,2963,1663,461,1240,1552,1578,1008,1049,198,899,1981,3870,4211,765,36,6081,1067,737,153,1553,136,1885,269,3810,190,744,1702,941,127,907,34,5400
323_Printing_and_related_support_activities,24,5,4,6,0,32,103,885,3,1139,11,99,6630,5,673,2,6,6,27,24,45,9,3,19,5,30,4912,1498,815,5,9836,4503,660,150,4583,679,2167,722,3330,582,448,569,4169,492,1387,253,7317
324_Petroleum_and_coal_products,2827,419,508,1358,463,2243,9817,1083,190,106,329,633,782,4799,3345,369,438,770,460,647,289,442,295,210,169,315,1121,2196,18542,37,435,1218,1087,332,598,303,2677,159,957,271,253,765,937,518,3326,3676,15404
325_Chemical_products,10880,1806,975,1698,775,293,6143,5724,14807,819,1067,8254,3778,1481,80680,31779,2684,1155,4432,2334,4093,2444,4292,1112,1130,3738,1465,540,427,69,965,279,5207,144,2649,460,2201,368,26321,296,164,287,1956,114,3530,1075,11543
326_Plastics_and_rubber_products,1075,190,22,860,56,300,12088,8997,737,550,656,2782,1228,229,6845,9573,933,536,2209,5065,5041,2543,15164,2687,2473,3648,3406,3460,2459,30,1526,281,1438,427,1126,67,841,187,7061,164,269,2473,1703,14,735,427,3061
327_Nonmetallic_mineral_products,126,28,204,218,257,425,28372,3922,541,8,794,161,15,285,1044,1003,8880,1341,781,1159,1211,1900,3240,315,345,637,289,545,221,7,510,61,2493,70,606,94,222,181,1822,58,254,911,523,2,205,599,786
331_Primary_metals,73,0,895,474,300,100,3212,1665,113,2,155,379,77,17,288,904,449,39334,40055,21146,5950,10452,25763,4713,2379,3965,565,108,498,0,136,5,604,24,81,7,50,17,85,71,10,29,99,0,180,56,123
332_Fabricated_metal_products,795,254,698,785,269,955,38604,12626,555,213,1874,1611,850,179,4684,3010,1062,3285,18252,16596,11816,4755,19235,6503,2756,2533,1088,1512,2700,33,2804,194,4345,380,732,176,689,107,1016,351,126,652,1528,157,3379,435,1783
333_Machinery,1967,223,881,2324,692,399,12894,835,239,147,272,691,1409,47,2382,1384,301,1553,2309,17883,1027,1087,9424,2649,103,710,1407,773,999,38,770,220,1240,300,840,33,1179,349,909,105,68,261,2662,80,1058,761,2196
334_Computer_and_electronic_products,21,11,6,15,22,204,3559,629,473,58,191,199,850,42,1598,623,324,476,1174,3356,88568,2871,10428,10699,251,1625,3667,1080,396,30,10717,772,496,159,4728,2139,2135,486,2407,50,343,85,1635,4,9757,339,1136
335_Electrical_equipment_appliances_and_components,480,149,64,122,13,505,17113,411,68,80,870,191,89,36,543,508,121,1240,1165,8303,5855,7289,3641,1648,38,552,415,759,748,37,1061,106,1866,92,978,68,798,232,420,106,125,264,1273,49,957,1045,972
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,630,194,123,571,29,78,1324,712,91,11,455,210,192,33,289,154,183,730,630,6606,844,439,104404,2654,140,177,2281,9287,2704,135,914,55,219,631,455,136,2096,78,627,221,64,406,8111,862,817,445,2502
3364OT_Other_transportation_equipment,0,5,0,6,0,0,37,0,0,0,28,0,0,0,0,0,0,0,3,44,0,0,43,25662,0,0,34,1,3251,0,0,1,3,0,5,0,3,2,1,71,0,0,86,6,16595,73,14
337_Furniture_and_related_products,16,0,6,6,0,112,8050,10,3,2,773,13,4,5,17,170,4,6,4,177,736,5,37,84,1342,123,47,216,40,0,128,4,670,1,109,19,21,2,256,94,7,86,85,479,0,320,5
339_Miscellaneous_manufacturing,134,8,11,28,5,51,2220,43,90,631,516,16,74,4,269,145,153,39,83,1171,120,440,815,83,41,5014,971,804,230,17,180,392,417,96,1077,6,410,291,11483,277,191,454,1828,21,447,38,3776
42_Wholesale_trade,10055,1232,986,1629,393,2923,23381,36620,5484,5689,4730,7309,3587,5000,20500,8557,2658,7793,8824,12673,19524,5941,20658,4701,2796,5753,16227,7329,8971,55,7737,1319,3234,2192,2656,540,2485,922,10029,755,1011,8007,3638,549,4549,1908,13725
44RT_Retail_trade,584,99,145,376,91,372,11413,1985,888,660,1918,1074,681,65,1612,1373,828,741,1652,3415,1828,1281,9276,1413,1041,835,1042,1483,2323,20,1202,260,1243,157,608,1,660,169,1496,150,200,1285,1150,49,29,60,1893
481_Air_transportation,103,38,77,253,45,536,765,1333,178,152,179,371,253,68,1008,469,352,584,546,628,862,149,848,397,117,225,2076,1117,1087,7,1340,3019,2288,362,2704,91,1820,172,1862,162,160,706,619,1608,2675,111,2596
482_Rail_transportation,756,101,36,1105,24,1401,2453,2474,321,49,481,772,264,128,1932,551,1281,2127,457,363,211,194,1239,133,164,164,198,226,1197,6,179,71,290,18,150,17,138,33,536,65,49,362,165,443,502,381,723
483_Water_transportation,181,63,74,104,32,172,264,928,57,5,24,57,22,166,304,86,96,283,46,31,20,18,56,17,9,26,39,38,175,0,12,15,33,10,43,27,51,9,63,123,5,44,32,705,1500,153,604
484_Truck_transportation,2174,334,138,768,247,1152,6617,8283,1178,853,1167,1989,988,653,3360,1559,1266,2600,1552,1629,1469,807,3156,653,577,889,2181,2202,17799,76,1219,286,976,179,1272,89,912,243,2654,198,337,1256,877,992,2578,465,2228
485_Transit_and_ground_passenger_transportation,0,15,30,23,12,86,179,280,31,35,49,79,67,19,195,100,38,64,105,118,162,30,161,78,28,54,323,291,425,2,354,1172,691,125,939,28,588,79,728,416,55,193,146,6,67,107,4106
486_Pipeline_transportation,34,5,1178,16,4,5167,65,14,7,2,4,9,10,11071,1155,14,6,17,7,9,4,7,5,3,2,5,15,29,1273,0,5,15,15,4,8,5,34,2,21,3,3,10,12,24,36,856,170
487OS_Other_transportation_and_support_activities,221,120,97,167,37,697,0,550,33,8,158,126,101,240,198,218,95,167,29,21,25,5,60,25,16,71,11649,6474,33279,157,1546,716,68,909,1795,64,788,85,751,541,559,144,377,98,7,777,501
493_Warehousing_and_storage,1036,3,2,42,0,232,6,39,23,13,15,21,48,15,158,31,16,14,185,62,220,10,33,13,15,72,2541,10697,1826,556,395,116,245,92,397,2,409,44,227,46,102,181,110,-10,156,156,1062
511_Publishing_industries_except_internet_includes_software,28,4,1,14,0,14,26,7,1,0,19,17,113,1,65,11,1,63,10,13,1383,12,14,9,2,20,391,286,179,9,8438,425,110,255,1508,219,390,923,1285,74,93,117,912,186,239,201,3895
512_Motion_picture_and_sound_recording_industries,0,1,0,0,0,0,39,120,2,7,1,5,3,3,66,4,0,0,6,8,21,7,17,2,3,17,124,487,78,0,22425,69,37,214,658,43,63,278,355,52,20,89,411,0,398,0,89
513_Broadcasting_and_telecommunications,416,63,93,76,77,320,3413,335,87,96,127,191,269,63,509,293,141,152,391,684,973,145,409,202,111,299,7678,6233,3535,44,30678,8718,5853,665,8684,11128,4772,701,5490,658,827,1778,2524,219,2695,461,11274
514_Data_processing_internet_publishing_and_other_information_services,34,12,28,33,9,417,269,477,63,88,118,151,103,38,385,170,95,172,221,419,373,37,92,306,73,149,2033,1716,1644,12,3973,4316,316,622,3947,806,1997,1043,2151,185,137,502,583,100,2400,158,3445
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,938,238,425,418,152,1936,4259,2822,473,469,438,707,516,446,1888,958,468,707,1046,1180,1567,424,1714,855,336,541,6587,10153,5214,38,2961,29569,37062,3381,5572,3401,2853,470,4385,964,2950,2716,3388,786,631,2038,4886
523_Securities_commodity_contracts_and_investments,76,26,129,958,605,298,618,141,24,17,31,36,28,56,146,112,27,350,587,692,381,151,547,130,163,380,447,625,3114,3,442,40387,1285,213,1105,2024,433,521,1059,119,1257,1523,2885,38,20,721,6084
524_Insurance_carriers_and_related_activities,1314,303,310,245,75,300,3390,1054,265,455,143,245,154,130,1135,277,258,240,306,501,1379,237,759,252,126,227,2678,3007,4210,35,1027,109051,13001,2898,2338,135,1756,301,6993,509,289,840,1004,137,4952,621,765
525_Funds_trusts_and_other_financial_vehicles,0,1,0,0,0,24,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,0,0,1,2,46,0,0,6336,395,247,16,1,137,0,53,0,0,0,0,0,0,0,0
531_Real_estate,14694,159,55,160,99,997,4539,663,280,515,243,308,820,92,688,770,277,201,1179,935,1287,285,846,879,390,624,14099,39503,4562,631,5976,16119,58163,2563,19965,3455,5333,8991,34697,4463,2737,15361,16415,840,3154,1675,11105
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,1292,246,11474,796,204,288,8478,2350,314,728,324,613,773,425,3234,844,377,533,1317,1291,2414,404,1048,703,273,761,5529,3975,7581,41,7222,6835,3152,2262,4977,3679,3087,528,5915,951,654,1763,1259,72,305,322,3302
5411_Legal_services,110,289,621,374,103,1582,2416,553,153,87,152,120,151,293,2022,298,168,195,421,556,1488,137,1594,1048,88,508,3480,2535,2624,47,3654,10866,8185,258,6927,2465,2378,234,7603,748,540,1097,1334,319,660,368,4171
5412OP_Miscellaneous_professional_scientific_and_technical_services,1187,523,713,741,454,2533,32871,12144,740,2008,792,1034,981,497,9410,2156,714,990,2426,3071,5812,1097,3120,1373,940,3139,23344,37895,7381,121,21829,26595,19551,2371,45225,12371,10481,2078,17667,4559,3706,11362,10248,508,16087,4130,16077
