commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,59046,669,0,45,30,0,1934,228338,1261,0,0,0,0,0,8300,0,0,0,0,0,0,0,0,0,0,341,1446,1751,116,0,0,1,5,0,632,25,818,134,0,450,43,1571
113FF_Forestry_fishing_and_related_activities,23530,6947,0,75,0,0,0,7151,0,23,12373,4501,35,8,371,1672,1,0,0,0,0,0,0,0,34,177,0,631,4,0,0,0,0,0,224,12,1,67,0,155,366,3020
211_Oil_and_gas_extraction,0,0,17701,2,0,23727,0,0,0,0,0,0,0,271893,8352,0,0,52,0,0,0,0,0,0,0,0,2,1,20,0,0,0,0,0,1,3,1,0,3,1,2,4
212_Mining_except_oil_and_gas,1807,1,49,6329,71,11042,13915,1154,59,0,9,1253,0,1461,3920,104,7728,12105,377,103,4,66,61,131,20,158,13,2,124,3,392,0,12,0,663,38,327,221,122,539,43,284
213_Support_activities_for_mining,0,0,9978,1699,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,0,0
22_Utilities,4957,150,4037,4372,217,36016,5812,8478,1176,63,1835,5474,1227,4566,15470,4888,3458,7201,4476,2038,1129,774,3027,1238,569,1080,15813,33693,3804,12073,6978,5762,86936,1385,4479,9501,3232,6538,15825,3170,6336,20737
23_Construction,1655,41,2173,2366,3032,8721,272,973,81,9,171,664,180,6272,1558,460,343,544,576,373,126,108,443,164,78,164,1885,3729,6470,747,2373,5692,133917,313,799,526,431,509,1563,561,763,1532
311FT_Food_and_beverage_and_tobacco_products,32423,379,0,0,0,0,0,182805,10,836,44,1270,631,212,4342,148,222,9,0,0,0,0,0,0,0,7,2341,4539,829,0,99,0,0,0,4983,104,0,6462,23543,5352,6884,47864
313TT_Textile_mills_and_textile_product_mills,243,92,0,4,0,0,1904,188,9082,1412,587,2813,346,52,7,2624,401,0,0,893,1,0,4188,934,3081,2303,1814,4843,268,4,148,0,206,211,256,6,241,50,3647,311,1665,275
315AL_Apparel_and_leather_and_allied_products,36,0,0,0,0,3,0,11,769,2136,0,0,1730,4,0,2,1,0,0,0,0,0,2259,0,0,65,847,1284,0,0,1958,0,0,108,46,16,380,119,1521,182,21,199
321_Wood_products,366,36,0,126,166,0,36511,404,46,2,20309,4849,5,0,224,1535,394,365,229,953,296,217,3534,338,6038,1099,2758,1618,1948,198,2125,69,6003,328,643,2,725,35,1202,118,447,801
322_Paper_products,388,0,51,215,104,100,2287,24827,477,36,623,42011,6481,157,7780,5085,1461,1417,2451,1986,421,963,2816,716,1107,2346,4748,3088,4145,473,2781,1963,1212,834,3786,649,3431,219,6615,225,1606,2422
323_Printing_and_related_support_activities,27,0,6,3,0,5,34,198,0,14,33,0,1606,11,1097,0,0,0,1,10,0,2,5,0,0,0,8405,4150,782,9,10303,3870,87,285,5658,751,2332,940,4680,909,639,558
