commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,27959,543,0,28,4,0,1067,121505,4039,0,0,0,0,0,5547,0,0,0,0,0,0,0,0,0,0,267,2744,1244,31,0,0,1,0,0,124,6,446,110,0,132,14,646
113FF_Forestry_fishing_and_related_activities,11936,8062,0,54,0,0,0,3454,0,42,11980,3233,68,3,280,1304,1,0,0,0,0,0,0,0,22,149,0,335,1,0,0,0,0,0,34,4,0,34,0,104,137,1535
211_Oil_and_gas_extraction,0,0,10424,17,0,24354,0,1,0,0,4,4,1,100313,4002,4,0,118,1,0,0,0,0,0,0,0,23,42,75,1,7,0,0,0,18,31,44,2,29,14,19,62
212_Mining_except_oil_and_gas,1193,2,26,3516,13,7715,7581,1070,147,0,7,1326,0,383,3554,112,5046,9450,257,75,112,76,36,62,21,73,7,0,83,1,198,0,0,0,139,23,30,54,24,302,31,289
213_Support_activities_for_mining,0,0,2163,700,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
22_Utilities,2718,168,963,2020,18,11036,2673,5022,1452,1082,1173,3391,792,1075,9479,3017,2263,4435,3013,1848,3739,671,1830,728,510,790,4667,16852,7496,734,3286,3119,30618,985,2364,2835,2413,2122,3838,1305,2470,9435
23_Construction,827,51,268,1416,274,1209,189,1768,385,271,524,1033,359,124,2472,924,652,1170,1112,850,1792,246,570,295,169,401,884,2624,1308,95,2443,6757,21301,266,1013,240,276,180,1225,508,449,1080
311FT_Food_and_beverage_and_tobacco_products,17862,353,0,0,0,0,0,104450,41,985,8,724,486,74,1905,80,176,5,0,0,0,0,0,0,0,4,1262,2645,464,0,137,0,0,0,735,9,0,5421,9220,3014,3096,28872
313TT_Textile_mills_and_textile_product_mills,229,160,0,3,0,0,2117,148,20175,22190,440,1356,600,15,4,1889,213,0,0,464,15,1,5305,529,2605,3146,949,1978,237,1,112,0,28,121,118,1,109,32,2557,182,1416,347
315AL_Apparel_and_leather_and_allied_products,15,0,0,0,0,0,0,11,938,11464,0,0,1115,0,0,0,0,0,0,0,0,0,1606,0,0,58,532,823,0,0,910,0,0,109,7,2,354,38,1007,68,9,123
321_Wood_products,223,25,0,120,38,0,29594,208,74,1,22490,5264,27,0,272,1639,555,216,298,993,1015,242,2251,170,7611,1639,1017,961,663,12,1892,38,1645,134,119,1,60,21,588,120,186,580
322_Paper_products,174,1,16,123,14,0,2269,18324,854,254,355,35265,18243,95,5308,3600,1830,958,1454,2401,2205,1149,1505,432,898,2249,2459,2279,1448,65,5962,1290,158,173,1617,155,2094,68,4226,134,1103,1524
323_Printing_and_related_support_activities,55,0,9,12,0,4,32,220,0,2909,22,0,6373,6,1034,0,0,0,4,40,0,9,3,0,0,0,5363,3181,815,2,9820,4513,45,322,7673,1033,3254,890,4355,1206,828,775
324_Petroleum_and_coal_products,2587,422,935,1492,442,4966,16602,1137,122,72,369,553,1999,4352,5870,534,325,1226,511,1125,443,860,181,155,125,378,1017,1314,24024,23,566,2894,555,335,762,415,4105,98,917,341,343,1197
325_Chemical_products,12503,1547,1259,2289,548,140,5235,7638,15230,589,1676,7567,6048,1774,101006,34272,2805,1404,6032,4408,8122,2743,4378,1330,1735,4732,980,550,443,176,1443,584,9663,237,4163,687,1880,488,40279,287,43,189
326_Plastics_and_rubber_products,1032,96,33,1246,141,0,15469,10219,853,388,959,1665,825,117,6546,13083,1078,719,2102,6759,6108,2022,18410,3073,3236,4165,4798,4546,2285,63,3142,385,221,423,2056,104,800,185,6064,175,86,2790
327_Nonmetallic_mineral_products,10,46,329,214,115,12,35940,3858,969,0,892,202,4,175,1301,1265,12687,1492,983,1829,1591,2594,4865,172,415,869,216,701,46,19,1099,106,14,79,1067,189,374,57,3011,93,93,1208
331_Primary_metals,101,0,1088,356,80,0,2071,4114,260,0,269,302,66,14,35,1490,458,48894,47288,23922,9968,14439,33227,5722,3082,4373,734,198,494,0,248,1,412,57,186,9,86,37,115,150,9,45
332_Fabricated_metal_products,929,114,1295,551,247,256,40601,11996,1304,402,2238,2983,2127,123,7103,5733,1975,3945,23887,20172,15101,7533,27194,7374,2632,3188,989,1372,2592,65,5874,38,193,345,1485,254,1024,125,676,595,114,1227
333_Machinery,3620,387,2167,2762,987,9,18407,1447,70,189,371,869,2182,30,3172,2093,251,1466,3197,26495,1025,1874,14524,3079,82,961,774,740,977,78,1497,30,287,383,735,61,1724,493,583,98,39,289
