commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,28422,536,0,19,3,0,1056,115347,3812,0,0,0,0,0,4111,0,0,0,0,0,0,0,0,0,0,286,2309,1025,31,0,0,1,1,0,162,8,589,124,0,108,16,664
113FF_Forestry_fishing_and_related_activities,11923,9837,0,49,0,0,0,4732,0,31,14122,3322,68,2,272,1292,1,0,0,0,0,0,0,0,26,167,0,366,2,0,0,0,0,0,42,4,0,50,0,139,178,2011
211_Oil_and_gas_extraction,0,0,6379,12,0,23205,0,1,0,0,2,4,0,64871,4051,3,0,154,1,0,0,0,0,0,0,0,18,34,103,1,3,0,0,0,11,33,29,2,14,13,17,57
212_Mining_except_oil_and_gas,1335,2,16,2909,13,9405,8108,880,65,0,4,1153,0,218,3335,71,5360,8641,232,51,109,66,27,83,22,63,5,0,63,0,205,0,0,0,158,23,38,50,16,179,27,254
213_Support_activities_for_mining,0,0,2089,796,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0
22_Utilities,3209,187,621,1756,19,13470,3077,5744,1153,949,1127,3862,826,542,10363,3116,2657,5161,3035,1591,3413,832,1755,1143,535,813,4452,15820,3973,532,3710,3542,33246,1171,2819,3537,2493,2446,4576,1586,2610,10119
23_Construction,793,82,331,1215,318,1667,206,1815,289,237,449,1104,373,88,2658,914,735,1268,1115,739,1652,299,574,437,190,414,803,2266,1800,57,2899,6416,29257,414,1103,279,301,214,1275,550,445,1086
311FT_Food_and_beverage_and_tobacco_products,16592,393,0,0,0,0,0,104214,27,865,7,670,551,50,1699,69,225,4,0,0,0,0,0,0,0,3,999,2763,482,0,145,0,0,0,351,5,0,6441,9063,3111,2971,27855
313TT_Textile_mills_and_textile_product_mills,192,142,0,3,0,0,2202,123,21182,19346,501,1531,625,12,3,1960,212,0,0,466,14,0,5217,622,3275,3373,693,1772,222,0,115,0,30,112,152,2,100,47,2684,199,1353,327
315AL_Apparel_and_leather_and_allied_products,24,0,0,0,0,0,0,13,1015,11755,0,0,1741,0,0,0,0,0,0,0,0,0,1870,0,0,85,489,902,0,0,1015,0,0,108,11,2,423,60,978,80,10,131
321_Wood_products,267,31,0,110,38,0,32962,204,86,1,21924,4854,23,0,247,1688,593,215,295,998,987,259,2262,172,7493,1517,944,898,705,9,2010,39,1673,201,156,1,96,24,646,113,201,601
322_Paper_products,209,3,10,104,14,1,2539,20434,794,198,395,37042,17547,69,5034,3533,2101,921,1531,2286,2403,1367,1599,576,1001,2322,2265,2201,1557,45,6507,1372,171,209,1801,190,2359,89,2489,136,1052,1593
323_Printing_and_related_support_activities,62,0,6,10,0,4,28,265,0,2356,21,0,6135,4,1006,0,0,0,5,34,0,13,3,0,0,0,4619,2897,789,1,11244,4807,44,383,8461,1171,3337,1018,4527,1203,768,752
324_Petroleum_and_coal_products,2053,350,499,958,408,4550,15400,1138,64,47,301,405,1460,3139,4167,415,263,1217,487,874,459,901,151,183,123,387,619,822,15555,9,367,2342,447,273,565,307,2960,119,529,250,231,811
325_Chemical_products,11769,1648,925,1805,561,176,5826,7938,14545,465,1816,7911,5588,1119,97862,34338,3206,969,6205,4011,8118,3324,4522,1710,1822,4948,839,491,398,103,1621,613,7214,199,4548,662,2200,661,46331,334,48,389
326_Plastics_and_rubber_products,1124,105,21,1045,167,1,14542,11162,741,224,950,1714,846,83,6901,13080,1171,651,2102,6414,6251,2302,19821,3899,3478,4302,4472,4095,2653,44,3474,461,244,616,2514,148,1001,236,6450,163,80,2587
327_Nonmetallic_mineral_products,31,53,196,192,107,16,40730,3591,992,0,981,219,4,121,1240,1295,13564,1371,993,1695,1565,2593,4596,228,455,1029,148,666,43,13,1154,141,20,113,1305,173,444,76,2766,81,75,1311
331_Primary_metals,103,0,737,346,89,0,2373,4888,235,0,298,359,62,9,41,1436,573,47659,50970,22932,10038,16679,33379,7611,3523,4660,668,238,495,0,310,1,375,62,258,11,128,40,130,142,9,46
332_Fabricated_metal_products,1043,135,900,491,264,222,44219,12430,1162,390,2425,3026,2016,81,6781,5624,2140,3709,24762,19289,15578,9312,27713,9244,2849,3357,961,1351,2952,56,6464,51,228,511,1886,281,1240,146,723,584,133,1404
333_Machinery,2232,613,1770,2744,1216,58,20034,1704,67,167,445,964,2507,26,2705,1261,279,1512,3701,27615,1112,2389,16149,3699,95,906,792,670,977,97,1635,298,306,601,1144,50,2251,554,438,91,47,335
334_Computer_and_electronic_products,12,2,8,23,9,52,3983,1575,1042,110,485,520,1914,50,2826,1368,868,1138,2595,6320,131519,4459,13066,15012,698,2092,2486,1605,224,41,13224,1138,134,118,9414,3653,2270,781,2880,77,648,124
335_Electrical_equipment_appliances_and_components,339,238,27,13,30,1,20227,576,116,126,1420,306,167,31,849,990,109,1656,1878,9366,7909,11171,3783,2696,53,691,198,909,240,56,2362,200,135,138,2220,87,1085,499,358,113,208,461
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,707,173,126,559,65,1,1023,1566,207,9,757,513,308,26,688,325,403,440,1308,9687,2225,529,127553,3509,245,419,2386,5875,3113,230,2060,29,0,419,917,254,2769,60,938,283,54,412
3364OT_Other_transportation_equipment,0,25,0,12,0,0,8,0,0,0,79,0,0,0,0,0,0,0,18,132,0,0,142,43539,0,0,26,0,3656,0,1,0,0,0,19,1,16,0,2,93,0,0
337_Furniture_and_related_products,7,0,0,0,0,0,10023,0,0,0,1276,0,0,0,0,364,0,0,0,385,451,2,15,134,2396,173,95,401,0,0,184,0,24,0,150,48,7,0,449,193,2,177
339_Miscellaneous_manufacturing,180,4,3,17,3,0,1294,47,225,572,13,1,105,2,360,175,287,21,38,1865,20,997,1423,137,27,5659,1031,680,270,26,214,407,253,39,2587,15,406,418,17812,258,285,957
42_Wholesale_trade,13725,2220,924,1714,506,3106,29336,32059,4193,5140,5351,8699,3771,4501,18697,7629,3349,11101,9168,13165,22740,7505,25559,5621,3061,4849,18518,10607,10298,85,9834,3382,1450,5382,5591,773,3647,1681,16813,1178,1282,6666
441_Motor_vehicle_and_parts_dealers,10,2,11,60,11,2,612,335,49,2,79,102,65,0,170,57,86,65,107,912,186,1,1380,393,42,102,57,1316,407,6,357,9,66,99,113,0,389,0,0,7,8,30
445_Food_and_beverage_stores,58,0,0,0,0,56,101,6,0,0,0,1,48,0,23,2,5,0,1,2,1,1,7,0,4,3,7,55,318,0,5,8,17,3,15,0,58,11,12,30,27,656
452_General_merchandise_stores,98,0,1,4,0,26,854,75,157,0,18,11,367,2,104,14,9,3,14,57,17,11,100,17,45,37,37,165,161,0,45,41,85,10,83,0,104,66,48,11,62,169
481_Air_transportation,32,1,3,67,56,842,202,1017,98,112,227,323,400,50,726,608,253,268,661,497,601,77,416,108,170,294,1641,183,1390,3,2119,4271,3620,665,5525,158,3498,337,1884,226,127,638
482_Rail_transportation,813,65,43,752,21,3398,1112,2823,69,7,650,1615,176,90,2271,828,1191,2247,494,287,211,305,829,138,206,197,121,112,2364,11,221,117,140,15,219,14,145,29,210,23,33,204
483_Water_transportation,288,15,104,60,11,100,424,983,52,2,3,76,4,13,475,56,119,273,56,30,80,46,24,43,7,22,31,24,58,0,9,5,9,4,89,37,37,25,101,4,3,17
484_Truck_transportation,3045,506,199,299,160,440,8546,10603,1195,825,1379,1627,858,1737,3401,1520,1761,2567,1658,1968,2578,1099,3543,1025,742,903,2192,4191,13824,21,1607,327,266,191,1312,190,765,262,2275,313,213,959
485_Transit_and_ground_passenger_transportation,0,3,0,4,13,106,284,228,11,19,54,76,94,11,170,142,53,44,159,119,139,14,98,21,41,73,179,69,304,0,583,1585,1169,253,2182,47,1138,153,1189,1132,41,215
486_Pipeline_transportation,72,11,1846,22,4,10988,131,25,32,3,5,10,28,4276,384,18,5,19,8,17,9,11,3,3,3,9,13,17,302,0,6,44,14,5,9,7,59,2,17,5,5,16
