commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,8099,443,2,0,0,0,0,55726,1996,2,0,0,0,0,194,0,3,0,0,0,0,0,0,0,0,24,1056,44,5,0,3,0,16,0,3,1,0,30,153,119,50,1022,25,4,297,2,560
113FF_Forestry_fishing_and_related_activities,4413,5472,7,13,0,36,443,1754,172,222,6710,1517,7,9,308,509,5,6,12,1,2,8,45,2,17,62,526,47,29,0,15,2,0,1,0,0,4,40,41,80,52,639,27,15,35,36,122
211_Oil_and_gas_extraction,0,0,2411,0,0,13569,0,0,0,0,0,0,0,56465,1619,47,0,23,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,50,0,0
212_Mining_except_oil_and_gas,171,4,25,3388,22,6377,1531,109,32,6,6,323,2,259,2112,49,2095,9091,71,55,30,35,174,44,5,545,1,4,45,0,32,0,193,0,0,1,2,20,6,3,1,1,4,408,23,614,198
213_Support_activities_for_mining,0,0,1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,1282,154,814,1244,13,56,725,1798,752,260,513,1605,286,2276,4051,778,1818,4425,1382,736,603,479,928,532,175,236,2106,5395,753,58,730,1259,1822,138,630,597,489,698,2218,295,752,1026,1204,148,941,3061,5191
23_Construction,272,171,0,122,3,513,108,486,135,75,96,232,76,469,388,132,268,514,492,189,119,103,233,130,43,62,628,911,912,39,420,248,8524,25,101,104,82,399,827,181,183,271,827,21,1408,919,8393
311FT_Food_and_beverage_and_tobacco_products,11555,148,6,2,1,5,9,34663,14,498,4,244,12,40,1145,10,23,11,13,13,11,5,6,8,34,84,1271,1561,71,0,140,9,1,8,10,0,9,80,2319,270,937,22608,358,385,395,1,3244
313TT_Textile_mills_and_textile_product_mills,176,159,25,38,3,34,1167,56,13775,10771,170,678,83,23,130,1459,130,5,22,79,0,65,1442,210,1031,801,1173,135,318,0,72,87,115,1,2,0,7,13,443,35,188,59,276,48,81,25,268
315AL_Apparel_and_leather_and_allied_products,30,26,17,18,2,6,40,18,16,6669,7,14,11,7,16,21,18,28,34,17,53,6,122,21,68,168,112,95,133,0,77,12,6,26,8,0,30,11,412,143,65,1,392,10,266,13,414
321_Wood_products,263,74,340,195,43,364,14208,67,14,33,5541,1172,0,36,62,119,207,167,430,192,46,156,337,281,2036,504,362,35,162,2,291,7,1100,1,0,1,81,4,104,64,53,18,20,55,17,174,74
322_Paper_products,221,89,19,50,2,76,692,5991,407,392,121,13743,5650,553,2376,1007,937,115,695,441,476,530,401,44,238,988,1168,2085,151,7,3403,480,132,16,387,31,195,393,502,18,61,851,349,48,102,39,1328
323_Printing_and_related_support_activities,4,5,1,4,0,62,2,986,22,38,15,38,1563,4,179,19,34,30,216,57,231,30,49,68,20,53,920,175,253,3,3924,1756,312,52,1295,100,194,174,400,33,67,71,1710,111,194,49,2009
324_Petroleum_and_coal_products,3506,722,456,832,224,4652,6123,812,339,162,337,1397,153,8258,2338,556,747,1377,551,458,282,203,358,394,106,241,1144,3230,10869,24,545,551,1007,43,784,86,1220,391,967,162,159,165,769,205,1431,1111,4301
325_Chemical_products,7134,1053,528,591,220,690,2596,1882,7817,667,663,2813,930,3309,29361,9970,1321,2526,1648,781,792,1425,936,429,334,1202,382,156,239,1,251,105,586,18,32,79,451,131,5193,19,117,147,524,28,1050,353,3352
326_Plastics_and_rubber_products,667,152,70,337,59,184,2509,2064,615,474,198,1032,354,170,1915,2018,158,258,1144,1583,2801,1103,5210,492,849,1033,624,550,1180,3,182,54,629,77,222,10,95,61,1577,46,142,572,210,33,188,184,648
327_Nonmetallic_mineral_products,146,29,314,182,466,374,13462,2920,75,7,338,70,9,189,608,343,4400,601,605,366,559,527,1289,287,143,239,148,136,246,0,272,12,1108,15,3,8,6,84,145,13,94,196,218,50,46,260,357
331_Primary_metals,41,5,591,332,1816,131,3711,11,41,3,189,271,57,54,1515,510,363,26948,24584,10510,2378,5672,15244,3569,1090,2191,4,13,459,0,97,3,439,1,3,1,1,3,22,4,2,12,7,22,140,65,39
332_Fabricated_metal_products,457,593,1026,891,748,834,19394,6982,71,126,1304,474,82,728,2211,533,513,2058,8237,6577,3568,1664,8619,3666,1160,820,424,562,1405,5,602,18,2131,9,149,29,131,45,279,42,23,482,1356,119,1295,572,389
333_Machinery,714,133,492,1328,465,788,4125,179,272,46,141,245,595,150,998,163,278,1140,1072,5294,396,366,1727,1032,41,101,407,304,436,7,542,132,540,104,475,4,637,80,629,27,15,163,1260,35,368,178,624
334_Computer_and_electronic_products,8,4,72,16,10,132,1241,1,10,0,12,9,1,22,349,33,18,99,132,622,16997,585,1127,3597,5,227,475,86,185,1,2456,178,126,58,739,322,256,182,435,5,0,2,881,11,2592,39,162
335_Electrical_equipment_appliances_and_components,333,75,393,263,87,413,7172,9,4,30,214,10,5,16,61,41,58,696,489,2992,1948,3220,1181,493,22,181,101,173,523,1,281,71,819,16,183,11,82,66,134,27,14,38,381,43,215,368,261
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,190,139,183,343,15,79,150,6,2,12,151,5,6,101,12,34,65,216,162,3191,28,89,38670,1100,10,8,500,2841,740,3,247,25,45,132,11,18,78,18,21,10,6,4,2601,25,166,86,229
3364OT_Other_transportation_equipment,0,287,0,5,0,9,2,1,0,0,4,0,0,0,0,0,0,6,55,0,0,31,49,10322,0,15,21,0,2979,0,10,29,0,3,0,0,0,6,3,67,3,0,165,15,8516,75,23
337_Furniture_and_related_products,12,1,65,18,0,61,2634,0,0,0,92,2,0,2,1,0,1,7,1,1,581,8,40,171,112,5,1,3,19,0,52,1,204,0,0,0,0,1,4,2,1,1,4,11,4,25,24
339_Miscellaneous_manufacturing,24,21,29,56,12,43,516,46,40,910,23,24,212,7,76,42,64,54,96,114,157,97,80,62,29,2197,388,674,192,2,156,409,98,49,294,0,187,267,2556,116,67,228,1077,48,209,42,1582
42_Wholesale_trade,4242,662,514,845,342,1529,7911,13296,2633,2672,1654,2640,1048,2334,5761,2016,1118,4197,3623,4095,3813,2022,5802,2011,802,1691,2600,1420,2627,7,1426,356,964,65,499,86,476,278,1973,156,232,3026,1335,168,1298,443,2363
44RT_Retail_trade,460,65,153,195,63,614,3914,501,123,51,550,421,65,81,566,227,348,377,508,781,456,333,2521,309,261,153,230,543,1276,3,164,57,347,15,111,1,112,53,254,28,34,80,320,0,0,58,0
481_Air_transportation,36,103,115,46,61,182,222,340,66,131,35,173,107,160,494,96,83,112,382,312,496,228,247,342,61,111,877,424,514,6,635,1352,126,22,1162,13,172,329,357,17,5,178,230,395,558,52,23
482_Rail_transportation,474,48,66,509,50,920,1442,1644,262,62,441,585,167,200,1097,304,571,2005,446,277,134,168,853,141,127,195,237,155,521,0,142,33,148,4,39,4,33,42,193,10,21,270,106,288,317,116,223
483_Water_transportation,215,71,36,122,48,259,384,551,67,22,113,89,16,540,255,67,97,357,64,47,24,25,69,30,19,41,42,85,184,0,23,12,46,1,15,6,25,12,60,153,6,45,32,122,420,39,106
484_Truck_transportation,589,91,64,309,692,608,2257,2127,374,280,183,423,190,284,930,293,423,1289,576,393,330,211,782,295,145,338,505,1263,7372,46,493,221,130,22,381,13,155,187,598,42,31,549,316,433,891,132,282
485_Transit_and_ground_passenger_transportation,0,26,25,33,29,46,93,86,38,50,22,49,37,18,204,45,23,60,129,59,153,32,51,101,58,113,462,80,392,1,345,139,9,53,379,6,48,47,314,82,27,59,112,16,38,18,1920
486_Pipeline_transportation,34,7,264,8,1,1061,31,7,3,2,4,13,2,6192,231,5,8,21,6,5,3,2,3,3,1,2,12,34,199,0,4,5,10,0,7,1,12,4,9,2,2,2,8,2,17,11,40
487OS_Other_transportation_and_support_activities,0,18,4,0,58,7,81,1,0,1,0,4,3,5,9,13,1,3,15,9,18,7,4,14,0,1,3506,2609,14069,98,15,466,363,93,312,3,5,11,7,274,148,1,19,0,0,23,123
493_Warehousing_and_storage,964,2,1,2,0,3,2,4,2,1,1,1,6,7,41,1,1,1,28,1,8,1,3,3,1,1,434,2890,665,64,54,89,77,11,33,0,121,10,32,7,10,21,23,0,98,57,219
511_Publishing_industries_except_internet_includes_software,34,2,7,7,0,19,0,25,8,12,7,10,56,6,21,9,10,16,31,25,55,15,15,36,6,14,213,277,50,7,337,279,31,17,862,41,14,680,389,20,42,5,413,72,70,112,1471
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,10,0,0,4,0,0,373,0,33,0,5273,13,0,0,0,9,0,142,28,0,0,0,78,26,90,0,139
513_Broadcasting_and_telecommunications,223,6,38,14,14,215,705,141,110,218,41,64,111,120,147,64,72,69,280,216,227,57,101,184,53,132,2077,1549,694,10,7144,1905,370,84,1830,3815,731,292,686,105,192,264,539,61,425,47,1051
