commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,28459,573,0,15,2,0,944,108519,3963,0,0,0,0,0,3765,0,0,0,0,0,0,0,0,0,0,143,1818,672,29,0,0,0,0,0,176,10,315,97,0,129,13,609
113FF_Forestry_fishing_and_related_activities,11952,11029,0,41,0,0,0,4663,0,33,15678,3600,55,2,222,1137,1,0,0,0,0,0,0,0,22,142,0,419,1,0,0,0,0,0,50,4,0,44,0,132,171,1951
211_Oil_and_gas_extraction,0,0,8357,9,0,26537,0,1,0,0,1,2,0,85111,3946,2,0,99,1,0,0,0,0,0,0,0,15,28,103,1,4,0,0,0,6,27,24,2,10,10,12,41
212_Mining_except_oil_and_gas,1380,2,20,2417,9,10967,8462,681,49,0,3,711,0,397,2913,59,5382,7482,210,40,148,62,31,67,22,99,5,1,56,0,244,0,0,0,182,22,59,37,18,207,25,214
213_Support_activities_for_mining,0,0,1616,877,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0
22_Utilities,3514,217,938,1500,12,17916,3233,7965,1581,1185,1469,4490,1512,2476,14210,5014,3296,7707,4839,2348,6459,1375,3265,1238,671,975,5430,18838,4972,1021,6763,5573,30536,1235,4564,4118,3749,2324,7366,2676,2727,10587
23_Construction,739,85,547,799,162,2220,162,1417,216,166,299,759,376,259,2171,770,553,1079,1029,643,1797,289,624,254,145,273,719,2018,2136,104,3368,8461,34689,414,932,241,280,200,965,444,346,846
311FT_Food_and_beverage_and_tobacco_products,15169,440,0,0,0,0,0,97834,15,984,8,616,472,61,1910,73,226,3,0,0,0,0,0,0,0,4,890,2458,424,0,119,0,0,0,390,8,0,6086,9414,2347,2627,24636
313TT_Textile_mills_and_textile_product_mills,215,149,0,2,0,0,2005,96,18491,18247,550,1370,576,19,3,1938,228,0,0,489,29,0,5063,543,2878,2647,755,1831,255,1,124,0,31,127,165,2,111,61,2979,223,1474,349
315AL_Apparel_and_leather_and_allied_products,22,0,0,0,0,0,0,12,764,10347,0,0,981,1,0,0,0,0,0,0,0,0,2011,0,0,76,454,877,0,0,956,0,0,126,13,0,349,53,790,86,9,117
321_Wood_products,304,37,0,42,15,0,35881,187,94,0,24299,5057,16,0,248,1801,559,196,262,1085,962,266,2460,158,8089,1493,1072,985,867,15,2558,41,2074,262,189,1,159,24,682,106,202,626
322_Paper_products,256,4,16,88,9,1,2636,17615,906,221,469,36913,17278,115,5338,3761,2297,930,1564,2317,2629,1327,1975,509,1140,2152,2640,2456,2145,65,6073,1649,210,310,2075,214,2493,109,3293,133,1019,1567
323_Printing_and_related_support_activities,62,0,9,8,0,8,32,222,0,2223,21,0,5525,5,958,0,0,0,4,30,0,12,3,0,0,0,5084,3195,818,2,10941,5743,44,373,8214,1223,3286,931,4368,1079,768,716
324_Petroleum_and_coal_products,2775,529,786,956,252,8094,16966,1002,67,40,354,377,1408,3897,5266,435,242,1281,615,916,597,827,193,134,118,316,976,1243,18601,16,556,3850,596,431,803,477,3467,140,590,357,305,1113
325_Chemical_products,11398,1523,1091,1362,369,250,5950,5609,15245,519,2047,7980,5647,1472,96705,35914,3630,970,6124,4106,8575,3159,5335,1356,1851,4846,808,506,490,197,1745,1057,6982,281,4989,647,2508,510,47645,259,40,275
326_Plastics_and_rubber_products,1144,121,31,858,90,1,16064,11016,755,287,941,1652,795,104,6898,13364,1187,614,1930,6101,6404,2262,22280,3286,3689,3924,5159,4617,3888,89,3863,660,280,785,3016,119,1206,253,7052,157,84,2653
327_Nonmetallic_mineral_products,11,56,279,141,61,11,43297,3620,909,0,1011,235,4,239,1263,1377,14162,1316,931,1632,1765,2199,5160,202,465,861,145,755,62,22,1576,181,22,159,1426,191,502,103,3088,71,80,1289
331_Primary_metals,122,0,1043,278,59,0,2290,4453,218,0,298,316,50,14,32,1300,580,40528,44839,21222,10420,15492,34063,5969,3034,4299,726,270,525,0,413,1,445,52,295,12,170,33,148,115,8,44
332_Fabricated_metal_products,1060,147,1212,392,115,409,47003,11184,1267,437,2511,3122,2036,118,6675,5753,2259,3448,23424,18552,16896,9021,30017,8471,2876,3360,1000,1497,2951,85,7682,80,312,584,2490,355,1543,174,819,524,176,1396
333_Machinery,2213,608,2503,2621,775,54,20682,1683,73,120,432,862,2147,44,2374,1497,308,1502,3248,27191,1220,2376,18354,3775,96,822,873,827,904,117,1841,239,279,723,1497,60,2395,676,517,89,46,341
