commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,82355,319,0,45,19,0,2876,244466,1816,0,0,0,0,0,7642,0,0,0,0,0,0,0,0,0,0,96,1565,2484,102,0,0,0,5,0,1192,50,712,131,0,534,38,2802
113FF_Forestry_fishing_and_related_activities,24557,7661,0,66,0,0,0,7778,0,119,14589,6884,53,23,422,1911,1,0,0,0,0,0,0,0,69,238,0,1102,15,0,0,0,0,0,349,20,4,91,0,273,468,6157
211_Oil_and_gas_extraction,0,0,50693,7,1,32311,0,1,0,0,1,1,0,335865,3645,2,0,16,0,0,0,0,0,0,0,0,30,32,11,2,2,0,0,0,10,39,7,3,19,11,33,92
212_Mining_except_oil_and_gas,1604,0,58,7201,32,6298,21938,466,18,0,1,359,0,1349,3804,26,7286,11499,676,153,1,119,60,60,11,156,22,5,163,1,1372,0,452,0,1300,34,794,396,76,654,57,272
213_Support_activities_for_mining,0,0,8890,1676,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,0,0,0,0,0,0
22_Utilities,4982,111,7858,2811,82,42391,7645,7930,953,127,1022,4110,1151,7625,12033,4250,3271,4579,3526,1720,417,585,2605,556,447,834,22971,51091,5410,15200,7365,5275,141771,2265,5633,12920,3941,6127,14512,1960,5755,31075
23_Construction,1657,29,1315,1292,629,8097,275,874,64,17,97,481,154,7284,1020,369,301,335,421,284,41,76,383,81,56,118,2351,5399,6358,835,2746,5926,177938,347,900,612,531,249,1171,473,575,1944
311FT_Food_and_beverage_and_tobacco_products,34054,235,0,0,0,0,0,171169,5,883,34,1109,859,500,3830,177,252,6,0,0,0,0,0,0,0,8,3319,4883,1234,0,201,0,0,0,5105,35,0,5488,23062,4587,5914,61771
313TT_Textile_mills_and_textile_product_mills,20,13,0,1,0,0,1730,73,7093,2899,394,3589,370,86,4,2103,384,0,0,1065,0,0,2551,338,2521,2078,2882,7704,76,1,206,0,135,115,361,9,407,47,4731,88,1897,481
315AL_Apparel_and_leather_and_allied_products,46,0,0,0,0,0,0,8,31,1028,0,0,39,4,0,0,0,0,0,0,0,0,1223,0,0,124,479,319,0,0,5,0,0,0,22,0,228,2,11,30,3,0
