commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,35549,468,0,41,26,0,1883,140816,2108,0,0,0,0,0,5046,0,0,0,0,0,0,0,0,0,0,289,212,868,42,0,0,0,1,0,301,22,373,76,0,194,18,763
113FF_Forestry_fishing_and_related_activities,15318,8313,0,84,0,0,0,6381,0,39,15256,3800,47,6,486,1849,1,0,0,0,0,0,0,0,33,293,0,524,2,0,0,0,0,0,73,8,1,60,0,151,278,2592
211_Oil_and_gas_extraction,0,0,28332,23,5,67185,0,5,0,0,15,12,2,337896,9789,14,1,109,3,1,0,0,1,0,0,0,46,68,149,5,18,0,0,0,29,92,25,8,123,37,44,122
212_Mining_except_oil_and_gas,1593,2,38,7109,70,9785,14776,2308,230,0,18,2330,0,903,4084,257,9779,16488,661,123,129,126,86,84,35,417,12,3,86,2,439,0,0,0,631,45,347,249,77,864,66,368
213_Support_activities_for_mining,0,0,7025,1600,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0
22_Utilities,4533,188,1739,3372,121,20187,4889,8046,1571,496,1415,5055,759,1812,12121,3202,4252,5880,3211,1602,2285,712,2394,900,595,957,8180,22982,11116,3018,3043,3148,67891,1982,1801,6683,1667,4339,4618,1478,4313,14865
23_Construction,1415,43,1696,1370,2021,4768,171,732,120,55,191,359,201,4570,882,373,302,500,415,301,465,101,303,127,107,157,804,1986,3025,155,2646,3587,115700,86,469,311,223,178,622,239,438,922
311FT_Food_and_beverage_and_tobacco_products,16747,390,0,0,0,0,0,122440,21,556,18,883,587,103,2537,134,306,4,0,0,0,0,0,0,0,7,782,3291,406,0,128,0,0,0,459,74,0,5283,12117,4342,3719,29476
313TT_Textile_mills_and_textile_product_mills,166,112,0,3,0,0,1442,182,13195,5849,717,1591,288,41,2,2067,252,0,0,549,10,0,2397,775,3123,1951,729,3148,202,1,205,0,76,109,136,5,191,43,3410,705,1886,275
315AL_Apparel_and_leather_and_allied_products,21,0,0,0,0,0,0,11,467,4970,0,0,717,1,0,0,0,0,0,0,0,0,1644,0,0,84,592,847,0,0,1505,0,0,78,18,2,379,58,414,84,20,219
321_Wood_products,311,24,0,80,95,0,50328,252,82,1,27438,4294,4,0,350,2300,441,285,216,1163,426,316,2671,262,8841,1368,1657,1232,1429,63,2110,92,4947,203,497,2,649,41,1071,150,406,858
322_Paper_products,339,2,25,205,98,9,3569,19545,840,105,696,41444,12163,131,6189,5204,2126,1272,1834,1948,1502,1061,2249,575,1429,2739,3669,3010,2449,106,5686,1664,576,400,2859,447,2537,211,3189,238,1614,1793
323_Printing_and_related_support_activities,35,0,9,10,0,68,61,318,0,544,16,0,3106,7,1204,0,0,0,4,16,0,4,3,0,0,0,6225,3706,594,6,15509,4963,70,454,6723,1198,2643,1175,5020,1278,744,713
324_Petroleum_and_coal_products,7113,900,2051,4666,2940,17591,47016,3295,442,123,1440,2181,3358,16962,28153,1744,1662,3356,1396,2688,714,999,646,354,425,850,3515,2845,73006,161,1590,8991,3467,1594,2592,1581,7841,735,4900,1465,1051,3197
325_Chemical_products,16014,1538,2258,2294,1347,610,9830,4857,14747,346,2391,9049,4675,5258,190700,57547,4724,1667,6607,3614,5530,2729,5932,1479,2284,7399,1039,717,475,279,1876,183,6841,269,7017,1636,4399,588,71960,549,68,324
326_Plastics_and_rubber_products,1416,101,34,1089,667,4,26817,13961,750,218,1125,2126,640,178,10998,17303,1575,864,2291,6611,4614,1856,22206,3204,4395,6016,7294,5867,3799,154,5132,622,405,646,4440,267,1731,416,9582,225,129,3608
327_Nonmetallic_mineral_products,5,28,408,263,545,24,68065,3966,377,0,1162,247,2,466,1609,1812,17754,2039,1043,1889,974,1360,5674,268,345,952,225,893,70,45,2130,72,88,165,2891,92,859,90,2827,135,91,1501
331_Primary_metals,111,0,2127,597,574,0,4367,6254,273,0,546,396,38,38,42,1658,1170,70983,73575,33028,8286,17872,40630,9081,4630,8518,838,1020,1624,0,409,2,1236,52,1083,28,739,102,339,267,15,77
