commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,36700,598,0,57,30,0,2059,168874,1678,0,0,0,0,0,6678,0,0,0,0,0,0,0,0,0,0,470,1320,1137,52,0,0,1,1,0,393,20,580,96,0,322,23,892
113FF_Forestry_fishing_and_related_activities,19130,5374,0,77,0,0,0,5777,0,74,9068,3287,31,6,303,1324,1,0,0,0,0,0,0,0,28,178,0,438,2,0,0,0,0,0,96,7,1,53,0,132,276,2274
211_Oil_and_gas_extraction,0,0,17542,25,3,42120,0,4,0,0,5,6,1,304080,5526,6,0,37,2,1,0,0,1,0,0,0,27,37,191,4,6,0,0,0,19,63,11,6,81,24,35,89
212_Mining_except_oil_and_gas,2251,1,37,6761,54,12664,11588,2684,133,0,11,1905,0,1278,5100,183,7175,13963,558,138,20,146,86,81,25,254,10,1,65,2,237,0,0,0,693,52,289,182,80,697,71,447
213_Support_activities_for_mining,0,0,6098,1799,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0,0
22_Utilities,4838,142,1472,3147,102,24335,4724,11590,1290,260,1472,5278,1288,2270,13271,4274,3498,5934,4691,2369,2134,989,4026,1337,670,1376,7103,21678,8187,6266,3817,4671,52053,1754,3322,7133,1775,5856,9867,2758,5170,16972
23_Construction,1601,40,673,1786,1346,4557,278,1584,92,58,176,552,304,6196,1418,502,389,587,721,528,497,170,564,263,118,247,976,2491,3725,450,2242,7722,101736,112,907,478,349,575,1671,510,750,1515
311FT_Food_and_beverage_and_tobacco_products,27780,327,0,0,0,0,0,143607,17,477,33,1042,896,201,2586,106,164,4,0,0,0,0,0,0,0,11,1459,3852,471,0,79,0,0,0,1036,104,0,5119,13651,3530,4131,31776
313TT_Textile_mills_and_textile_product_mills,164,69,0,3,0,0,1320,106,7935,2590,476,2256,355,54,2,1856,237,0,0,756,2,0,2012,632,2326,1956,672,3109,194,1,107,0,49,74,133,5,182,24,2478,400,1402,212
315AL_Apparel_and_leather_and_allied_products,11,0,0,0,0,0,0,11,104,2853,0,0,615,5,0,0,0,0,0,0,0,0,1198,0,0,34,371,1216,0,0,1114,0,0,59,27,3,395,93,1582,80,13,134
321_Wood_products,327,35,0,74,75,0,29121,247,43,2,12620,3405,5,0,247,929,264,241,178,565,249,187,1835,310,4822,925,1193,1006,1182,83,1422,64,1713,106,312,2,360,36,1002,94,295,555
322_Paper_products,379,1,21,185,65,17,1889,21348,501,88,430,37866,8798,212,5754,3741,1504,1074,2091,1909,935,1033,2180,571,966,2539,2809,2725,2255,214,3420,1790,243,199,2690,646,2708,239,3252,240,1634,2001
323_Printing_and_related_support_activities,31,0,4,6,0,19,33,319,0,72,18,0,2486,10,627,0,0,0,2,12,0,2,4,0,0,0,4452,2527,495,7,12077,3862,35,348,5707,1076,2357,1037,5419,1124,699,620
324_Petroleum_and_coal_products,6783,495,1329,3465,1943,16585,43755,3110,189,52,748,1363,1771,15766,12825,920,753,1995,951,1511,292,924,564,253,276,748,2121,1742,43325,135,1202,10437,1667,1112,2296,1157,3954,604,4135,1123,934,2677
325_Chemical_products,19404,1798,2413,2335,1277,1202,8104,5720,8968,323,1722,10178,5247,7211,165280,42555,3864,1312,6650,3298,3687,2200,5656,1683,1415,6723,1134,901,312,386,1467,171,3906,167,7804,1573,5830,731,53396,874,100,387
326_Plastics_and_rubber_products,1342,91,19,807,445,5,18997,15290,347,261,518,2213,499,219,8088,12345,1042,619,1906,5436,2411,1362,15601,2622,2935,5182,5482,4322,2165,206,4447,532,216,372,3533,186,1445,412,8899,211,102,3702
327_Nonmetallic_mineral_products,15,36,230,336,366,21,43902,4466,152,0,531,303,1,723,1425,1002,9768,1833,848,1697,410,1181,4519,256,203,711,131,559,54,61,2043,59,28,86,2240,87,739,73,2236,100,56,1188
331_Primary_metals,79,0,1275,488,311,1,3471,4085,247,0,281,243,24,29,30,975,688,43974,48941,21372,4476,11194,26792,8888,2134,6777,1156,1072,996,0,272,2,340,62,720,29,481,74,305,191,15,47
