commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,9342,344,2,1,0,4,147,52230,1634,2,0,10,0,0,146,0,2,1,1,1,2,0,1,3,0,27,425,29,8,0,5,4,69,0,4,1,1,22,166,150,48,974,15,3,44,4,488
113FF_Forestry_fishing_and_related_activities,3338,3078,3,52,0,47,264,1244,83,171,4368,1313,3,5,184,303,7,8,18,13,3,7,19,3,9,39,148,35,13,0,49,3,0,1,1,0,2,43,36,91,39,418,17,5,20,19,79
211_Oil_and_gas_extraction,0,0,1746,0,0,8174,0,0,0,0,0,0,0,38558,850,21,0,11,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,27,0,0
212_Mining_except_oil_and_gas,216,18,24,3989,23,4680,1293,119,32,9,25,378,3,268,1950,61,2093,8584,99,59,26,28,128,43,7,567,1,3,82,0,79,0,150,2,5,1,13,33,22,7,12,0,19,273,32,526,176
213_Support_activities_for_mining,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,1007,99,539,1291,6,34,398,1465,573,269,403,1269,228,1570,3041,541,1334,3095,1135,692,443,363,680,482,122,193,771,3287,584,45,618,1371,1181,85,414,460,371,571,1693,282,651,793,917,143,714,2035,4119
23_Construction,497,97,0,202,2,203,90,285,70,49,56,229,55,532,340,93,151,259,258,113,58,49,121,94,19,33,229,603,625,35,300,463,8162,64,115,88,108,304,879,168,143,219,542,23,1418,747,8407
311FT_Food_and_beverage_and_tobacco_products,9781,116,7,4,1,5,53,33892,39,638,6,251,12,54,963,12,19,13,21,33,30,10,11,38,35,78,521,1055,140,0,131,57,10,8,41,0,12,50,1989,290,879,20408,262,202,322,2,3073
313TT_Textile_mills_and_textile_product_mills,123,126,12,32,1,15,876,57,9661,10077,133,433,143,15,71,967,76,6,32,62,1,61,883,159,645,522,426,68,163,0,43,87,42,1,5,0,7,6,310,28,105,35,193,23,77,12,157
315AL_Apparel_and_leather_and_allied_products,11,7,4,7,0,3,14,10,7,3171,4,7,10,2,7,8,5,10,19,10,18,4,34,11,22,54,16,21,41,0,23,5,2,13,7,0,9,3,144,44,20,0,182,2,78,7,110
321_Wood_products,189,39,187,141,19,276,10087,79,42,42,4128,841,1,24,56,79,159,191,361,190,45,127,292,239,1363,430,109,15,137,1,243,7,515,5,10,1,49,10,74,39,38,9,32,31,17,182,49
322_Paper_products,166,110,12,60,1,56,518,5159,388,455,114,11401,4262,389,1859,702,726,100,656,402,354,413,306,49,188,792,463,1086,133,5,3018,473,74,37,300,23,131,220,356,23,67,639,268,27,96,39,934
