commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,7380,239,1,1,0,5,181,31605,1296,7,0,9,0,0,104,0,0,1,1,1,2,0,1,3,0,27,380,41,9,0,5,5,78,0,5,1,1,8,121,157,27,784,4,18,-596,5,225
113FF_Forestry_fishing_and_related_activities,2123,1527,1,48,7,33,176,508,11,107,2161,977,0,1,74,159,5,6,13,12,3,5,2,2,4,16,63,39,2,0,40,1,0,0,1,0,2,28,17,69,17,271,7,0,7,4,38
211_Oil_and_gas_extraction,0,0,509,1,0,2791,0,0,0,0,0,0,0,11550,47,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,147,13,10,1509,9,1677,772,53,17,5,17,202,1,103,787,36,1101,4507,59,18,11,15,32,10,5,189,1,2,63,0,56,1,78,2,5,1,30,29,18,4,11,0,20,63,57,147,64
213_Support_activities_for_mining,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,368,32,157,539,1,21,104,595,258,128,185,529,121,489,1173,206,660,1476,572,282,231,206,313,210,63,99,322,3197,376,34,305,650,557,26,223,290,308,425,926,140,317,411,729,89,263,857,2099
23_Construction,440,21,0,125,0,182,52,62,16,5,22,130,26,310,179,36,53,73,40,29,23,12,41,32,6,9,89,576,456,29,173,271,7682,50,104,65,124,243,454,80,73,119,251,16,888,508,5057
311FT_Food_and_beverage_and_tobacco_products,4489,77,3,2,0,4,45,17056,49,352,3,169,5,43,493,7,10,13,14,18,26,8,7,29,19,44,330,1062,145,0,44,45,9,3,49,0,8,9,911,167,386,13389,119,58,266,2,1166
313TT_Textile_mills_and_textile_product_mills,90,122,5,35,0,12,620,70,7352,7417,89,232,242,4,51,687,60,7,37,28,3,57,521,81,511,386,584,117,145,0,15,31,1,1,8,0,14,0,161,13,61,14,153,10,158,4,71
315AL_Apparel_and_leather_and_allied_products,15,7,2,5,2,15,52,33,21,5417,13,19,34,4,19,17,14,35,55,33,44,24,44,28,32,98,12,46,54,0,24,7,3,19,27,0,17,2,153,33,28,0,525,1,98,13,79
321_Wood_products,98,13,42,52,5,229,5720,77,39,37,2218,366,1,8,41,37,84,164,217,101,45,100,164,108,842,245,40,9,73,1,155,2,86,4,10,1,16,10,46,6,16,0,33,17,21,126,11
322_Paper_products,59,120,4,40,1,44,350,2823,263,284,82,6440,2362,182,1065,308,481,69,480,171,254,304,185,38,135,534,373,1219,137,3,2168,409,35,29,215,14,73,68,197,22,50,255,191,9,88,26,367
323_Printing_and_related_support_activities,2,6,1,2,0,34,28,497,5,93,3,14,885,4,53,3,7,17,194,6,116,9,252,35,2,8,106,161,104,1,1985,1176,40,26,344,48,66,214,74,34,22,22,305,18,183,25,550
324_Petroleum_and_coal_products,731,133,44,173,59,694,1286,158,41,32,64,166,19,1257,281,29,95,200,160,144,65,54,92,93,15,49,145,618,2081,9,160,131,337,15,192,36,137,134,169,26,71,4,256,24,786,256,947
325_Chemical_products,2683,99,113,280,79,219,434,556,2964,296,250,1081,360,663,9101,2565,462,782,781,263,325,536,318,184,126,434,153,124,229,0,197,32,330,5,138,36,171,91,1808,57,77,81,465,23,802,399,980
326_Plastics_and_rubber_products,275,42,25,164,15,113,773,827,213,337,100,391,125,58,779,609,237,134,448,578,499,541,1234,193,417,578,138,344,483,2,129,29,236,134,285,5,179,24,420,20,61,55,444,13,165,88,186
327_Nonmetallic_mineral_products,23,9,70,90,96,361,7188,1142,47,6,154,30,3,58,276,65,1625,227,253,187,357,276,572,84,100,117,41,153,169,0,238,6,170,22,47,4,42,35,89,16,33,35,170,21,18,199,82
331_Primary_metals,6,25,123,298,424,110,2183,33,6,14,198,97,60,55,597,93,154,13337,11981,4879,1245,3397,5738,1974,413,1267,1,4,162,0,71,3,57,3,10,1,12,5,31,3,5,7,17,7,165,58,4
332_Fabricated_metal_products,130,432,287,372,59,563,12273,2903,48,104,442,213,37,221,965,262,207,1306,3700,2682,1474,947,3917,1996,544,423,29,258,675,2,363,7,281,11,352,15,194,29,141,19,29,34,791,34,1382,270,81
333_Machinery,320,38,143,431,124,245,1433,133,141,35,183,137,260,67,458,86,104,708,632,2599,275,249,682,647,19,37,56,107,204,3,293,57,164,134,439,2,192,52,380,18,19,3,675,13,293,181,266
334_Computer_and_electronic_products,1,6,22,5,1,51,423,6,11,2,8,14,2,18,73,8,9,86,81,258,10017,291,392,1768,3,146,528,31,148,1,624,46,28,46,168,149,53,42,15,5,4,0,438,3,2200,34,51
335_Electrical_equipment_appliances_and_components,45,17,138,90,18,351,3806,16,9,16,131,12,3,16,51,12,53,471,199,1505,1063,2088,567,180,7,112,30,79,279,0,200,18,196,34,106,5,81,41,56,14,22,2,223,16,191,204,83
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,41,53,54,125,3,9,73,45,0,4,129,0,2,1,20,23,16,189,162,1488,163,137,15966,597,6,17,96,2242,406,2,4,5,5,148,77,8,57,1,7,2,3,0,1835,5,168,28,62
