commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,62872,815,0,54,41,0,1851,256575,2586,0,0,0,0,0,9918,0,0,0,0,0,0,0,0,0,0,296,1690,1603,105,0,0,1,3,0,701,26,783,142,0,383,51,1886
113FF_Forestry_fishing_and_related_activities,24811,7577,0,94,0,0,0,7452,0,43,11311,4395,38,8,570,1905,2,0,0,0,0,0,0,0,35,191,0,840,4,0,0,0,0,0,241,12,1,79,0,180,515,3732
211_Oil_and_gas_extraction,0,0,49701,2,0,42436,0,0,0,0,0,0,0,502842,12607,0,0,73,0,0,0,0,0,0,0,0,4,4,83,1,0,0,0,0,2,5,1,1,5,1,3,6
212_Mining_except_oil_and_gas,1984,2,111,6407,82,12440,12646,1362,75,0,8,1437,0,2077,5017,105,9079,15189,418,150,5,101,65,113,19,184,20,2,143,3,496,0,15,0,759,49,396,223,134,661,57,347
213_Support_activities_for_mining,0,0,14313,1879,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,0,0,0,0,0
22_Utilities,5896,221,7360,4670,281,34977,4849,10201,1481,63,1947,6476,1356,7566,19083,5440,3966,8729,4974,2248,1234,942,3141,1345,570,1103,17904,33805,4055,13341,6765,6391,78515,2060,5474,9223,3225,7410,16948,3302,6904,19952
23_Construction,1821,48,2645,2157,2926,8494,213,1030,84,9,172,638,194,6636,1686,495,344,605,615,423,142,128,441,177,80,165,2092,3512,6474,805,2487,6270,128713,306,802,482,420,635,1602,523,780,1390
311FT_Food_and_beverage_and_tobacco_products,33578,429,0,0,0,0,0,183927,14,940,30,1226,770,235,5484,148,203,9,0,0,0,0,0,0,0,7,2317,5333,826,0,129,0,0,0,5028,108,0,7232,24709,5392,7649,53680
313TT_Textile_mills_and_textile_product_mills,282,138,0,5,0,0,1681,195,9536,1543,539,3187,405,40,5,2694,385,0,0,1210,1,0,4216,958,2997,2495,2044,4747,321,6,154,0,162,314,267,6,206,47,3550,374,1752,246
315AL_Apparel_and_leather_and_allied_products,36,0,0,0,0,2,0,11,689,2065,0,0,1540,12,0,2,1,0,0,0,0,0,2166,0,0,53,756,1284,0,0,1766,0,0,129,43,16,350,115,1604,170,20,171
321_Wood_products,315,63,0,85,166,0,33743,373,43,2,20969,5019,4,0,249,1447,373,348,233,1075,306,195,3469,329,5979,1107,2780,1472,1783,197,2318,79,4925,598,683,2,731,45,1362,149,461,844
322_Paper_products,395,0,91,243,118,45,2144,23977,465,34,553,43229,6368,156,8032,4881,1308,1523,2472,2109,496,1072,2717,732,1013,2170,5676,3147,4753,557,3107,1785,961,760,4135,710,4014,229,7547,232,1956,2449
323_Printing_and_related_support_activities,31,0,10,4,0,3,32,182,0,15,26,0,1638,7,1176,0,0,0,1,11,0,2,4,0,0,0,8899,3933,658,10,11195,4086,67,400,5885,781,2401,871,4845,829,738,538
324_Petroleum_and_coal_products,9196,984,7764,5845,4870,25611,46234,3569,151,14,1042,1693,2701,25796,15951,1526,870,2747,905,2260,149,1585,598,425,310,790,5922,3647,121254,340,1478,10953,4816,2799,2648,1616,6172,879,7645,1033,1349,3212
325_Chemical_products,25453,3228,7677,3364,2672,2465,10450,6494,11245,151,2438,12792,6044,7036,236779,66494,3774,1826,8445,4413,2185,2817,8617,1601,1610,6635,2403,1013,632,643,2402,222,11531,552,10714,1530,7752,576,46489,647,98,444
326_Plastics_and_rubber_products,1382,140,116,1473,1543,27,24219,18638,372,63,713,3076,607,210,13847,20610,1327,918,2636,8233,1325,1784,25059,3491,4010,6081,10997,6847,5448,607,6569,495,322,2201,6406,199,2330,546,10878,205,142,4919
327_Nonmetallic_mineral_products,5,89,1103,421,934,68,50498,5049,127,0,823,403,2,593,2420,1742,12034,2521,1226,2585,257,1728,6684,369,327,812,254,1115,111,167,3353,109,149,616,3143,60,1124,106,3877,140,103,1717
331_Primary_metals,110,0,6446,662,773,3,4101,6162,271,0,386,484,33,19,55,1578,743,77726,75805,36486,4025,17370,46214,10880,3404,6585,1213,911,1747,0,638,1,1896,135,1298,33,902,154,450,289,19,76
332_Fabricated_metal_products,1772,196,6468,1354,1780,449,65924,15092,653,106,2406,5527,1437,304,10788,7629,2831,5436,39303,29422,5091,8672,41353,13555,2872,5595,2472,2103,5529,567,13988,317,1622,1794,5863,727,4723,371,2191,695,767,2331
333_Machinery,3663,265,9033,4129,5734,713,25919,3657,28,10,495,979,1073,85,4034,1683,148,1280,4078,35646,259,1471,23978,4655,68,1111,2387,1169,3296,659,3268,142,108,1717,3057,287,5588,1299,1148,110,73,585
334_Computer_and_electronic_products,107,1,35,30,420,81,5263,2620,540,52,771,877,1307,206,5334,2357,943,1941,4726,9255,28303,4599,19687,16265,906,2591,10026,3830,532,259,23496,2036,559,356,14202,6739,4203,583,7144,107,259,83
335_Electrical_equipment_appliances_and_components,1523,209,173,66,506,23,30873,890,49,3,670,433,106,60,1068,1315,126,1986,2476,14221,2220,9094,6613,2941,81,1216,505,786,340,474,4810,158,896,408,5811,153,2814,472,1474,330,495,539
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,1041,130,954,1045,597,39,2055,2674,80,0,632,1078,208,99,1454,555,558,752,1281,16862,438,411,198424,3680,313,603,6173,10232,4307,3301,2180,65,0,1657,2934,631,7592,327,2259,135,126,495
3364OT_Other_transportation_equipment,0,18,0,56,0,0,7,0,0,0,28,0,0,0,0,0,0,0,40,216,0,0,383,75683,0,0,20,14,6169,0,4,0,0,0,267,5,57,0,2,23,0,0
337_Furniture_and_related_products,1,0,0,0,0,0,14310,0,0,0,1158,0,0,0,0,414,0,0,0,490,79,3,47,237,3579,294,368,1235,12,0,594,0,2464,0,275,9,2,0,454,388,4,286
339_Miscellaneous_manufacturing,235,5,34,37,32,0,900,30,131,118,25,0,6,5,641,112,181,61,54,2539,3,714,1723,75,18,6658,1174,1327,259,288,302,224,333,115,1824,19,1941,431,34434,672,59,598
42_Wholesale_trade,39483,3726,6662,4473,3823,7089,61453,63888,3272,1764,8509,12491,3500,17881,50572,15192,5155,24817,17982,29483,8825,9297,57983,12442,5276,9998,49982,21498,31811,2163,21505,4751,4893,11184,17030,3804,10590,3219,45072,3385,3770,16694
441_Motor_vehicle_and_parts_dealers,7,2,102,151,115,12,1472,617,19,0,95,233,47,1,375,105,131,105,199,2036,35,1,1494,514,64,155,144,2410,586,109,167,20,308,359,429,0,939,0,0,8,18,39
445_Food_and_beverage_stores,44,0,1,0,0,67,163,12,0,0,0,2,29,2,39,2,3,0,1,4,0,1,11,0,5,8,26,180,565,0,9,17,99,6,17,0,97,26,29,61,91,2252
452_General_merchandise_stores,69,1,14,12,7,101,1786,160,81,0,8,34,262,8,251,22,13,8,26,162,6,13,173,31,58,99,161,434,837,7,66,98,695,42,133,0,304,92,120,33,206,979
481_Air_transportation,157,2,19,42,826,1236,495,1044,72,19,256,276,377,212,673,633,393,375,882,690,99,73,457,325,223,389,6456,420,3132,58,4133,9828,6725,1200,8891,392,5895,745,4009,340,345,1134
482_Rail_transportation,2065,93,610,1631,221,5693,1999,6455,90,5,819,2619,168,4092,5683,1573,2756,4549,1039,573,79,384,1283,332,264,255,361,259,5232,57,511,188,232,71,791,41,437,65,723,73,128,527
