commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,5782,230,1,1,0,5,131,26678,1485,13,0,2,0,0,120,0,0,0,1,1,1,0,0,1,0,27,350,42,8,0,4,2,44,0,3,1,0,2,84,138,19,592,3,30,-846,4,131
113FF_Forestry_fishing_and_related_activities,2037,1509,1,37,13,16,194,415,12,153,1832,942,0,0,74,168,2,2,4,7,1,4,1,1,3,12,83,27,2,0,16,0,0,0,0,0,0,8,5,47,8,259,3,1,10,3,32
211_Oil_and_gas_extraction,0,0,264,1,0,2400,0,0,0,0,0,0,0,10272,26,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,126,4,8,1058,6,1196,804,42,16,4,6,153,1,98,666,27,977,3583,40,11,9,14,21,6,3,52,0,2,33,0,36,2,60,1,2,1,30,18,9,1,6,0,10,43,86,95,49
213_Support_activities_for_mining,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,229,19,121,399,1,22,82,485,231,105,137,408,94,500,938,149,626,1322,492,215,184,167,258,163,51,78,234,2968,314,17,255,419,335,15,255,270,293,367,804,96,217,280,758,75,243,925,1755
23_Construction,322,7,0,92,0,320,35,86,28,10,25,95,20,332,155,24,67,108,58,44,37,22,55,40,11,12,48,463,483,13,201,139,6023,29,116,63,114,241,220,51,63,73,219,14,810,516,3557
311FT_Food_and_beverage_and_tobacco_products,4255,89,2,1,0,4,28,16074,57,314,2,170,3,55,525,7,10,14,12,10,17,5,5,16,11,40,322,1062,132,0,32,25,5,2,49,0,6,6,718,147,275,11847,109,74,427,1,653
313TT_Textile_mills_and_textile_product_mills,94,128,6,43,1,16,394,84,7852,7064,64,205,251,1,67,644,76,5,34,19,5,39,463,60,469,393,631,142,164,0,11,7,1,1,8,0,17,0,85,5,67,5,116,10,268,5,58
315AL_Apparel_and_leather_and_allied_products,14,6,1,2,4,19,76,42,28,5762,16,21,31,7,22,18,20,48,64,43,51,31,46,31,24,112,10,48,33,0,24,6,2,10,29,0,18,1,87,19,28,0,506,2,139,9,70
321_Wood_products,106,14,44,61,6,248,5173,88,23,41,2047,343,0,8,45,34,72,140,203,91,44,94,121,97,817,189,60,12,41,1,169,2,72,2,4,1,6,4,41,4,12,0,22,21,32,85,6
