commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,9567,416,2,0,0,2,84,56389,1959,2,0,6,0,0,184,0,2,0,0,1,1,0,0,1,0,27,886,45,7,0,4,2,45,0,4,1,1,29,179,155,57,1088,20,4,165,3,565
113FF_Forestry_fishing_and_related_activities,3946,4139,5,38,0,48,338,1447,125,185,5577,1434,5,7,245,394,6,8,16,8,3,7,31,2,12,49,354,48,16,0,35,3,0,1,1,0,3,45,41,94,50,527,21,10,25,28,100
211_Oil_and_gas_extraction,0,0,1809,0,0,10173,0,0,0,0,0,0,0,45191,1095,28,0,15,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,31,0,0
212_Mining_except_oil_and_gas,193,11,24,3918,20,5670,1354,109,32,7,16,344,2,285,2034,54,2036,9087,82,54,26,31,152,43,6,538,1,4,53,0,54,0,161,1,2,1,7,27,15,4,7,1,11,355,25,572,187
213_Support_activities_for_mining,0,0,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,1141,122,654,1372,8,46,523,1560,656,244,456,1409,255,2050,3521,635,1510,3844,1214,687,498,416,813,499,135,210,1559,4846,630,38,670,1271,1388,97,534,529,437,657,1945,305,754,902,1006,157,757,2532,4604
23_Construction,398,128,0,178,2,350,96,368,101,58,75,230,65,558,368,109,199,390,358,145,83,74,175,111,27,45,467,862,710,28,360,349,8053,44,120,99,100,366,886,186,176,246,650,24,1312,839,8455
311FT_Food_and_beverage_and_tobacco_products,10792,130,6,3,1,5,32,33293,27,526,5,248,12,53,1065,11,21,12,16,22,20,8,9,21,33,81,1003,1493,106,0,132,33,5,7,26,0,10,67,2215,302,987,21661,296,303,333,1,3174
313TT_Textile_mills_and_textile_product_mills,154,147,18,39,1,25,1024,58,12069,10063,158,561,126,21,102,1218,101,7,29,71,0,67,1209,188,789,665,897,116,222,0,60,87,71,1,5,0,7,10,394,35,159,48,231,37,77,19,215
315AL_Apparel_and_leather_and_allied_products,23,17,11,16,1,6,29,17,14,5329,7,13,15,5,14,16,12,22,32,17,37,7,84,20,45,118,66,65,93,0,53,10,4,22,11,0,20,8,315,105,49,1,327,6,170,12,272
321_Wood_products,231,55,258,186,27,338,11790,73,30,35,4935,1011,1,32,61,98,181,194,393,190,45,144,332,263,1585,471,254,27,131,1,273,7,742,3,7,1,68,8,89,55,50,13,26,46,16,184,62
322_Paper_products,199,105,15,61,2,70,595,5515,412,403,123,12793,5059,521,2180,851,827,115,679,420,408,483,371,47,202,900,923,1791,137,4,3372,497,97,27,363,28,163,321,435,23,72,760,302,40,94,41,1149
323_Printing_and_related_support_activities,4,7,1,5,0,55,13,851,17,51,11,29,1326,4,149,13,25,27,215,41,175,23,151,63,13,38,614,145,186,2,3429,1753,196,42,1116,84,153,166,297,37,62,59,1175,81,174,40,1609
324_Petroleum_and_coal_products,2936,563,349,833,169,3677,4600,668,272,140,278,1121,120,7152,1862,400,566,1124,468,423,222,168,305,350,76,198,835,2492,8184,15,486,468,783,35,677,77,945,355,791,145,161,121,607,159,1222,970,3656
325_Chemical_products,6257,747,410,629,189,543,1698,1552,6718,594,578,2444,771,2883,24707,7819,1090,2168,1435,707,637,1188,799,407,247,1004,299,141,210,0,277,89,442,12,66,70,364,122,4261,31,122,146,460,34,902,423,2852
326_Plastics_and_rubber_products,567,111,50,348,43,177,1791,1713,508,425,173,838,282,143,1645,1520,195,232,928,1353,1926,906,3966,409,643,898,428,427,879,2,178,51,444,116,217,8,107,51,1245,44,129,408,246,28,153,164,494
327_Nonmetallic_mineral_products,114,25,242,194,327,395,11456,2549,71,7,311,63,8,175,549,266,3580,540,521,331,473,458,1179,256,122,209,109,123,210,0,282,14,756,19,20,7,23,81,145,17,89,159,184,43,36,276,292
331_Primary_metals,33,12,458,410,1296,129,3301,23,33,8,231,235,63,67,1315,395,292,24391,21500,9772,2021,5114,13141,3402,814,2013,3,10,317,0,96,4,292,2,6,1,6,5,29,5,4,12,10,18,133,69,31
332_Fabricated_metal_products,376,549,796,904,450,733,17131,6098,75,124,1110,407,72,694,1934,469,425,1932,6921,5936,2876,1465,7367,3387,902,722,297,438,1062,3,553,16,1406,11,181,26,166,44,246,41,31,360,1041,96,1134,515,316
333_Machinery,576,99,356,1230,308,607,2717,153,221,41,185,195,450,116,792,133,196,969,841,4308,291,289,1265,887,28,73,261,222,307,4,477,103,354,124,414,3,445,67,553,28,20,104,951,28,292,192,491
334_Computer_and_electronic_products,6,6,53,15,6,110,858,3,12,1,13,14,2,22,267,25,16,102,102,521,13483,474,890,3143,4,184,439,65,155,1,1921,148,83,55,590,263,175,139,284,6,2,1,657,8,2173,42,124
335_Electrical_equipment_appliances_and_components,243,55,295,245,61,392,5496,13,7,27,203,12,4,16,58,33,54,637,400,2642,1497,2696,1001,415,16,153,71,136,403,0,260,58,531,26,151,9,77,59,108,26,20,26,298,34,168,335,196
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,149,119,142,341,11,57,124,6,1,10,159,4,4,73,11,28,46,230,140,2873,26,81,32413,1012,7,6,351,2628,639,2,178,20,29,153,24,15,65,13,14,9,5,2,2397,19,136,70,181
3364OT_Other_transportation_equipment,0,234,2,10,0,8,3,1,0,0,6,0,0,0,0,0,0,19,48,1,0,22,54,10082,0,14,19,0,2538,0,15,31,2,14,25,0,18,6,14,65,3,0,130,12,7662,62,22
337_Furniture_and_related_products,8,1,43,16,0,54,1956,1,0,0,106,2,0,2,2,0,1,13,2,1,461,6,38,138,83,3,1,2,16,0,44,0,121,0,0,0,1,1,4,2,2,1,4,8,5,26,19
339_Miscellaneous_manufacturing,18,21,21,58,6,44,294,33,40,781,25,22,164,8,79,41,60,63,84,124,132,80,74,58,28,1699,239,422,136,1,116,301,65,38,305,0,138,198,1973,100,60,159,819,31,158,37,1183
42_Wholesale_trade,3997,535,380,843,225,1330,6199,11658,2274,2278,1401,2280,858,2207,4788,1583,911,3441,2901,3437,2864,1631,4791,1746,599,1392,1960,1218,2262,5,1228,327,668,77,469,74,394,242,1656,156,233,2692,1061,132,1101,432,2165
44RT_Retail_trade,516,55,104,174,41,503,2869,434,135,62,511,342,49,73,508,182,265,335,377,586,325,252,1857,244,199,131,175,435,991,2,146,52,212,18,102,1,91,50,228,27,36,95,211,0,0,46,0
481_Air_transportation,32,89,91,51,34,122,169,309,76,122,43,162,100,136,453,122,83,129,380,280,375,174,199,295,50,99,592,287,318,3,551,1186,80,30,1010,11,145,248,303,17,4,121,159,300,465,39,24
482_Rail_transportation,442,39,52,526,37,724,1216,1486,229,60,389,531,148,180,925,240,482,1742,392,259,112,148,720,132,101,171,175,134,416,0,141,33,106,12,55,3,43,39,162,12,22,244,91,276,287,103,195
483_Water_transportation,192,49,30,133,31,218,311,470,57,18,88,78,13,521,222,53,85,336,57,41,19,22,58,27,14,36,35,67,139,0,22,12,35,1,16,5,20,11,51,121,7,39,25,86,280,36,92
484_Truck_transportation,560,80,49,334,445,518,2005,2056,333,255,155,383,179,256,773,225,370,1104,493,362,283,184,650,268,105,304,416,1033,6312,29,440,204,128,33,391,10,200,171,528,43,34,483,254,424,786,124,260
485_Transit_and_ground_passenger_transportation,0,31,22,43,17,37,73,103,50,62,28,69,40,17,210,62,37,91,146,73,154,47,66,115,48,102,355,64,328,1,344,136,8,39,470,5,50,39,255,66,22,42,86,12,33,14,1639
486_Pipeline_transportation,28,5,190,8,1,725,23,6,3,1,3,11,1,4748,150,3,6,18,5,4,2,2,2,3,1,2,8,26,151,0,4,4,8,0,7,1,9,4,7,2,2,1,6,2,14,9,34
487OS_Other_transportation_and_support_activities,0,12,3,0,44,6,94,1,0,1,0,3,3,4,9,9,1,3,11,7,14,5,3,15,0,1,2610,2154,12149,62,13,424,248,62,222,2,5,9,7,272,142,1,22,27,88,20,91
493_Warehousing_and_storage,830,1,1,3,0,3,2,4,2,1,1,1,5,6,36,1,1,1,23,1,6,1,2,3,1,1,358,2507,524,38,46,74,56,11,48,0,93,9,29,7,10,19,18,0,79,45,185
511_Publishing_industries_except_internet_includes_software,31,2,5,6,0,17,6,19,7,12,5,11,55,5,20,7,7,18,25,21,42,12,12,31,7,11,145,187,36,4,328,246,25,14,830,35,20,584,327,27,39,3,314,48,51,81,1354
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,2,0,4,0,1,2,0,2,1,5,0,0,1,0,2,11,0,3,3,0,0,252,4,30,0,4830,17,0,0,0,8,0,128,34,0,0,0,64,21,81,0,114
513_Broadcasting_and_telecommunications,220,11,36,15,10,188,610,125,99,195,40,63,108,109,146,59,64,76,243,219,205,62,98,182,41,117,1664,1362,649,6,6984,1938,294,89,1810,3507,617,266,602,109,162,223,493,48,385,45,1014
514_Data_processing_internet_publishing_and_other_information_services,0,14,83,34,39,153,119,107,27,32,5,9,81,70,2,9,24,59,71,55,181,53,45,210,20,17,248,16,179,14,686,1351,9,33,704,274,83,93,325,10,28,23,70,9,383,27,1311
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,1801,139,359,387,80,670,1674,883,222,359,234,204,182,699,711,228,276,467,674,588,642,415,556,645,147,271,1959,2863,1760,13,965,9245,3832,90,1520,631,452,137,530,361,432,936,349,88,704,25,4363
523_Securities_commodity_contracts_and_investments,0,1,3,6,0,30,1,11,1,2,3,3,1,6,11,4,3,5,5,7,8,1,6,5,2,7,10,5,7,0,22,3206,7,1,12,229,7,9,2,0,1,3,6,1,0,5,107
524_Insurance_carriers_and_related_activities,661,81,73,111,262,136,755,232,38,43,80,59,128,104,152,56,68,214,180,91,74,44,140,94,77,44,751,1338,1085,3,239,17551,2874,150,441,31,102,84,682,180,152,220,247,5,4,36,293
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,3081,90,47,9,0,37,0,8,0,0,0,0,0,0,0,0
531_Real_estate,3786,166,0,495,4,289,436,167,105,161,63,142,120,172,557,147,152,141,332,229,603,122,104,290,73,195,1668,6444,747,62,1302,1995,7766,136,2769,263,365,1510,2959,490,332,1060,2177,134,198,88,1684
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,156,141,5251,410,213,94,1661,249,76,106,80,150,129,75,203,80,129,179,254,211,184,81,205,243,49,86,1242,689,1840,5,622,674,178,104,994,459,220,122,489,130,148,261,409,47,143,41,635
5411_Legal_services,60,45,30,7,1,83,953,112,25,44,27,15,62,8,162,15,51,63,117,67,85,54,35,202,13,43,759,2292,327,17,203,1327,883,51,749,374,127,80,537,59,56,168,276,2,19,39,1793
5412OP_Miscellaneous_professional_scientific_and_technical_services,190,120,150,237,156,324,8286,2777,259,340,136,335,192,839,3761,423,239,396,739,566,511,388,1021,439,189,640,4556,8001,1311,25,2166,3768,1482,244,3717,2331,386,465,1344,669,471,1005,1591,123,1519,281,2657
5415_Computer_systems_design_and_related_services,0,7,45,20,25,74,60,31,16,20,4,13,44,39,45,11,16,33,47,45,119,30,32,115,12,15,236,123,95,21,362,939,6,18,710,515,30,47,243,6,16,11,39,15,292,40,221
55_Management_of_companies_and_enterprises,0,15,530,547,559,24,175,4501,503,855,162,751,339,425,2341,558,405,880,1048,2202,1386,560,1198,995,202,361,2415,5598,628,0,632,844,79,27,231,0,516,45,848,293,191,2,513,0,6,14,6
561_Administrative_and_support_services,47,44,57,90,29,156,233,302,260,162,104,111,70,90,444,85,112,228,404,229,274,100,189,292,105,115,1743,1362,585,81,609,1692,1256,63,1673,243,330,362,1969,266,278,475,1355,145,903,102,765
562_Waste_management_and_remediation_services,474,8,59,97,4,140,216,132,107,18,32,213,19,81,217,56,66,151,78,48,20,23,61,42,21,53,532,256,150,0,181,537,220,23,359,8,1535,130,359,76,123,588,209,23,29,46,286
61_Educational_services,0,23,10,23,0,58,3,6,6,2,5,9,6,46,135,10,7,19,26,17,30,6,79,34,9,5,22,18,26,0,35,36,2,1,10,0,7,10,9,1,1,3,47,4,1606,9,164
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,501,11,754
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,0,2,5,3,0,4,11,3,1,2,3,1,2,1,13,2,1,2,7,10,21,8,22,30,10,15,186,91,4,0,465,68,2,2,178,102,21,32,27,1617,46,731,70,2,23,0,9
713_Amusements_gambling_and_recreation_industries,0,1,0,0,2,2,4,2,0,0,0,2,2,1,2,1,1,0,4,2,3,0,1,2,0,4,84,18,289,0,18,16,0,0,12,34,0,55,4,11,2,20,5,0,27,0,47
721_Accommodation,35,19,23,39,4,41,121,79,27,62,14,49,58,8,130,35,19,57,137,67,268,76,63,337,20,53,396,160,98,3,271,405,17,20,1020,40,209,9,98,42,6,1,190,8,223,10,618
722_Food_services_and_drinking_places,16,69,179,50,7,77,312,255,98,121,68,102,128,155,542,124,113,140,323,342,469,126,154,545,51,145,2526,679,611,3,826,1113,395,83,1133,190,190,270,676,105,61,0,434,35,87,87,403
81_Other_services_except_government,1080,223,170,281,71,301,1158,696,297,177,159,277,157,293,539,203,267,437,563,315,445,162,822,223,120,202,2745,1819,1541,4,757,790,271,208,1537,1004,619,511,1226,418,349,789,1102,95,289,75,766
GFE_Federal_government_enterprises,14,29,14,33,3,276,93,197,61,164,23,51,92,69,125,35,43,75,106,112,162,57,130,146,28,81,466,1051,136,5,825,2622,494,55,932,18,429,107,352,24,59,81,433,149,232,46,490
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSLE_State_and_local_government_enterprises,0,10,6,16,1,14,36,74,13,6,4,31,5,25,32,4,7,30,16,9,8,5,15,7,2,7,63,89,120,1,48,31,36,12,9,3,10,24,28,7,23,40,45,6,17,3,64
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,3,4,120,28,0,7,39,96,13,7,4,28,6,178,389,29,45,27,38,90,306,37,116,41,2,63,286,59,3035,0,1132,720,10,3,363,63,12,3,12,63,12,0,17,438,2989,1,24
Used_Scrap_used_and_secondhand_goods,0,1,0,64,0,0,12,12,46,1,3,310,0,0,31,6,30,2193,53,61,14,15,152,8,0,4,0,1,38,0,3,0,0,6,4,49,0,0,0,1,0,0,97,0,-16,1,94
