commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,5833,251,1,2,0,12,221,26463,1857,34,0,0,0,0,125,0,4,1,1,1,1,0,0,1,0,31,530,53,9,0,8,1,40,0,3,1,45,0,84,129,13,568,3,28,-642,5,154
113FF_Forestry_fishing_and_related_activities,1865,1289,1,25,18,7,183,303,15,157,1573,883,0,0,115,190,0,0,0,9,0,3,0,0,2,10,126,24,3,0,4,0,0,0,0,0,0,0,0,29,3,210,1,0,10,2,23
211_Oil_and_gas_extraction,0,0,198,1,0,2158,0,0,0,0,0,0,0,9117,19,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0
212_Mining_except_oil_and_gas,127,1,7,1014,6,1088,776,35,16,4,2,153,0,104,688,24,983,3386,27,10,8,14,17,4,2,45,0,2,25,0,29,2,54,0,1,0,35,14,8,1,4,0,7,29,113,88,47
213_Support_activities_for_mining,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,167,9,96,312,1,20,116,336,169,78,94,327,72,471,776,108,527,1083,334,171,146,134,194,107,38,59,257,3131,279,22,221,536,216,10,369,237,284,335,618,85,133,187,695,46,179,843,1368
23_Construction,244,1,0,64,1,339,22,72,26,9,20,63,13,305,118,14,56,98,43,37,31,20,49,27,9,10,37,438,477,16,166,113,4952,6,90,59,92,205,92,36,47,44,204,14,537,453,2850
311FT_Food_and_beverage_and_tobacco_products,4558,97,2,1,0,4,29,15205,66,311,1,197,11,62,641,7,10,15,8,7,11,4,3,6,6,37,443,1363,136,0,29,18,3,1,47,0,5,4,538,152,162,10840,106,85,366,1,585
313TT_Textile_mills_and_textile_product_mills,96,112,5,35,1,15,237,82,7081,6350,40,173,192,0,62,588,76,4,37,14,5,37,447,42,420,356,804,159,134,0,9,0,1,1,6,0,15,0,48,1,50,1,123,9,193,5,47
315AL_Apparel_and_leather_and_allied_products,12,5,1,1,6,19,79,39,20,5374,18,24,21,9,28,17,24,54,63,57,55,33,41,28,21,108,10,59,30,0,20,5,1,8,23,0,16,1,44,13,18,0,473,1,105,6,93
