commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,9000,312,1,1,0,5,317,37261,1245,0,0,16,1,0,78,1,1,1,2,2,3,1,2,3,0,28,380,36,11,0,4,7,114,1,4,1,1,15,155,132,39,835,4,1,-349,5,307
113FF_Forestry_fishing_and_related_activities,2699,2514,1,58,0,68,264,761,16,79,3740,1130,1,1,94,198,11,12,26,22,5,8,4,3,6,26,45,67,2,0,78,3,0,1,2,0,3,59,38,100,35,289,12,0,7,6,44
211_Oil_and_gas_extraction,0,0,658,0,0,3222,0,0,0,0,0,0,0,12651,71,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,143,26,9,1316,11,1969,842,60,18,5,33,206,2,99,804,45,1326,4702,74,25,10,12,52,11,7,339,1,3,81,0,70,0,76,3,7,1,17,33,25,6,16,0,25,82,24,171,59
213_Support_activities_for_mining,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,568,68,177,598,1,19,185,799,378,161,314,662,158,545,1612,320,929,1793,744,420,269,263,547,240,97,141,472,3867,424,28,356,866,815,50,169,331,275,433,1092,183,495,514,604,123,354,714,2221
23_Construction,690,57,0,159,0,0,113,49,8,1,27,190,38,376,259,66,60,46,29,18,5,0,48,28,1,7,173,903,462,30,143,475,10463,104,106,80,141,238,886,124,107,177,297,25,1358,545,7268
311FT_Food_and_beverage_and_tobacco_products,5628,97,4,2,0,5,102,22387,59,465,6,175,8,35,548,10,14,12,21,35,39,14,16,45,40,61,392,1283,176,0,62,83,16,7,55,0,13,15,1347,180,659,14764,129,53,165,3,1967
313TT_Textile_mills_and_textile_product_mills,94,171,3,17,0,8,1259,63,9416,8453,156,263,239,8,36,876,59,9,47,46,1,83,877,98,716,439,568,99,114,0,19,65,1,1,10,0,8,0,285,24,60,23,184,13,91,3,80
315AL_Apparel_and_leather_and_allied_products,17,13,2,8,0,9,37,26,18,5112,11,15,37,2,15,17,7,19,50,23,30,15,59,22,50,86,16,46,66,0,20,10,4,36,25,0,13,2,242,47,29,0,468,1,74,16,73
321_Wood_products,96,18,32,30,4,218,9251,74,71,35,3181,386,2,8,41,48,130,209,264,132,43,112,307,113,1099,357,13,8,109,1,137,4,98,8,17,1,27,16,61,8,23,0,42,15,16,175,18
322_Paper_products,95,157,4,35,1,44,517,3450,391,355,119,7174,2946,154,1163,463,611,88,565,256,244,345,284,36,199,620,445,1083,125,3,2153,359,40,54,185,17,80,60,234,21,70,429,197,12,81,36,428
323_Printing_and_related_support_activities,2,15,1,2,0,44,50,632,5,99,3,11,976,2,82,4,12,22,251,5,96,13,432,45,2,10,115,121,101,1,2097,1510,36,50,380,55,91,160,94,38,44,38,241,23,194,20,695
324_Petroleum_and_coal_products,789,252,50,203,65,1114,1990,208,68,45,115,225,25,1299,404,51,158,284,214,221,79,71,162,101,27,79,156,600,2281,7,196,159,445,27,213,46,202,174,228,34,100,0,213,30,730,381,1195
325_Chemical_products,3118,189,96,251,121,200,18,639,3952,322,393,1169,357,687,10413,3443,691,1020,903,405,324,655,517,226,155,550,170,121,201,0,267,20,260,5,124,43,148,81,1717,43,97,132,367,34,673,566,1186
326_Plastics_and_rubber_products,364,68,11,173,22,172,1182,1146,362,355,158,436,165,43,1079,840,366,187,625,870,549,691,2210,171,652,803,148,278,574,1,165,41,286,253,225,6,145,32,649,27,85,96,436,18,129,133,164
327_Nonmetallic_mineral_products,10,20,45,73,103,357,10466,1349,56,8,240,33,6,48,289,95,1914,286,290,175,290,286,919,88,127,131,33,100,196,0,213,10,172,32,53,4,54,58,117,17,47,57,117,19,15,269,80
331_Primary_metals,7,30,98,247,458,100,3510,49,12,23,327,105,72,44,607,149,155,14085,13089,5913,1279,3796,8398,1820,503,1544,1,4,117,0,62,3,43,5,12,1,15,7,48,4,7,11,18,6,131,67,5
332_Fabricated_metal_products,111,554,177,284,36,435,18272,3424,85,103,662,177,44,249,951,332,268,1313,3607,3269,1462,1019,4677,1592,703,485,37,160,541,2,289,8,200,18,228,16,217,32,195,19,39,49,375,30,883,297,90
333_Machinery,406,91,140,545,161,421,1673,149,201,42,389,130,292,35,521,132,122,854,674,3241,208,256,837,640,25,44,85,152,291,3,404,58,226,267,424,2,231,58,530,30,36,6,790,18,299,302,306
334_Computer_and_electronic_products,0,14,20,4,1,86,590,9,25,2,20,27,3,13,129,16,21,127,66,364,11203,398,698,2100,6,152,685,46,171,0,868,85,43,90,123,188,61,62,19,7,7,0,437,4,2368,60,56
335_Electrical_equipment_appliances_and_components,33,32,90,73,28,361,4865,26,14,21,223,16,4,9,49,23,67,525,269,1857,888,2129,840,177,15,123,30,89,315,0,203,19,170,60,86,6,80,46,66,16,31,3,200,16,114,281,51
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,47,113,47,129,6,18,127,8,0,6,203,1,2,1,8,19,13,252,104,1982,29,78,24205,619,6,3,120,2858,546,1,5,11,8,259,47,9,41,1,2,3,3,0,2486,6,103,31,63
3364OT_Other_transportation_equipment,0,177,5,12,0,6,5,1,1,0,13,1,0,0,2,1,0,49,33,2,2,1,72,6942,0,15,23,0,2036,0,23,29,9,41,82,0,58,6,34,26,4,0,65,5,7421,25,15
337_Furniture_and_related_products,0,1,7,5,0,50,1964,3,1,0,186,2,1,1,4,1,3,31,4,3,399,4,51,65,95,1,0,1,23,0,30,0,23,1,2,0,5,4,7,1,4,0,7,3,10,36,12
339_Miscellaneous_manufacturing,12,40,9,41,2,61,35,20,69,865,44,26,138,9,106,63,101,109,105,190,165,90,109,63,63,1561,74,91,97,1,64,152,57,53,449,0,107,113,1607,74,60,78,818,7,160,42,701
42_Wholesale_trade,2549,401,83,344,79,868,4801,6380,1555,1729,850,1185,455,804,2063,774,569,1731,1451,1780,1390,887,3274,821,436,914,898,841,1586,5,590,225,358,132,380,63,221,177,1014,96,183,1589,816,43,1041,391,1310
