commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,64162,706,0,34,18,0,1945,214788,1879,0,0,0,0,0,7108,0,0,0,0,0,0,0,0,0,0,192,1371,2414,130,0,0,2,5,0,791,33,1023,131,0,571,43,1903
113FF_Forestry_fishing_and_related_activities,22531,7765,0,81,0,0,0,7862,0,34,11395,5639,50,19,383,1740,1,0,0,0,0,0,0,0,39,172,0,814,5,0,0,0,0,0,246,14,2,81,0,233,489,3728
211_Oil_and_gas_extraction,0,0,20585,0,0,23911,0,0,0,0,1,0,0,285152,3289,0,0,13,0,0,0,0,0,0,0,0,17,30,6,5,1,0,0,0,8,1,0,1,1,10,1,0
212_Mining_except_oil_and_gas,1935,1,55,5921,54,9624,16435,943,52,0,7,1099,0,2566,3945,112,7918,10047,395,107,2,69,48,188,17,78,15,2,143,2,637,0,32,0,960,49,548,240,139,847,70,332
213_Support_activities_for_mining,0,0,11461,1265,887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,0,0,0,0
22_Utilities,4462,155,3883,2733,114,28534,5088,8416,1074,57,1509,5183,1108,6330,14964,4594,3219,5946,4007,1968,812,651,2703,1112,556,824,15664,32959,4357,11874,7390,6188,94983,1226,5104,8840,4022,7073,17362,3399,6375,19690
23_Construction,1603,50,1242,1876,1411,9712,276,1247,94,10,220,653,194,7687,1691,495,360,571,588,415,109,105,576,208,87,138,2423,4808,6177,903,2511,5699,139356,312,1040,646,578,655,1899,658,992,1888
311FT_Food_and_beverage_and_tobacco_products,30440,269,0,0,0,0,0,167080,20,721,22,1277,528,447,3554,145,242,6,0,0,0,0,0,0,0,4,2337,5097,1096,0,148,0,0,0,5365,36,0,5797,24664,6259,7811,51024
313TT_Textile_mills_and_textile_product_mills,66,49,0,2,0,0,2739,114,6771,1358,512,3214,433,100,1,2238,516,0,0,1009,2,0,4069,1186,2543,2103,2512,5024,173,3,164,0,108,159,331,9,230,51,3934,369,1897,269
315AL_Apparel_and_leather_and_allied_products,64,0,0,0,0,1,0,13,385,1158,0,0,936,10,0,1,1,0,0,0,0,0,1669,0,0,96,744,848,0,0,940,0,0,89,26,10,286,94,1056,137,14,100
321_Wood_products,506,72,0,425,309,0,43115,456,46,5,24983,5766,4,0,231,1344,250,435,225,752,246,362,3333,206,6513,1148,4455,2195,2245,263,2319,86,5154,343,689,3,660,27,1342,153,503,890
322_Paper_products,450,1,66,188,71,50,2753,28192,381,44,536,36715,5650,317,6295,4100,1347,1040,2031,1727,299,878,2590,714,1033,1783,6436,4468,4416,517,3022,2396,1034,982,4592,745,4094,212,7204,316,2047,3387
323_Printing_and_related_support_activities,19,0,4,1,0,5,40,98,0,5,5,0,1968,3,366,0,0,0,0,4,0,1,3,0,0,0,9209,4979,656,8,12318,4537,101,223,6805,1556,3099,918,5151,979,659,576
324_Petroleum_and_coal_products,6208,529,3654,2972,2164,17462,42436,3085,88,11,795,1381,842,14333,10128,819,520,1430,521,853,76,1299,459,228,247,555,4090,3108,69040,205,1538,11055,4740,1455,2442,1230,5059,660,7351,1123,1060,2675
325_Chemical_products,22463,1787,5459,2547,1369,2637,13108,9233,9606,243,2147,12507,5523,13163,203550,63518,4168,1132,6831,3827,1560,2353,8976,2125,1694,5911,2042,1360,632,964,2433,300,12091,413,12609,1863,7916,999,46807,1208,87,1011
326_Plastics_and_rubber_products,1574,150,58,1247,688,26,30325,19789,316,94,598,2829,810,440,10054,18432,1072,583,1985,5814,759,1380,22558,3422,3585,4593,18846,9321,3719,522,6414,439,428,1528,6214,163,2197,502,13121,315,174,5942
327_Nonmetallic_mineral_products,23,63,849,485,847,84,65343,4664,137,0,705,365,2,1741,1802,1611,13449,1874,1090,2429,168,1417,6719,405,306,799,153,1670,164,194,3829,151,188,413,3402,95,1237,68,4670,136,135,2224
331_Primary_metals,81,0,4340,639,453,6,4786,4919,152,0,443,655,31,67,64,1524,949,60624,62952,29568,2651,13341,49885,10199,3640,5392,1018,652,1078,0,748,1,2216,79,1325,42,875,108,392,292,17,132
332_Fabricated_metal_products,1882,181,5338,1045,897,547,80184,14467,569,115,2357,5217,1603,701,9421,6673,2596,4065,35507,22679,3523,7142,42006,12806,2762,5256,2920,2388,5176,720,14157,356,1360,1207,5607,922,4597,387,3099,470,906,3018
333_Machinery,2884,224,8051,4193,4470,1374,35016,3775,30,0,446,786,1741,174,3323,1632,160,898,4240,28739,294,1686,24075,4432,85,503,2722,1315,3359,587,2715,865,122,687,3589,487,5836,2055,1489,187,78,638
334_Computer_and_electronic_products,49,1,20,22,267,147,6234,2221,561,68,799,791,2072,421,5754,2256,1000,1462,4185,7708,23136,3283,19217,19557,1023,2460,13173,4533,422,314,28648,2411,864,362,15348,8253,4648,1072,9640,176,290,94
335_Electrical_equipment_appliances_and_components,2148,239,104,59,414,26,37961,740,42,3,1772,335,111,142,1090,876,111,1163,1942,13233,1309,9006,6985,2397,74,1034,845,1138,424,186,5177,235,1316,218,5651,122,2852,489,1913,439,645,571
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,960,146,663,806,285,36,1940,2176,47,1,588,836,195,238,979,414,474,463,1043,11425,236,304,207880,3506,266,406,7612,11318,4684,3864,1836,65,0,1107,3147,825,8252,324,3037,742,151,700
3364OT_Other_transportation_equipment,0,28,0,12,0,0,33,0,0,0,15,0,0,0,0,0,0,0,39,60,0,0,236,72760,0,0,4,104,7411,0,8,0,0,0,426,10,98,0,0,25,0,0
337_Furniture_and_related_products,0,0,0,0,0,0,17280,0,0,0,292,0,0,0,0,277,1,0,0,263,41,2,39,262,4126,207,611,1769,0,0,598,0,3373,0,324,3,2,0,448,370,2,317
339_Miscellaneous_manufacturing,150,4,24,34,19,0,1697,23,19,115,8,0,7,3,434,106,115,19,34,1944,1,533,1779,55,30,5071,1057,1658,241,359,322,173,198,63,1936,20,1618,361,35557,461,43,462
