commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,5839,240,1,1,0,5,119,26365,1682,17,0,0,0,0,145,0,0,0,1,1,1,0,0,1,0,31,457,51,9,0,5,1,38,0,5,1,0,0,78,158,17,499,3,38,-896,4,123
113FF_Forestry_fishing_and_related_activities,1881,1323,2,34,16,9,185,320,11,163,1565,940,0,0,73,170,0,0,0,5,0,3,0,0,2,10,105,22,2,0,6,0,0,0,0,0,0,0,1,39,4,202,1,1,10,2,31
211_Oil_and_gas_extraction,0,0,204,1,0,2383,0,0,0,0,0,0,0,9585,18,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,117,1,8,993,5,1146,772,34,15,3,2,143,1,95,643,24,889,3143,31,10,8,14,15,4,2,5,0,2,23,0,28,2,57,0,1,0,31,14,6,1,5,0,7,32,90,80,47
213_Support_activities_for_mining,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,159,11,119,358,1,24,65,387,197,89,110,368,84,487,830,125,570,1158,428,198,168,152,205,136,44,69,227,2931,299,24,236,388,259,11,272,250,288,340,705,82,168,185,796,62,197,965,1664
23_Construction,242,0,0,78,0,387,23,85,30,11,24,79,18,318,138,18,67,112,61,52,43,27,52,41,12,13,33,406,490,16,204,110,5426,18,116,59,110,227,110,40,54,42,206,11,618,508,2969
311FT_Food_and_beverage_and_tobacco_products,4775,102,2,1,0,5,21,16986,67,338,1,210,3,71,647,8,12,17,12,9,16,5,4,10,10,46,440,1310,142,0,35,21,4,2,59,0,6,5,695,178,261,11036,131,89,531,1,599
313TT_Textile_mills_and_textile_product_mills,88,113,6,47,1,18,247,80,7160,6364,49,195,253,0,73,613,77,4,29,15,6,31,374,46,430,384,726,153,172,0,10,0,1,4,7,0,19,0,53,2,66,1,102,9,274,5,53
315AL_Apparel_and_leather_and_allied_products,13,4,1,1,5,23,83,42,29,5852,17,24,31,8,25,19,23,53,66,53,56,36,43,34,21,121,10,52,31,0,25,5,1,6,31,0,19,1,60,15,28,0,533,2,143,8,71
321_Wood_products,103,13,49,64,6,265,4361,82,13,40,1819,335,0,8,45,33,61,117,181,91,44,90,86,86,774,160,77,13,29,1,166,1,67,0,1,0,3,2,37,3,10,0,18,21,32,68,3
322_Paper_products,20,118,4,35,1,47,316,2144,190,194,65,5352,1749,234,1056,197,470,47,419,113,242,265,150,35,100,503,362,1492,132,2,1863,447,27,9,232,12,60,62,148,17,33,7,162,6,111,14,253
323_Printing_and_related_support_activities,1,1,1,1,0,28,17,369,6,89,3,16,813,8,27,2,5,12,148,9,133,4,174,15,3,7,119,223,95,1,1632,819,42,8,267,41,40,224,48,28,4,1,351,15,204,29,347
324_Petroleum_and_coal_products,728,67,34,109,61,384,1133,110,22,15,35,99,14,1473,186,12,59,114,117,96,46,38,60,72,7,25,171,761,1702,7,125,112,211,5,177,27,54,77,110,16,49,8,298,22,1076,114,621
325_Chemical_products,2347,51,123,254,40,265,975,494,2764,278,183,988,378,739,8929,2154,376,560,736,178,310,443,249,100,129,383,169,147,256,0,121,38,382,28,159,30,177,85,1693,61,63,10,540,14,1127,217,673
326_Plastics_and_rubber_products,194,32,38,123,10,74,694,530,121,337,74,346,90,85,572,497,184,83,305,418,422,418,805,215,298,445,159,469,310,1,86,18,176,77,376,4,209,13,207,11,43,0,425,10,246,39,181
327_Nonmetallic_mineral_products,37,1,84,80,89,374,5903,832,45,2,95,23,0,73,267,39,1617,147,209,226,376,249,384,56,85,106,54,213,114,0,230,3,141,42,39,3,22,6,49,11,18,0,199,24,24,99,65
331_Primary_metals,5,25,131,266,392,126,1494,14,1,0,107,79,44,71,607,43,184,11771,10816,4448,1007,2810,4644,1785,382,1038,1,4,204,0,72,2,63,1,7,0,7,2,22,2,3,0,12,7,225,42,3
332_Fabricated_metal_products,139,383,348,338,86,686,9110,1989,13,91,278,222,24,187,957,195,172,1154,3638,2255,1176,775,3891,2097,431,354,21,362,704,2,372,5,312,8,467,12,133,18,100,14,17,4,1113,38,2069,194,51
333_Machinery,264,6,144,254,106,131,1853,131,130,31,61,154,255,119,484,62,124,631,704,2769,360,276,810,652,18,38,42,86,115,3,187,56,105,59,515,2,161,42,234,6,5,0,533,9,369,63,210
334_Computer_and_electronic_products,1,1,26,5,0,32,480,3,1,2,1,1,1,29,31,1,1,53,117,241,9258,225,298,1301,1,178,543,24,129,0,442,13,15,30,174,131,50,22,12,3,2,0,455,2,2746,10,45
335_Electrical_equipment_appliances_and_components,53,6,159,77,5,335,3590,4,4,7,59,6,1,24,52,2,45,356,106,1240,1049,1842,420,132,1,98,32,68,185,0,164,15,183,15,115,4,67,25,36,9,12,0,198,15,293,87,89
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,40,19,62,104,1,3,54,97,0,3,102,0,2,0,39,34,25,140,271,1463,345,234,15304,554,8,36,101,2156,225,2,5,1,1,191,125,7,78,1,11,2,4,0,1018,6,311,27,57
3364OT_Other_transportation_equipment,8,22,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,6129,0,0,9,0,1000,0,1,0,0,2,15,0,10,1,1,10,2,0,15,2,5751,0,5
337_Furniture_and_related_products,0,0,10,10,0,54,909,0,0,0,55,0,0,1,1,0,0,2,0,0,554,0,3,6,253,14,0,2,1,0,35,0,5,0,0,0,0,0,5,0,1,0,2,3,23,8,16
339_Miscellaneous_manufacturing,8,14,3,5,1,18,205,37,68,478,17,20,69,7,33,72,69,66,42,71,92,57,40,28,19,1205,57,238,60,1,45,140,79,10,321,0,40,176,866,84,35,0,819,2,221,15,388
42_Wholesale_trade,1931,193,118,240,63,456,3011,4938,1017,1507,424,996,521,1036,1551,435,419,1106,1103,1204,1166,678,1764,618,279,681,798,1048,1324,5,551,192,253,45,390,40,131,138,579,76,93,1264,838,32,1451,140,771
44RT_Retail_trade,414,21,39,55,9,133,1351,797,133,100,295,154,46,54,461,116,102,137,212,312,237,133,812,149,143,110,50,232,256,1,95,18,55,16,82,0,24,15,104,6,12,0,151,0,3,0,0
481_Air_transportation,66,14,3,6,1,3,100,201,71,80,20,38,40,2,146,36,8,32,30,41,94,34,154,56,2,42,12,103,171,12,37,416,1,25,88,6,91,63,36,10,54,30,58,187,130,3,181
482_Rail_transportation,283,19,26,250,17,301,970,894,156,59,208,316,93,76,495,94,356,1123,351,203,111,139,446,109,89,90,48,133,264,0,111,20,46,11,56,2,36,14,78,8,13,131,83,234,151,38,74
483_Water_transportation,75,4,10,58,3,74,127,204,23,9,42,45,12,396,73,13,51,193,28,14,9,10,17,8,4,9,11,41,73,0,11,3,15,0,7,3,4,5,12,37,6,17,18,58,42,9,33
484_Truck_transportation,346,40,18,100,54,156,966,1382,202,184,73,218,78,114,265,66,228,461,241,161,129,103,305,86,47,96,282,225,2798,16,136,43,389,24,201,5,89,53,131,15,37,138,137,193,185,76,269
485_Transit_and_ground_passenger_transportation,10,5,13,7,0,30,137,47,11,20,7,14,20,7,69,17,17,21,76,59,100,33,25,64,8,25,196,108,90,1,83,105,27,9,389,3,37,32,99,35,21,0,104,3,27,8,714
486_Pipeline_transportation,11,1,34,2,1,226,9,2,0,0,0,1,0,1614,6,0,1,2,2,2,1,1,1,1,0,0,3,12,32,0,1,0,3,0,3,1,1,1,1,0,1,0,5,0,17,2,9
487OS_Other_transportation_and_support_activities,1,1,1,1,0,3,16,12,1,2,1,5,11,1,9,2,2,2,9,7,12,4,3,7,1,6,901,1049,5501,36,10,305,3,1,44,1,4,4,11,66,198,0,11,59,0,1,9
493_Warehousing_and_storage,562,1,0,1,0,2,1,1,1,0,0,1,2,3,15,0,0,0,10,0,3,0,1,1,0,0,179,942,344,24,15,26,40,6,81,0,35,6,17,4,4,5,13,0,55,21,79
511_Publishing_industries_except_internet_includes_software,21,1,1,0,0,7,7,8,2,4,2,3,3,3,8,2,6,19,12,10,13,5,5,11,2,3,17,19,15,2,251,58,7,5,283,15,22,313,132,11,9,0,150,1,14,5,947
512_Motion_picture_and_sound_recording_industries,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0,0,2,3,16,0,1396,4,0,1,8,3,2,6,8,0,1,0,25,3,55,0,28
513_Broadcasting_and_telecommunications,87,1,3,9,5,89,249,106,30,56,18,43,41,18,88,28,45,77,135,126,181,53,56,156,20,42,469,653,342,4,2271,628,124,33,417,1381,143,189,232,39,47,6,177,6,213,27,311
514_Data_processing_internet_publishing_and_other_information_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,164,93,0,0,376,279,0,0,0,0,0,0,0,7,278,16,775
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,529,49,128,124,15,391,736,287,115,186,84,92,83,370,276,59,130,246,289,288,240,114,189,114,46,102,759,3575,674,11,402,4790,2189,40,774,285,264,46,245,113,346,11,274,83,57,23,0
523_Securities_commodity_contracts_and_investments,0,0,1,4,0,15,4,6,1,2,1,5,1,29,10,2,3,6,5,6,6,2,3,3,1,4,2,4,1,0,12,1478,7,0,4,177,4,0,1,1,1,0,4,1,0,0,30
524_Insurance_carriers_and_related_activities,323,9,22,57,7,69,460,92,19,35,22,26,20,43,46,16,55,134,94,54,33,22,33,39,29,20,423,747,595,2,73,5474,1528,62,172,14,109,62,306,82,74,11,357,8,14,155,258
525_Funds_trusts_and_other_financial_vehicles,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,1738,93,33,5,0,48,0,12,0,0,0,0,0,0,0,0
531_Real_estate,1230,50,0,283,8,89,386,226,98,146,47,148,98,334,519,64,145,90,262,281,328,157,106,185,44,114,850,3633,693,32,702,1022,2217,95,1104,107,299,894,1004,264,205,18,959,44,86,74,299
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,203,13,2703,37,10,43,364,74,17,24,18,30,16,70,69,13,38,98,59,47,41,24,199,76,9,14,309,277,293,3,146,292,177,7,338,223,59,63,93,18,26,0,217,17,171,42,193
5411_Legal_services,36,2,37,11,5,39,1262,49,14,15,8,21,9,7,47,5,16,49,38,31,11,16,13,40,4,5,361,184,80,8,76,443,450,19,1096,167,51,32,87,34,27,0,140,2,146,16,147
5412OP_Miscellaneous_professional_scientific_and_technical_services,400,12,69,97,11,197,2209,1667,118,201,63,168,87,436,1891,172,157,389,331,270,295,341,280,217,78,315,2027,3846,489,17,952,2711,1557,21,1635,849,151,191,178,212,212,30,509,31,618,115,609
5415_Computer_systems_design_and_related_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,24,0,0,402,560,0,0,0,0,0,0,0,19,350,41,218
55_Management_of_companies_and_enterprises,0,6,180,150,239,10,108,2436,311,521,65,389,177,183,1094,282,211,522,565,1040,804,331,606,623,130,188,1310,2230,376,0,285,271,42,25,101,0,208,22,277,46,82,1,269,0,4,7,2
561_Administrative_and_support_services,312,9,30,75,37,63,520,179,42,54,25,84,40,176,233,45,78,224,147,136,157,60,92,167,22,44,857,298,138,39,229,681,344,4,210,99,49,77,111,27,158,0,173,26,385,81,350
562_Waste_management_and_remediation_services,220,0,19,17,1,51,35,53,27,12,4,92,10,91,80,14,13,78,32,16,28,19,33,31,2,3,103,457,184,0,55,186,379,3,106,3,17,247,276,22,59,0,183,9,39,54,127
61_Educational_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,758,1,128
621_Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,12,368
622HO_Hospitals_and_nursing_and_residential_care_facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1
624_Social_assistance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,1,1,2,1,0,4,16,5,1,2,1,2,2,1,8,2,2,3,9,7,12,4,3,8,1,3,34,362,6,1,338,40,13,0,53,55,1,9,12,541,2,0,15,0,81,1,0
713_Amusements_gambling_and_recreation_industries,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,4,46,19,0,51,2,2,0,6,14,0,1,1,1,0,0,2,1,10,0,0
721_Accommodation,13,6,16,9,0,36,167,56,14,24,9,17,24,8,84,21,21,26,92,71,121,40,30,77,9,30,238,142,71,6,100,189,32,11,476,18,45,39,120,45,26,0,126,3,579,9,311
722_Food_services_and_drinking_places,36,18,59,30,0,59,522,177,42,80,27,51,74,26,305,90,64,79,321,280,472,144,105,313,29,103,389,229,87,2,213,277,53,14,490,91,70,157,196,69,42,0,192,4,99,15,53
81_Other_services_except_government,397,37,14,42,7,182,588,310,37,52,37,89,69,50,184,32,72,86,181,108,114,55,677,212,20,44,1062,1948,1156,4,617,698,193,62,952,476,450,194,740,75,520,20,1229,27,649,43,332
GFE_Federal_government_enterprises,5,1,5,8,1,118,32,43,18,45,6,15,26,21,37,9,13,22,31,33,45,17,35,31,8,24,134,623,90,3,315,884,409,54,366,8,262,106,201,11,21,7,175,1,146,11,196
GFG_Federal_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSLE_State_and_local_government_enterprises,1,1,0,0,1,4,30,8,2,1,1,3,0,1,5,1,1,7,1,0,2,2,3,2,0,0,27,51,75,0,9,13,47,2,12,1,2,21,21,2,6,0,22,1,134,5,17
GSLG_State_and_local_general_government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Other_Noncomparable_imports_and_rest_of_the_world_adjustment,0,62,0,0,4,0,201,29,31,12,0,0,0,5,73,5,1,1,0,39,129,30,57,61,0,363,44,25,1681,0,299,297,0,0,21,32,0,2,1,36,0,8,70,287,3802,0,6
Used_Scrap_used_and_secondhand_goods,0,0,35,20,0,0,8,0,17,0,0,115,0,8,30,6,5,848,26,16,0,1,88,0,0,0,0,6,2,0,1,0,0,6,2,18,0,0,0,0,0,0,17,0,-189,0,28
