commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,16608,1396,0,0,0,5,175,92642,3504,7,0,0,0,0,242,0,0,1,0,0,0,0,0,0,0,25,1454,111,4,0,4,0,45,0,14,1,0,80,295,27,94,1811,71,13,-167,5,680
113FF_Forestry_fishing_and_related_activities,11092,3714,2,5,0,85,171,2699,273,321,9405,3124,17,5,287,1124,10,16,7,9,15,40,10,7,31,262,114,165,63,0,70,31,0,6,18,0,60,258,350,65,277,1705,96,36,77,178,189
211_Oil_and_gas_extraction,0,0,4590,0,0,18099,0,0,0,0,0,0,0,73151,3064,147,0,17,0,0,0,0,0,0,0,0,0,0,1171,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0
212_Mining_except_oil_and_gas,329,1,1,4979,26,9197,4014,139,45,6,18,759,16,329,3205,59,5124,8770,90,155,190,188,762,87,9,949,23,21,72,0,87,5,544,3,0,2,12,18,26,2,12,8,18,1051,58,1125,206
213_Support_activities_for_mining,0,0,1157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,1779,49,1617,2706,85,136,1433,3818,1645,543,1106,3644,891,1659,9627,2548,3417,7724,2687,1897,2483,1013,2212,1066,510,897,4209,11715,1534,68,1091,1793,366,389,1276,1347,1413,695,5432,722,2199,4638,2567,366,2110,6442,14076
23_Construction,196,55,0,247,1,4154,102,208,109,53,135,167,76,149,403,147,245,692,831,551,537,188,437,539,138,141,578,1643,2040,66,3880,680,18504,25,131,300,146,1420,858,107,543,426,1509,372,3783,7731,22981
311FT_Food_and_beverage_and_tobacco_products,12171,147,4,5,0,2,0,58792,29,913,6,361,6,24,1470,19,33,10,15,21,12,7,6,8,18,165,1855,4866,275,0,139,5,9,3,83,1,7,100,5997,675,2858,46044,707,393,1324,4,5951
313TT_Textile_mills_and_textile_product_mills,187,116,0,26,0,33,1469,79,16347,15881,113,922,145,21,185,1691,142,7,4,176,4,71,2798,403,1994,1229,1796,177,851,0,83,81,188,0,15,1,12,12,829,37,477,38,369,92,180,47,531
315AL_Apparel_and_leather_and_allied_products,43,12,8,25,0,12,182,23,112,12883,6,26,31,4,18,29,22,21,49,30,99,10,435,15,207,228,142,107,170,0,130,48,36,84,97,0,86,13,748,110,151,116,1122,24,620,50,1461
