commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,48_Transportation,493_Warehousing_and_storage,51_Information,52_Finance_and_insurance,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,54_Professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,56_Administrative_and_waste_management_services,61_Educational_services,62_Health_care_and_social_assistance,71_Arts_entertainment_and_recreation,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government
111CA_Farms,15663,1117,3,0,0,0,0,79171,2600,2,0,0,0,0,272,0,3,0,0,0,0,0,0,0,0,39,1256,50,4,0,2,0,24,0,4,2,0,61,255,114,68,1546,41,7,628,2,733
113FF_Forestry_fishing_and_related_activities,6886,6167,9,53,0,56,457,2231,235,233,7783,2031,8,9,367,741,6,11,13,4,5,14,38,4,23,58,397,60,36,0,18,7,0,2,4,0,14,82,94,83,82,886,36,20,44,57,154
211_Oil_and_gas_extraction,0,0,3437,0,0,18809,0,0,0,0,0,0,0,79168,1686,78,0,31,0,0,0,0,0,0,0,0,0,0,1253,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,87,0,0
212_Mining_except_oil_and_gas,240,3,28,5410,33,11909,1807,129,41,9,11,413,4,336,2617,56,2921,11359,93,119,59,109,307,80,7,559,5,7,64,0,37,1,243,1,0,1,5,25,8,2,3,3,7,511,69,737,236
213_Support_activities_for_mining,0,0,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2065,140,1509,2314,95,120,1096,2686,1087,418,706,2558,417,3561,6211,1263,2886,8168,2185,1322,1193,750,1654,885,278,351,2582,5690,1052,71,850,1219,1527,189,787,756,727,715,2965,343,1031,1862,1284,181,1135,5180,6940
23_Construction,298,149,0,169,4,1751,121,374,116,68,95,205,68,463,391,127,255,591,561,264,200,122,313,240,61,74,543,775,1469,47,1018,279,9776,39,108,136,90,620,852,146,213,277,830,73,1536,1390,9772
311FT_Food_and_beverage_and_tobacco_products,13924,172,8,3,1,6,9,39133,12,593,4,279,10,44,1275,10,26,12,14,17,14,6,6,11,38,104,1111,1692,104,0,145,7,2,5,18,0,9,108,3155,308,1157,28608,363,648,633,2,3716
313TT_Textile_mills_and_textile_product_mills,205,161,24,44,3,47,1288,51,12827,11557,143,685,82,29,138,1407,125,6,30,107,1,66,1526,276,1172,905,1140,140,583,0,63,84,125,1,4,0,8,12,475,35,183,48,235,47,86,26,291
315AL_Apparel_and_leather_and_allied_products,21,13,12,12,2,5,39,9,52,4939,3,7,7,4,9,11,10,16,19,10,35,4,118,13,54,99,54,46,62,0,38,8,5,15,12,0,18,6,231,65,33,6,208,5,170,10,293
