commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,8006.4165585893215,39.155634008455024,0,4.894454251056878,2.8456129366609755,0,220.59191484995884,0,0,0,0,0,0,0,0,0,0,25.269042877549463,24616.942216984236,154.5736947194242,0,0,0,0,809.9752662911801,0,155.7119398940886,50.76573479003181,164.02112966913865,39.49710756085434,41.65977339271669,0,0,0,0,0,0,14.569538235704195,0,0,0,0,0,0.22764903493287805,0,0,0,0.11382451746643903,0.6829471047986342,0,0.22764903493287805,0.11382451746643903,109.49918580271434,3.8700335938589268,178.13536983497707,0,12.520696921308293,0,0,0,0,0,69.54678017199424,4.666805216124,231.63289304420343
113FF_Forestry_fishing_and_related_activities,5418.98547765846,1203.7567541818082,0,19.332543927701334,0,0,0,2532.5632545288745,0.24471574592027004,0,0,0,0,0,0,0,8.809766853129721,43.804118519728334,1884.066527840159,0,11.256924312332421,1196.9047132960407,10.033345582731071,5.6284621561662105,80.75619615368912,399.62081308780097,0,0,201.6457746383025,0,0.4894314918405401,0,0,0,0,0,0,1.7130102214418903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.92529228424047,3.4260204428837806,0.7341472377608101,0,19.087828181781063,0,0,0,0,0,65.3391041607121,126.51804064077962,972.5003742871531
211_Oil_and_gas_extraction,0,0,8695.859304484851,0.38600227736527215,0,8588.93667365467,0,0,0,4.632027328383266,0,0,0,0,0,0,0,0,0,0,0,0,0,112806.8495463366,1014.0279826385699,0,0.7720045547305443,0,0,0,0.38600227736527215,0,0,0,0,0,3.8600227736527213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38600227736527215,1.5440091094610886,0,0.38600227736527215,0,0.38600227736527215,0.38600227736527215,0,0,0,0.38600227736527215,0.7720045547305443,1.5440091094610886
212_Mining_except_oil_and_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,79.83576882569773,8.393878357030015,5.511881253291206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2422261716692996,0.014830173775671404,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,13.35809987648579,0.21356576675064884,19.26187682583934,9.502213841179554,0.44468488419313185,100.21500465812981,15.444023050365415,4.20110193224564,9.75381186776251,14.993487049275004,11.444784651075867,5.6082955460410115,1.734856160042942,1.843101822642586,7.837571083903948,2.004007537317732,1.4920348088059028,2.1473599013010447,23.187976263912915,2.8553450458716885,0.5266005207550245,14.31768304763939,2.8407172536284935,26.847849883160336,40.8115403585144,13.650655721349692,46.296962449712574,10.268710154722978,23.931068109867226,13.74427359170614,48.29511887013303,0.23697023433976105,0.34229033849076596,0.2867047279666245,5.16068510339924,0.4856427024740782,2.94018624088222,2.5774169932509814,31.373688803204907,1.98060306972862,0.9888387556399906,11.204888858287466,5.690211182602904,6.54154869115686,2.989920734509084,2.276084473041162,2.621300369980567,0.06728784431869758,362.0173791099389,4.569722296774158,1.3282035356821174,0.7460174044029514,12.026970782355033,27.76354967758435,9.812323036735291,1.5125137179463761,18.627030642484673,9.116040125959202,27.301311442699383,6.418675236314021,3.484340112329079,2.2614566807979664,7.7439532135475,18.910809812002658,59.90958591122996
23_Construction,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
321_Wood_products,59.45795203327073,3.977120537342524,0,30.723256150970997,28.336983828565483,0,3858.6023453297166,2204.21962980866,35.59522880921559,56.07739957652959,23.564439183754455,71.58816967216544,34.70037668831352,51.603138972019245,332.1889928815343,14.516489961300213,606.5108819447349,106.9845424545139,47.526590421243164,5.070828685111718,0.3977120537342524,539.5958289039469,0.2982840403006893,0,26.944991640495598,173.30302741470047,493.6600866976408,10.042229356789873,86.70122771406702,13.025069759796766,140.9889230487925,0,245.58719318090084,0,14.914202015034464,0,0.2982840403006893,10.93708147769194,28.138127801698356,5.269684711978845,8.3519531284193,97.14116912459114,157.49397327876395,7.158816967216543,0.3977120537342524,0.7954241074685048,0,12.428501679195387,840.7632815942095,37.9815011316211,1.5908482149370096,1.4914202015034466,76.75842637071071,0.2982840403006893,70.69331755126336,2.087988282104825,2.7839843761397667,26.149567533027096,27.442131707663414,0.4971400671678155,62.83850449001188,0.6959960940349417,14.41706194786665,55.87854354966246,92.66690852008081
327_Nonmetallic_mineral_products,0.9473398700787935,8.999728765748538,701.978843728386,253.88708518111665,447.1444186771905,69.15581051575192,34008.55399595861,460.88084679333303,6682.5354435358095,801.4495300866593,574.5616312027882,910.3936151457206,76.73452947638228,744.1354679468923,3844.7788627147834,156.78474849804033,158.20575830315852,326.3585852421444,2390.138492208796,74.83984973622469,0,177.6262256397738,0.9473398700787935,1003.2329224134423,800.5021902165805,844.079824240205,51.15635298425485,137.83795109646445,36.94625493307294,31.73588564763958,461.8281866634118,0,10.894408505906124,0,30.78854577756079,0,0,21.315147076772853,104.68105564370669,2.368349675196984,1.4210098051181903,1219.7000827264467,657.4538698346827,27.946526167324407,30.314875842521392,3.789359480315174,0,72.9451699960671,46.89332356890028,218.8355099882013,0.47366993503939675,37.89359480315174,2128.1990181320098,26.52551636220622,541.4047357500305,96.15499681299754,25.104506557088026,1107.4403081221096,865.3949713169778,102.3127059685097,170.52117661418282,5.210369285433364,62.998101360239765,62.05076149016097,1052.968265592579
331_Primary_metals,86.33608815426997,0,5731.807452515586,595.264607800493,486.2084964477309,8.179208351457156,4725.764825286356,430.7716398434102,1155.0859794113383,57072.69827461215,62985.357111787736,28453.648252863564,2110.2357546759463,12411.494272872264,45590.907351022186,7348.564303320284,3482.525155864869,5645.471364361317,4883.896186747861,181.76018558793677,0,665.2422792518487,22.720023198492097,55.43685660432072,57.254458460200084,1384.1038132521387,1126.0043497172683,3.6352037117587357,0,0,801.5624184428012,0,898.8041177323474,0,0,0,0,318.98912570682904,0,16.35841670291431,11.81441206321589,223.56502827316226,437.133246338988,0,0,0.9088009279396839,0,3.6352037117587357,3556.1380310279833,115.41771784833986,0,0.9088009279396839,1498.6127301725387,40.89604175728578,478.0292880962737,437.133246338988,122.68812527185733,74.52167609105408,21.811222270552413,17.267217630853995,262.6434681745687,15.449615774974626,277.1842830216036,16.35841670291431,129.0497317674351
