commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,2087.6035222386863,40.54396482619574,0,2.090664852916171,0.29866640755945295,0,79.66926421648408,0,0,0,0,0,0,0,0,0,0,19.935982704593485,9072.365462627833,301.5784050331576,0,0,0,0,414.1756406830714,0,204.88515558578473,40.24529841863629,35.839968907134356,2.165331454806034,14.634653970413195,0,0,0,0,0,0,2.31466465858576,0,0,0,0,0,0.07466660188986324,0,0,0,0,0,0,0.2239998056695897,0,9.034658828673452,0.4479996113391794,33.301304442879,0,8.213326207884956,0,0,0,0,0,9.855991449461948,1.0453324264580854,48.23462482085165
113FF_Forestry_fishing_and_related_activities,1889.1821803694313,1276.0210068815647,0,8.54690329590728,0,0,0,1896.1463237957262,0.15827598696124592,0,0,0,0,0,0,0,3.4820717131474104,23.583122057225644,546.6852589641434,0,6.647591452372329,511.70626584570806,10.762767113364722,0.4748279608837378,44.317276349148855,206.3918869974647,0,0,53.02245563201738,0,0,0,0,0,0,0,0,0.15827598696124592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.381383556682361,0.6331039478449837,0,0,5.381383556682361,0,0,0,0,0,16.460702643969576,21.68381021369069,242.9536399855125
211_Oil_and_gas_extraction,0,0,4459.925165864225,7.273477342641196,0,10419.8980707461,0,1.7114064335626344,0,50.486489790097714,0.4278516083906586,0,0,0,0,0,0,0,0.4278516083906586,0,0,1.7114064335626344,0.4278516083906586,42919.078392492134,1712.2621367794159,1.7114064335626344,9.840586992985148,4.278516083906586,2.99496125873461,1.7114064335626344,8.98488377620383,0,0,0,0,0,32.08887062929939,0,0.4278516083906586,1.2835548251719757,0.4278516083906586,1.2835548251719757,0,0,0,0,0,0,0,0,0,0.4278516083906586,7.273477342641196,13.263399860110416,3.8506644755159276,14.974806293673051,0.8557032167813172,4.278516083906586,4.278516083906586,2.99496125873461,0.8557032167813172,0.4278516083906586,5.562070909078562,8.129180559422513,26.526799720220833
212_Mining_except_oil_and_gas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,77.08662959191666,24.94712931777238,6.807002428135036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14255502467298503,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,8.462772479245247,0.5230852746553354,2.9983995207921903,6.289477707165342,0.05604485085592879,34.361720780335006,8.322660352105427,3.65225611411136,7.046083193720381,13.808828530335788,9.381285312717415,5.75393802120869,11.641760963906542,2.0892274957960124,5.697893170352761,2.2667028568397867,1.5879374409179825,2.459746232010208,15.636513388804133,4.520951302378256,3.3689182570063863,10.558227180691919,2.465973437660867,3.3471230372290806,29.513841181297167,9.393739724018731,14.531184385812205,8.325773954930755,13.20167597939656,8.621566223337046,22.321418654786306,0.11208970171185759,0.28645145993030274,6.635087620776903,0.8437863656642612,0.14633933279048073,13.60644434668938,1.7093679511058282,2.285384473791763,1.8121168443416977,2.615426373276677,5.019127754430956,0.7846279119830031,3.185215690311953,2.1514995523026,0.5230852746553354,3.85152669493244,0.02490882260263502,95.30738248333225,3.0668987829494365,1.0866473860399526,1.2392139244810922,5.0346957685576035,8.827064009808785,5.629393908195515,1.8837297093242733,6.607065195348938,3.770573021473876,4.564541741932867,2.786674528669793,0.8282183515376144,0.8468999684895906,3.216351718565247,7.690598978563562,29.376842656982674
23_Construction,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
321_Wood_products,13.407712825030751,1.5031068189496357,0,7.214912730958252,2.2847223648034465,0,1779.3177279998208,1352.1948943270922,33.36897138068191,12.986842915724853,17.917033281879657,59.70340284867953,61.02613684935521,14.550074007432475,135.3397379782252,10.221126368857524,457.60583996102713,98.54368305033812,12.505848733660969,4.449196184090922,0.06012427275798543,316.4941717980353,1.6233553644656067,0,16.353802190172036,98.54368305033812,61.14638539487118,7.695906913022135,18.81889737324944,5.8320544575245865,25.432567376627837,0,35.172699563421475,0,2.9460893651412863,0,0.3607456365479126,1.382858273433665,0.7214912730958252,33.729717017229824,28.85965092383301,27.536916923157328,23.628839193888275,2.0442252737715045,0.06012427275798543,0.1803728182739563,0,0,98.90442868688604,8.056652549570048,0.6012427275798543,0.06012427275798543,6.493421457862427,0.06012427275798543,3.3068350016891985,0.30062136378992715,1.262609727917694,7.094664185442281,3.787829183753082,0.06012427275798543,24.410454739742086,0.30062136378992715,6.914291367168325,11.18311473298529,34.87207819963155
327_Nonmetallic_mineral_products,1.2972418534924877,5.967312526065443,42.679256979902846,27.760975664739235,14.918281315163608,1.556690224190985,4662.287221452,115.7139733315299,1645.810739525919,193.54848454107915,127.51887419831154,237.265535003776,206.39117889065477,336.5045367959513,631.1081617240952,22.312559880070786,53.835536919938235,112.73031706849717,500.4759070774017,125.70273560342206,0,26.20428544054825,0.518896741396995,22.701732436118533,168.77116513937264,164.10109446679968,28.02042403543773,23.99897428961102,6.486209267462438,11.934625052130887,48.516845320619034,0,2.724207892334224,0,1.556690224190985,0,0.12972418534924876,1.556690224190985,2.4647595216357265,1.9458627802387314,0.38917255604774625,114.15728310733891,26.074561255199,8.042899491653424,5.059243228620701,0.6486209267462438,0,0,1.8161385948894826,10.248210642590653,0.12972418534924876,2.853932077683473,135.43204950461572,24.517871031008017,37.87946212198064,10.637383198638398,7.39427856490718,267.8804427461987,85.61796233050418,24.777319401706514,12.323797608178632,1.03779348279399,11.026555754686145,12.064349237480135,156.7068159018925
331_Primary_metals,49.83125799602125,0,536.796125739318,175.6428499661739,39.470303363185145,0,1021.7874783144555,132.71889505871005,225.96748675423495,24123.26265799468,23330.89631797874,11802.607463176439,4917.999799052869,7123.896378262879,16393.49712310691,2823.1134480518176,1520.5934370667078,2157.545457590108,2029.760350451796,128.27848593035174,0,149.00039519602393,32.56300027462775,6.9073030885574,17.2682577213935,735.1344001393234,362.14003335722373,1.480136376119443,0,0,96.20886444776379,0,224.98072917015534,0,0,0,0,18.748394097512943,0,39.470303363185145,23.188803225871272,40.45706094726477,19.24177288955276,0,0,0.49337879203981433,0,0,203.2720623204035,28.122591146269418,0,0,91.76845531940546,4.440409128358329,31.082863898508304,11.34771221691573,18.25501530547313,35.52327302686663,3.4536515442787,2.960272752238886,14.80136376119443,5.920545504477772,68.08627330149437,4.440409128358329,22.202045641791646
332_Fabricated_metal_products,127.95005032971098,15.701082602354198,178.3587892109534,75.88856591137863,34.019012305100766,35.2585714579182,5591.9267959489725,308.2370426672693,272.01436964604864,543.34009531830975,3289.9277203722345,2778.265247848148,2079.8425296329015,1037.5110109081945,3745.3968446352637,1015.6121325417532,362.5021878017215,439.0793976868876,1652.1946219108856,179.59834836377084,55.366975492512175,410.8449947616015,292.94914644918754,16.940641755171637,978.2876291624726,789.5991803447072,136.21377801516056,39.80362168491547,12.257862733416875,7.161897327389634,129.74052466155837,24.377996672076257,42.007282401035354,152.19031820702975,57.846093798147045,8.26372768544958,51.92375562357485,20.38386162410896,8.952371659237043,279.03853817868077,6.197795764087184,456.4332258263317,67.34938063641407,3.4432198689373243,0.4131863842724789,0.27545758951498595,1.1018303580599438,0,26.581657388196145,47.51643419133507,1.9282031266049016,25.755284619651185,176.84377246862098,34.983113868403215,96.96107150927506,44.07321432239775,17.216099344686622,14.186065860021776,23.27616631401631,1.2395591528174368,54.402873929209726,3.305491074179831,78.64314180652849,15.701082602354198,168.99323116744387
333_Machinery,401.8082418830952,42.95574298584471,240.52996137035007,306.57302875168756,109.55379412668921,0.9989707671126675,2043.117212249208,41.17979495542219,27.860184727253284,162.72123828746342,354.8566158287998,2940.858941627792,113.7716706989427,208.00791306323768,1612.1168246160425,341.7589991044337,9.101733655915416,106.66787857725262,160.61230000133668,7.769772633098525,20.97838610936602,96.45617740232312,242.1949126488712,3.3299025570422254,352.08169703126464,232.3162017296459,85.91148597168942,19.09144132704209,9.101733655915416,5.993824602676005,47.95059682140804,0.44398700760563004,64.15612259901354,0.3329902557042225,12.431636212957642,3.773889564647855,9.878710919225268,17.42649004852098,8.657746648309786,52.39046689746434,43.06673973774611,43.06673973774611,27.63819122345047,1.8869447823239276,1.4429577747182976,0,0,0.22199350380281502,31.63407429190114,42.51175597823907,3.773889564647855,25.86224319302795,51.946479889858715,6.770801865985858,145.62773849464665,45.730661783379894,54.7213986873939,35.62995736035181,15.761538769999866,9.101733655915416,4.217876572253485,3.3299025570422254,7.54777912929571,4.328873324154893,32.07806129950677
334_Computer_and_electronic_products,0.3956896551724138,0.029310344827586206,0.17586206896551723,0.3956896551724138,0.14655172413793102,0.6594827586206896,57.067241379310346,6.668103448275862,11.782758620689656,17.351724137931033,35.91982758620689,100.97413793103448,1888.4948275862068,58.31293103448276,185.90086206896552,170.43965517241378,9.232758620689655,29.85258620689655,22.95,16.95603448275862,2.1103448275862067,6.8293103448275865,29.14913793103448,1.3922413793103448,40.46293103448276,20.88362068965517,38.616379310344826,7.8405172413793105,2.55,1.4068965517241379,14.274137931034483,0.07327586206896551,1.2017241379310344,0.014655172413793103,1.2017241379310344,0.014655172413793103,0.27844827586206894,0.7034482758620689,1.0991379310344827,29.412931034482757,31.025,111.15948275862068,11.9,7.488793103448276,2.6672413793103447,0.8793103448275862,4.645689655172414,0.996551724137931,0.8206896551724138,1.2603448275862068,28.782758620689656,27.15603448275862,61.4051724137931,51.01465517241379,24.66465517241379,0.4689655172413793,10.463793103448277,35.26034482758621,2.0370689655172414,1.1724137931034482,1.143103448275862,0.14655172413793102,0.9232758620689655,11.372413793103448,1.8758620689655172
