commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,2355.976453697057,45.888905753256076,0,1.8533483745256898,1.1861429596964415,0,124.47087683314533,0,0,0,0,0,0,0,0,0,0,24.167662803814995,10709.68478309917,212.76439339554918,0,0,0,0,299.9459009332376,0,29.57944005743001,12.454501076812635,34.47227976617783,8.451268587837145,9.340875807609477,0,0,0,0,0,0,2.594687724335966,0,0,0,0,0,0,0,0,0,0,0.07413393498102759,0,0.07413393498102759,0,19.274823095067173,1.260276894677469,24.31593067377705,0,4.818705773766793,0,0,0,0,0,12.751036816736745,1.260276894677469,46.111307558199165
113FF_Forestry_fishing_and_related_activities,3021.595383120039,1940.087996112101,0,15.209023165397701,0,0,0,3181.810983314434,0.20834278308763973,0,0,0,0,0,0,0,6.8753118418921115,49.37723959177062,1236.7227604082295,0,10.000453588206707,810.0367406447433,8.33371132350559,0.6250283492629192,83.54545601814354,328.9732544953831,0,0,84.37882715049409,0,0.20834278308763973,0,0,0,0,0,0,0.20834278308763973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.167309249959501,1.4583994816134782,0,0,9.792110805119068,0,0,0,0,0,26.042847885954966,46.46044062854366,437.7281872671311
211_Oil_and_gas_extraction,0,0,18913.971969279097,10.780702205435524,2.053467086749624,41799.34928433197,0,7.7005015753110895,0.513366771687406,60.577279059113906,1.540100315062218,0.513366771687406,0,0,0.513366771687406,0,0,0,2.56683385843703,0,0,6.160401260248872,1.026733543374812,142922.3359713172,5927.846112674477,6.160401260248872,17.4544702373718,4.106934173499248,4.620300945186654,2.56683385843703,15.401003150622179,0,0,0,0,0,78.03174929648571,0,2.053467086749624,2.56683385843703,0.513366771687406,4.620300945186654,0,0,0,0,0,0,0,0,0,0.513366771687406,11.294068977122931,35.42230724643101,5.13366771687406,5.647034488561466,3.080200630124436,11.294068977122931,26.69507212774511,17.96783700905921,4.106934173499248,3.5935674018118418,11.294068977122931,17.4544702373718,48.25647653861616
212_Mining_except_oil_and_gas,97.25498924555528,0.11955130823055352,2.630128781072177,339.9441449535789,3.6463149010318823,516.4018759018759,844.2713387241689,1.0759617740749816,485.7967409948542,883.6037191320211,34.25144980805358,6.754648915026274,5.798238449181846,10.400963816058155,7.591508072640148,5.977565411527676,2.0323722399194097,52.18414604263661,153.08545018922376,14.824362220588636,0,138.3208636227504,0,40.886547414849304,279.7500612594952,14.166830025320591,0.7770835034985979,0,0,0,0.23910261646110703,0,3.4072122845707753,0,0.1793269623458303,0,0,0,0.05977565411527676,3.945193171608266,4.841827983337417,6.694873260910997,0.8966348117291514,0,0,0,0,0,0,0,0,0,28.752089629448122,2.0921478940346865,9.982534237251219,1.5541670069971958,6.814424569141551,0,1.6737183152277493,1.6737183152277493,0.71730784938332115,5.140706253913801,18.769555392196903,2.5105774728416237,17.753369272237197
213_Support_activities_for_mining,0,0,25.927220283547303,7.205707001120283,5.283843469527035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08712448009889388,0.010249938835163987,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,30.544927279747732,1.6965618765686339,15.139600360383552,19.547935838857068,0.6336556406461162,135.07766748181993,35.60054540189201,11.36492052255615,29.154972971233672,48.85961934487419,25.632392689362252,12.972906879464574,18.157981530343008,6.622723469978763,18.7848236694768,10.056728232189974,4.633181028380204,7.317700624235794,71.70528991569599,13.306768453568441,4.408335478473519,42.02567732801339,6.459199433682992,12.16891370101036,98.00540575326598,23.738239268936226,49.01632987965764,12.993347384001545,34.83061973099942,23.649663749276016,67.23563292361156,0.8244336829911835,0.49738561039963963,9.968152712529765,6.738552995688268,0.8108066799665359,13.456665486839565,44.492164875474614,14.1243886350473,2.963873157860866,2.7049601003925607,15.316751399703971,2.323404015702426,10.86753491215651,2.527809061072141,2.248455499066864,5.287277173563292,0.03406750756161915,446.7135996524873,13.381716970204003,2.0236099491601776,1.7987643992534912,9.654731642962869,39.51149526996589,11.603393075487483,1.6624943690070146,25.652833193899223,9.116465023489285,17.71510393204196,8.230709826887187,2.3097770126777784,2.4051660338503122,7.508478666580861,25.618765686337603,89.96547396872386
23_Construction,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0
321_Wood_products,20.922749814489645,2.1946940364849277,0,4.243075137204194,5.852517430626474,0,3827.912181969128,2015.899628979289,31.018342382320313,19.67908986048152,17.923334631293574,89.98245549588204,33.725131693985055,24.287947337099865,203.66760658580128,18.2159605028249,664.5533542476361,107.10106898046448,16.021266466339974,7.535116191931585,0,326.4241596931916,0.2926258715313237,0,22.020096832732108,167.38199851591716,105.71109609069069,6.657238577337614,24.068477933451373,5.852517430626474,41.040778482268145,0,78.86267237769174,0,5.3404221554466575,0,1.4631293576566184,4.0236057335557005,3.3651975226102224,24.141634401334205,30.94518591443748,52.30687453622411,28.53102247430406,5.925673898509305,0.2926258715313237,0.8047211467111401,0,0,284.5786600642123,18.362273438590563,0.8047211467111401,0.6584082109454783,27.141049584530272,0.14631293576566184,32.33515880421127,0.8047211467111401,2.4141634401334207,19.75224632836435,8.193524402877063,0.3657823394141546,51.5753098573958,0.3657823394141546,8.193524402877063,28.238396602772735,54.42841210482621
327_Nonmetallic_mineral_products,1.6008611410118405,6.937064944384643,143.810692500897,46.95859346968066,109.1253677789738,3.7353426623609614,16454.451237890204,272.41320416218156,4073.3911733046284,498.1346250448511,249.73433799784715,474.3885181198421,283.88604233943306,389.2760674560459,1508.8116254036597,68.57021887334051,97.118909221385,242.7972730534625,989.0653749551489,128.3357014711159,0,61.09953354861858,0.5336203803372802,84.04520990312163,419.69242913527086,444.2389666307858,44.02368137782562,40.555148905633295,13.073699318263365,20.811194833153927,105.39002511661285,0,2.934912091855041,0,6.136634373878723,0,0.2668101901686401,6.403444564047362,6.6702547542160024,3.4685324721923214,1.6008611410118405,348.98772874058125,55.2297093649085,11.206027987082884,3.7353426623609614,2.934912091855041,0,0,17.342662360961608,48.29264442052386,2.668101901686401,17.342662360961608,567.7720846788661,25.34696806602081,125.13397918909222,25.61377825618945,20.277574452816648,465.05016146393973,164.08826695371366,34.418514531754575,29.08231072838177,2.134481521349121,21.078005023322568,19.74395407247937,321.23946896304267
331_Primary_metals,89.96196778823155,0,1687.5624302344124,331.92863977037155,291.6008611066816,0,3088.177204592569,310.21368202838465,682.4701004624462,42766.05820443311,46721.28265029501,21312.455489555097,5431.066038111944,11200.264989634827,29203.51602615213,6138.353233136661,3104.4634228990594,5307.756099505661,4799.00566097911,183.02607239674694,0,265.23269813426884,26.368162972412694,8.530876255780578,26.368162972412694,1126.8511999681073,611.8964878009887,2.326602615212885,0,0,616.5496930314144,0,856.1897623983416,0,0,0,0,51.96079173975443,0,44.20544968904481,42.65438127890289,137.2695542975602,25.592628767341733,0,0,1.5510684101419232,0,0,697.9807845638654,45.756518099186735,0,4.65320523042577,519.6079173975443,14.73514989634827,150.45363578376654,234.2113299314304,55.06292856003827,107.79925450486367,28.69476558762558,9.30641046085154,73.67574948174135,14.73514989634827,113.22799394036039,9.30641046085154,40.327778663690005
