industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,4A0_Other_retail,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,HS_Housing,ORE_Other_real_estate,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
111CA_Farms,207934,3207,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,0,0,0,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,29,38579,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,113335,369,11143,0,119,0,0,0,0,0,0,16536,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,1,47311,1090,0,4325,0,0,0,0,0,0,221,1439,0,305,0,0,0,0,0,0,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,63,77,27159,0,1322,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,133,0,0,441740,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,0,0,29,0,0,0,0,0,0,0,0,0,0,167,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,0,0,0,0,0
23_Construction,0,0,0,0,0,0,955617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,86,560805,162,458,0,37,0,0,5954,92,0,0,0,0,0,0,0,0,0,0,6976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1594,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,36,0,68532,926,0,61,21,0,4500,253,0,16,56,0,0,0,789,0,243,69,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,4,0,1080,53888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
321_Wood_products,0,0,0,0,0,0,158,0,52,0,84130,40,0,0,264,560,97,0,876,0,0,0,0,0,913,34,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
322_Paper_products,0,0,0,0,0,0,105,0,900,0,47,148079,409,0,1203,1771,18,82,224,0,5,0,0,0,94,337,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
323_Printing_and_related_support_activities,0,0,0,0,0,0,23,0,91,255,0,790,72347,0,0,217,0,0,12,0,246,0,0,0,0,394,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28724,146,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
324_Petroleum_and_coal_products,0,0,0,188,0,0,84,0,82,0,0,12,0,203511,11158,74,138,0,0,22,0,0,0,0,0,0,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,907,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,88,0,0,150,1038,0,0,25,133,3,6584,401058,2950,35,65,229,410,2361,105,136,0,0,521,8074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22188,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,86,0,580,0,85,1053,91,0,2274,157244,57,731,768,1083,401,255,1217,197,175,652,1867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310
327_Nonmetallic_mineral_products,0,0,0,586,6,0,445,0,23,0,118,124,0,435,364,242,89688,0,26,314,89,92,60,13,177,45,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,445,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
331_Primary_metals,0,0,0,0,0,0,188,0,40,0,0,48,0,1255,839,162,25,130882,1285,175,28,339,0,0,34,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688
332_Fabricated_metal_products,0,0,0,0,0,0,2242,0,22,44,196,61,31,13,310,1913,377,5631,227292,4246,985,264,2210,596,291,429,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,357,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,513
333_Machinery,0,0,0,0,0,0,727,24,0,0,0,9,0,1,781,336,181,508,3557,238253,2210,2284,3085,708,251,447,5815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4385,1110,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,163
334_Computer_and_electronic_products,0,0,0,0,0,0,66,0,148,0,5,116,227,0,1267,314,39,99,381,1361,410022,1488,568,1822,-1171,1393,4400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37186,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,71,0,0,0,0,45,0,48,265,122,80,1811,1393,873,2413,99124,695,188,11,123,1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,445,0,5,0,0,0,0,0,67,267,39,281,888,1300,5847,232,435833,131,13,3,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10987,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372
3364OT_Other_transportation_equipment,0,0,0,0,0,0,495,0,132,0,0,0,0,0,88,151,0,3,562,2989,928,929,441,160384,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13454,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
337_Furniture_and_related_products,0,0,0,0,0,0,283,0,119,9,567,101,0,0,271,402,76,2,314,124,1,69,107,0,69281,49,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,702,0,305,109,49,103,108,108,996,784,219,306,921,471,301,84,59,130,362,104086,2304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6287,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
42_Wholesale_trade,0,414,0,0,0,0,2581,3113,0,0,0,0,0,0,0,0,0,0,4,343,49,0,74,18,21,1459,798472,0,0,0,0,0,0,0,0,26,428,85,0,0,0,0,0,0,0,0,0,10086,0,1383,9800,0,108,0,21,0,0,0,0,0,0,0,0,31852,0,0,0,0,0,0,0,0,0
44RT_Retail_trade,181,0,0,0,0,0,3238,7799,0,292,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,100254,136457,129954,0,0,0,2,0,0,1922,171,489130,0,0,76,0,3025,0,36,0,8076,0,1530,1466,0,1601,0,177,698,0,0,0,0,409,0,18331,86269,0,0,0,0,0,43,0,0,0
48_Transportation,0,163,0,0,0,962,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,42,0,117019,39167,26504,195598,26621,21598,119932,2386,6,0,0,0,0,0,0,0,0,368,0,2585,1232,0,48,44,41,46,0,0,0,0,4,0,100,140,0,0,0,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0,0,724,34306,353,0,0,0,0,0,0,0,0,0,0,99,8,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1499,0,0,0,0,0,1646,0,0,0,0,0,0,0,105,0,0,0,0,0,2785,0,0,0,0,0,0,0,0,0,0,0,1231,174767,121297,505093,58296,0,0,0,0,2400,0,146556,18824,0,831,0,1292,0,0,0,0,0,24,0,0,2529,0,0,0,0,0,0,59,0,0
52_Finance_and_insurance,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0,0,0,450774,343481,437402,80888,62585,180,1502,3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,0,0
531_Real_estate,0,0,0,0,0,0,24323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,161,0,0,0,0,0,0,0,0,0,4,53,0,428,0,0,0,0,0,1080294,517403,0,0
