industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,4A0_Other_retail,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,HS_Housing,ORE_Other_real_estate,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
321_Wood_products,0,0,0,0,0,0,309,0,0,0,88306,101,0,0,9,158,44,0,254,0,0,0,0,0,264,1,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
322_Paper_products,0,0,0,0,0,0,67,0,129,0,150,178819,336,0,163,673,138,1,6,0,652,0,0,0,0,78,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,983,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384
323_Printing_and_related_support_activities,0,0,0,0,0,0,3,0,534,15,0,1030,60797,0,0,513,0,0,169,0,66,0,0,0,0,493,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18477,216,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
324_Petroleum_and_coal_products,0,0,73,249,0,0,108,0,0,0,0,7,0,795537,31511,2,198,0,0,0,0,7,0,0,0,0,5871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,3,0,0,109,11459,32,0,0,192,1,2224,756429,4156,14,103,122,234,1052,98,0,2,0,462,11498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42150,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,68,0,764,0,165,1496,171,9,849,212351,120,38,425,759,154,145,251,251,175,616,2709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2770,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
327_Nonmetallic_mineral_products,0,0,3,508,1,0,412,0,315,0,1,249,0,24,159,135,101767,0,230,4,0,223,0,7,96,1,1297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,846,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
331_Primary_metals,0,0,0,0,0,0,145,0,37,0,0,2,0,2628,273,0,3,255561,1336,163,0,698,0,0,0,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716
332_Fabricated_metal_products,0,0,0,0,0,0,1070,0,3,0,217,3,88,5,119,1212,86,2967,329697,3885,501,269,1523,456,113,234,4117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2546,252,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,1094
333_Machinery,0,0,0,0,0,0,468,5,99,0,0,13,0,0,118,214,105,30,2603,371234,1030,1244,1064,212,6,244,8775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,8635,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
334_Computer_and_electronic_products,0,0,0,0,0,0,17,0,1,0,2,5,7,0,239,288,13,37,180,645,294766,809,12,2726,9,777,4025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46746,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,46,0,27,0,0,58,0,0,236,10,10,1266,212,469,824,115245,196,70,2,82,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,298,0,61,0,0,0,0,0,8,196,3,42,627,1397,49,100,546754,393,29,82,3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11191,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761
3364OT_Other_transportation_equipment,0,0,0,0,0,0,517,0,24,0,0,0,0,0,14,29,0,1,326,2143,1933,198,84,277335,0,0,1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20944,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
337_Furniture_and_related_products,0,0,0,0,0,0,184,0,195,2,401,13,9,0,10,126,132,5,282,47,0,2,2,0,63765,322,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,1430,0,56,37,62,157,300,32,356,1022,14,92,308,210,678,87,57,219,242,144085,5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11978,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42_Wholesale_trade,0,570,0,0,0,0,2291,3807,0,0,0,0,0,0,0,0,0,0,8,484,124,0,302,11,22,1674,1639245,0,0,0,0,0,0,0,0,1069,928,14,0,0,0,0,0,0,0,0,0,10758,0,886,13726,0,25,0,0,0,0,0,0,0,0,0,0,58850,0,0,0,0,0,0,0,0,0
44RT_Retail_trade,183,0,0,0,0,0,7926,10662,0,265,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,2135,0,161944,185830,199823,0,0,0,25,0,0,3077,309,767420,0,595,89,0,4585,0,0,0,5188,0,1335,1656,0,2404,0,200,1689,0,0,0,0,459,0,35980,86200,0,0,0,0,0,0,0,0,0
48_Transportation,0,638,0,0,0,121,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,7,0,198864,81072,49466,298741,55828,38545,194994,5031,13,0,0,0,0,0,0,74,0,679,0,1544,678,0,76,1862,0,45,0,0,0,0,180,0,73,881,0,0,0,0,0,0,7,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1516,0,0,328,110855,0,0,0,0,0,0,0,0,0,7,0,55,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1594,0,0,0,0,0,1629,0,0,0,0,0,0,0,8,0,0,0,0,0,13333,0,0,0,0,0,0,0,0,0,0,0,1925,216379,133109,640170,163729,0,0,0,0,10013,0,218238,27293,0,1259,0,6363,0,0,0,0,0,60,0,0,2251,0,0,0,0,0,0,103,0,0
52_Finance_and_insurance,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714331,523864,853220,138647,55033,328,2907,6041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,14657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,150,104,0,0,0,0,0,0,0,0,0,0,17,0,54,0,0,0,0,0,1767299,962231,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,62,253,0,0,0,0,683,30,0,0,0,824,0,0,0,0,0,6,784,0,310645,0,38,139,0,0,0,2,0,0,0,0,0,0,0,0,1621,0,0,0,0,0,0,2055,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,640,0,0,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,3371,0,0,445,0,0,0,0,0,0,0,0,3935,2137,0,155,14287,0,505,0,0,326,308757,1139480,335442,0,5662,0,1569,0,0,0,0,0,0,0,0,3546,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4115,9779,484984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,77,0,0,0,1695,0,0,0,0,0,2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1223,0,0,0,0,0,0,58,0,426,0,10452,7298,0,666803,83860,148,9,0,0,38,0,0,0,0,0,0,0,0,0,0,0,258,0,564
61_Educational_services,0,0,0,0,0,0,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,0,0,0,0,0,0,95,0,76,0,25060,3432,0,0,0,250501,0,0,0,0,1427,0,23764,12377,16,0,0,0,0,0,0,66,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,9652,0,0,0,0,0,0,0,0,3948,0,5890,3017,0,0,0,0,869613,713485,214371,170022,0,0,0,2670,0,0,0,0,0,0,0,102,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,3302,0,0,0,0,0,0,0,0,1286,0,6768,67,0,0,0,1090,0,0,0,703,133139,108776,390,15467,1292,0,0,0,0,0,0,960,0,0
721_Accommodation,0,0,0,0,0,0,1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,363,380,0,0,0,0,0,0,0,0,759,0,0,206,0,0,0,0,0,1113,0,1,18,0,0,0,0,0,0,0,0,1251,30978,150605,36671,1480,0,0,0,0,0,0,917,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732,0,0,0,0,0,0,0,0,0,1458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,143,634927,0,0,0,0,0,0,0,0,0,136
81_Other_services_except_government,0,0,0,0,0,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,1516,0,105,0,0,0,0,0,0,0,0,3089,0,0,0,445,0,0,0,0,237,0,1187,573,0,0,0,26,0,0,0,281,0,0,0,3217,571270,0,0,0,0,0,0,1164,0,0
GFE_Federal_government_enterprises,0,0,0,0,0,13365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3574,0,0,0,0,0,0,0,0,34,0,21,0,0,0,0,2280,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,1632,0,70894,0,0,0,0,0,762,0,0
GFG_Federal_general_government,0,80,0,0,0,41,308,0,0,0,0,0,6,0,5,0,0,0,0,2,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,140,39,0,13,0,0,0,62,0,0,35556,4616,0,0,0,219,0,2428,0,0,20,0,0,0,0,347,611205,346307,0,0,0,0,3008,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,127580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4523,0,0,149,283,0,15314,0,11384,0,0,0,0,0,0,25,0,-102,0,0,0,0,0,0,0,0,0,0,0,0,0,168,28253,0,0,2790,0,0,0,87867,0,6474,24796,0,0
GSLG_State_and_local_general_government,494,2882,0,461,0,1057,14698,1736,0,1118,186,547,1370,0,91,0,0,0,0,0,0,0,0,0,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,456,1,0,1990,0,0,0,21703,0,0,47057,7000,0,6965,12955,84811,26837,170753,0,2889,2699,2300,8964,16986,974,0,0,0,0,1575132,0,0,0,3709
