industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
111CA_Farms,176711,3911,0,0,0,0,0,887,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,0,34071,0,0,0,0,194,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,68379,0,289,0,72,0,0,0,0,0,0,7759,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,0,47240,86,0,3027,0,0,0,0,0,0,69,1543,0,346,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,0,0,14984,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,68,0,0,220225,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,2728,0,0,0,0,0,0,0,0,0,0,0,0,0,358,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,0,0
23_Construction,0,0,0,0,0,0,514644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,798,436301,0,143,0,0,0,0,1072,27,0,0,0,0,0,0,0,0,0,0,4902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,225,0,73083,60,0,126,2,25,2474,153,0,0,0,0,0,0,63,0,32,112,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,567,0,622,72510,0,0,15,0,0,66,0,0,0,0,0,0,0,0,0,88,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
321_Wood_products,0,0,0,0,0,0,252,0,0,0,60832,0,0,0,0,71,0,0,109,0,0,0,0,0,150,74,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
322_Paper_products,0,0,0,0,0,0,111,0,269,0,111,121284,341,0,566,1177,0,0,294,0,410,0,0,0,17,335,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
323_Printing_and_related_support_activities,0,0,0,0,0,0,163,0,4,41,0,293,55179,0,0,14,0,0,209,0,0,0,0,0,0,157,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24606,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
324_Petroleum_and_coal_products,0,0,0,0,0,0,146,0,0,0,0,28,0,140430,5664,0,96,4,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1604,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,1796,474,0,0,0,198,0,2228,299052,1166,164,0,0,104,1456,0,3,0,0,347,6861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8697,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,568,0,95,0,150,592,21,0,630,108135,62,0,455,751,116,411,0,0,46,439,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
327_Nonmetallic_mineral_products,0,0,0,0,0,0,1278,1,78,0,0,164,0,64,196,186,58689,46,82,99,65,22,0,0,0,74,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
331_Primary_metals,0,0,0,0,0,0,294,0,0,0,0,2,0,0,212,32,17,119745,2808,406,0,581,0,0,1,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
332_Fabricated_metal_products,0,0,0,0,0,0,3208,0,18,0,99,0,123,0,93,715,105,2732,161379,1664,336,322,883,208,116,139,1193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
333_Machinery,0,0,0,0,0,0,3350,0,0,0,0,7,0,0,136,158,63,208,1804,166000,236,601,1829,515,84,73,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3625,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
334_Computer_and_electronic_products,0,0,0,0,0,0,541,0,0,0,0,0,0,0,594,0,40,0,610,592,254583,1475,260,718,13,515,2920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15278,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,114,0,11,2,0,0,0,15,144,52,103,216,209,513,1354,77116,520,0,24,38,1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,1574,0,153,0,0,0,0,0,0,19,0,0,614,1003,1107,784,268133,124,139,0,1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7181,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473
3364OT_Other_transportation_equipment,0,0,0,0,0,0,1180,0,17,0,0,0,0,0,0,0,0,0,467,1019,2993,148,229,135340,0,82,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12122,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
337_Furniture_and_related_products,0,0,0,0,0,0,399,0,18,0,182,0,0,0,1,71,101,0,115,65,35,0,190,0,44320,53,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,1811,0,59,0,63,345,112,0,174,380,13,0,171,95,342,0,0,0,100,70937,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4399,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
42_Wholesale_trade,0,599,0,0,0,0,1458,6033,0,0,0,0,0,0,0,0,0,0,10,76,48,0,269,1,34,859,498276,0,0,0,0,0,0,87,613,65,0,0,0,0,0,0,0,0,0,6069,0,1279,2721,0,139,0,5,0,0,0,0,0,0,0,19137,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,989,9178,0,500,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,653,0,543743,0,0,0,967,0,0,902,98,0,0,0,0,1431,0,118,0,0,3509,0,1435,437,0,931,0,47,104,0,0,0,414,0,16940,47497,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,685,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,85468,34444,18853,116700,19759,19409,59274,2093,0,0,0,0,0,0,0,0,0,215,0,209,365,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,81,0,0,0,17043,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1261,774,0,0,0,0,0,0,0,0,68581,57908,211730,30959,0,0,0,0,0,1542,0,83099,4158,0,0,0,1153,0,0,0,0,0,0,0,1083,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,186,232781,100566,279663,32759,87,25758,62,2734,3277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,14491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,926872,0,0,11,354,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,96079,0,4,119,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,1770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2915,0,0,0,0,0,0,0,0,146,0,0,2031,0,0,0,0,0,22,124409,330889,39740,0,221,0,132,0,0,0,0,0,0,0,622,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6872,2226,129117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,147,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4419,996,0,176585,30459,0,0,0,0,0,0,0,0,364,0,0,0,0,0,114
61_Educational_services,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10077,227,0,0,0,67400,0,0,0,297,0,2649,3085,64,0,0,0,0,0,0
