industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
321_Wood_products,0,0,0,0,0,0,24,0,0,0,42026,0,0,0,0,73,0,0,102,0,0,0,0,0,129,39,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
322_Paper_products,0,0,0,0,0,0,38,0,145,0,73,87844,355,0,564,921,0,0,209,0,285,0,0,0,17,300,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
323_Printing_and_related_support_activities,0,0,0,0,0,0,6,0,8,24,0,336,37191,0,0,27,0,0,92,0,0,0,0,0,0,96,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13357,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
324_Petroleum_and_coal_products,0,0,0,0,0,0,711,0,0,0,0,10,0,169185,9696,0,101,137,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,194,364,0,0,0,114,0,826,187530,984,120,0,0,164,548,0,1,0,0,386,2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5609,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,23,0,171,0,43,392,16,0,389,68190,56,0,364,389,33,153,0,0,33,184,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
327_Nonmetallic_mineral_products,0,0,0,0,0,0,86,0,31,0,0,174,0,77,186,131,48667,26,90,68,59,26,0,0,0,63,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
331_Primary_metals,0,0,0,0,0,0,929,0,0,0,0,2,0,0,505,32,49,109661,2942,369,0,563,0,0,3,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614
332_Fabricated_metal_products,0,0,0,0,0,0,1142,0,16,0,100,0,137,0,83,400,92,2349,132500,1462,424,263,534,235,133,103,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460
333_Machinery,0,0,0,0,0,0,496,0,0,0,0,16,0,0,146,160,64,260,1682,129374,444,611,1064,426,79,72,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2950,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
334_Computer_and_electronic_products,0,0,0,0,0,0,72,0,0,0,0,0,0,0,198,0,37,0,516,689,184746,1233,83,645,31,421,2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10754,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,10,0,2,1,0,0,0,5,45,101,109,317,452,582,731,61307,425,0,34,78,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,104,0,33,0,0,0,0,0,0,183,0,0,1018,1337,481,1060,211632,332,173,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6529,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355
3364OT_Other_transportation_equipment,0,0,0,0,0,0,139,0,9,0,0,0,0,0,0,0,0,0,541,988,1508,370,669,85185,0,22,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15295,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
337_Furniture_and_related_products,0,0,0,0,0,0,98,0,42,0,143,0,0,0,1,67,89,0,117,32,48,0,137,0,31669,85,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,51,0,156,0,35,124,72,1,180,198,50,0,149,126,383,0,0,0,81,42528,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2671,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
42_Wholesale_trade,0,941,0,0,0,0,518,6506,0,0,0,0,0,0,0,0,0,0,299,0,0,0,228,0,0,356,303840,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,7670,0,368,853,0,88,0,0,0,0,0,0,0,0,0,12162,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,656,5775,0,778,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,420,0,343529,0,0,0,492,0,0,554,0,0,0,0,0,879,0,76,0,0,1682,0,559,291,0,474,0,49,0,0,0,0,176,0,9259,23139,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,877,2310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,51522,33133,16107,65521,14448,20508,38605,1168,0,0,0,0,0,0,0,0,0,203,0,107,100,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10376,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,456,0,0,0,0,0,0,0,0,36351,31681,132898,20217,0,0,0,0,0,936,0,53470,1968,0,0,0,589,0,0,0,0,0,0,0,658,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,88,154552,40854,161920,20386,0,11333,40,0,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,13752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53916,0,0,18,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,273,0,0,0,0,0,0,0,0,49,0,0,1031,0,0,0,0,0,7,56477,156482,24159,0,67,0,44,0,0,0,0,0,0,0,209,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3602,1048,81262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,54,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366,303,0,76443,14611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61_Educational_services,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5271,374,0,0,0,36376,0,0,0,159,0,1766,1385,35,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,1021,234,0,0,0,0,116727,144142,18534,0,0,0,538,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,496,0,0,0,0,118,0,0,0,19141,16698,59,3868,100,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,0,0,5034,27059,11814,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,410,169,139870,0,0,0,0,0,0,47
81_Other_services_except_government,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,1153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,71,0,0,0,0,0,0,0,0,0,0,942,140148,0,0,0,0,0,0
GFE_Federal_government_enterprises,0,0,0,0,0,5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664,0,0,0,0,0,0,0,0,0,64,0,0,0,0,166,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1588,3,27165,0,0,0,0,0
GFG_Federal_general_government,0,925,0,894,0,1,561,0,0,0,0,0,1,0,201,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,10,0,0,0,12242,1149,0,0,0,133,0,338,0,0,0,0,0,0,0,296211,0,0,568,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,30212,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1105,0,30,23,0,4333,0,1057,0,0,0,0,0,82,0,38,0,5894,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,567,0,0,13552,0,0,0
GSLG_State_and_local_general_government,0,626,0,88,0,215,4118,208,0,4,0,31,242,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,44,0,0,477,0,0,0,2189,0,0,0,9401,850,0,2247,2726,11654,5203,22287,563,158,1456,2011,3976,100,0,0,0,338518,0,808
