industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
321_Wood_products,0,0,0,0,0,0,11,0,0,0,36834,0,0,0,0,53,0,0,117,0,0,0,0,0,103,20,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
322_Paper_products,0,0,0,0,0,0,15,0,133,0,70,61197,308,0,431,552,0,0,206,0,264,0,0,0,6,212,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
323_Printing_and_related_support_activities,0,0,0,0,0,0,2,0,5,9,0,247,22306,0,0,16,0,0,66,0,0,0,0,0,0,54,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7796,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
324_Petroleum_and_coal_products,0,0,0,0,0,0,253,0,0,0,0,19,0,133895,10054,0,126,72,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,139,560,0,0,0,123,0,1148,134489,762,116,0,0,284,389,0,10,0,0,320,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3359,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,8,0,164,0,22,164,22,0,494,45677,56,0,289,256,56,81,0,0,40,110,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
327_Nonmetallic_mineral_products,0,0,0,0,0,0,26,0,28,0,0,123,0,65,188,109,42135,18,100,68,53,47,0,0,0,35,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
331_Primary_metals,0,0,0,0,0,0,476,0,0,0,0,19,0,0,766,72,110,124320,3645,395,0,725,0,0,3,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770
332_Fabricated_metal_products,0,0,0,0,0,0,170,0,12,0,85,0,192,0,162,283,115,2059,113260,1379,374,369,619,199,97,125,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
333_Machinery,0,0,0,0,0,0,84,0,0,0,0,13,0,0,249,122,49,366,1829,116323,565,700,1510,229,57,98,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
334_Computer_and_electronic_products,0,0,0,0,0,0,27,0,0,0,0,0,0,0,217,0,19,0,537,535,94733,710,200,407,41,310,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5610,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,8,0,19,1,0,0,0,1,57,73,62,395,510,628,567,47801,390,0,48,55,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,32,0,37,0,0,0,0,0,0,92,0,0,892,1216,218,1005,150840,228,139,0,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5192,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419
3364OT_Other_transportation_equipment,0,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,0,0,515,1076,906,246,679,69272,0,75,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6531,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
337_Furniture_and_related_products,0,0,0,0,0,0,18,0,46,0,117,0,0,0,8,57,78,0,99,40,55,0,78,0,22124,76,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,4,0,93,0,26,67,35,0,272,158,33,0,128,126,211,0,0,0,56,31555,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
42_Wholesale_trade,0,462,0,0,0,0,120,5729,0,0,0,0,0,0,0,0,0,0,199,0,0,0,826,0,0,733,215438,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,4279,0,154,614,0,59,0,0,0,0,0,0,0,0,0,7198,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,512,2825,0,494,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,258,0,231149,0,0,0,144,0,0,374,0,0,0,0,0,593,0,12,0,0,1002,0,294,146,0,425,0,14,0,0,0,0,88,0,5843,17783,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,697,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,26083,27069,14461,50322,10881,15785,28022,816,0,0,0,0,0,0,0,0,0,164,0,63,43,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7355,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,3381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,136,0,0,0,0,0,0,0,0,22414,18741,74841,11683,0,0,0,0,0,499,0,29260,1152,0,0,0,348,0,0,0,0,0,0,0,351,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,37,88203,15488,85575,10263,0,6304,22,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,11489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28748,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,73,0,0,0,0,0,0,0,0,16,0,0,535,0,0,0,0,0,2,30881,80033,11632,0,62,0,15,0,0,0,0,0,0,0,69,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763,638,49852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,126,0,39289,9963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61_Educational_services,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517,172,0,0,0,21973,0,0,0,97,0,992,917,21,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,599,97,0,0,0,0,60992,77949,10573,0,0,0,297,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,296,0,0,0,0,76,0,0,0,11822,9843,157,2657,64,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,1962,16167,7423,0,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,271,112,93634,0,0,0,0,0,0,31
81_Other_services_except_government,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,35,0,0,0,0,0,0,0,0,0,0,867,91747,0,0,0,0,0,0
GFE_Federal_government_enterprises,0,0,0,0,0,3150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1276,0,0,0,0,0,0,0,0,0,48,0,0,0,0,-14,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1809,1,17998,0,0,0,0,0
GFG_Federal_general_government,0,843,0,869,0,0,425,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,2,0,0,0,8328,664,0,0,0,129,0,238,0,0,0,0,0,0,0,178833,0,0,381,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,15733,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,861,0,4,450,0,2564,0,695,0,0,0,0,0,54,0,30,0,2908,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,329,0,0,6445,0,0,0
GSLG_State_and_local_general_government,0,379,0,53,0,130,2234,128,0,0,0,19,152,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,27,0,0,302,0,0,0,1324,0,0,0,5802,352,0,1319,1641,6614,2783,12107,354,96,881,1216,2404,60,0,0,0,225872,0,489
