industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,4A0_Other_retail,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,HS_Housing,ORE_Other_real_estate,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
321_Wood_products,0,0,0,0,0,0,976,0,0,0,77921,66,0,0,3,106,4,0,297,0,0,0,0,0,238,1,815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
322_Paper_products,0,0,0,0,0,0,210,0,158,0,97,173651,459,0,115,923,196,1,11,0,410,0,0,0,0,283,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336
323_Printing_and_related_support_activities,0,0,0,0,0,0,11,0,482,14,0,794,60485,0,0,393,0,0,250,0,44,0,0,0,0,575,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18724,211,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
324_Petroleum_and_coal_products,0,0,1587,2077,0,0,339,0,0,0,0,21,0,783998,39428,6,191,0,0,3,0,25,0,0,0,0,5205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,3,0,0,343,12436,39,0,1,180,1,1723,714560,5472,6,252,232,628,1498,160,2,2,0,707,15157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38935,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,216,0,794,0,178,1131,156,3,431,204597,179,33,588,956,170,146,466,254,200,693,2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2467,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
327_Nonmetallic_mineral_products,0,0,3,473,1,0,1302,0,342,0,11,145,0,48,81,148,94501,0,238,15,0,150,0,10,80,1,1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
331_Primary_metals,0,0,0,0,0,0,458,0,55,0,0,1,0,1791,176,0,5,261379,1840,152,1,731,0,0,0,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066
332_Fabricated_metal_products,0,0,0,0,0,0,2822,0,2,0,167,1,54,2,98,880,75,2646,321794,4212,445,222,1604,273,88,193,3694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2411,261,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,1397
333_Machinery,0,0,0,0,0,0,1033,3,102,0,0,9,0,0,34,158,58,18,2324,378426,875,874,1113,227,7,140,9016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9387,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
334_Computer_and_electronic_products,0,0,0,0,0,0,53,0,1,0,3,7,7,0,170,240,4,31,186,809,298308,907,15,2462,8,770,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44911,1287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,146,0,33,0,0,28,0,0,44,11,14,1211,265,648,705,115125,306,97,2,67,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1876,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,938,0,26,0,0,0,0,0,1,93,2,27,541,1481,39,57,495283,244,16,63,3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10599,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941
3364OT_Other_transportation_equipment,0,0,0,0,0,0,1632,0,7,0,0,0,0,0,40,20,0,1,514,2144,2060,116,172,261364,0,0,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19841,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
337_Furniture_and_related_products,0,0,0,0,0,0,579,0,146,1,405,10,8,0,4,98,137,3,312,47,0,2,2,0,61831,187,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,676,0,47,30,75,107,245,4,222,774,19,90,335,245,620,82,87,222,267,135421,5691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10050,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42_Wholesale_trade,0,593,0,0,0,0,2329,3653,0,0,0,0,0,0,0,0,0,0,8,477,118,0,272,11,21,1604,1562428,0,0,0,0,0,0,0,0,1060,915,14,0,0,0,0,0,0,0,0,0,10030,0,1432,13282,0,25,0,0,0,0,0,0,0,0,0,0,56707,0,0,0,0,0,0,0,0,0
44RT_Retail_trade,176,0,0,0,0,0,6820,10435,0,259,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,2098,0,151721,183553,194234,0,0,0,25,0,0,2927,298,716416,0,560,93,0,4229,0,0,0,5208,0,1306,1735,0,2346,0,194,1634,0,0,0,0,443,0,34457,82295,0,0,0,0,0,0,0,0,0
48_Transportation,0,597,0,0,0,117,1566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,7,0,193017,77769,49452,289515,51203,36243,187319,4839,12,0,0,0,0,0,0,69,0,683,0,1355,745,0,72,1806,0,43,0,0,0,0,174,0,70,830,0,0,0,0,0,0,6,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,0,0,317,106964,0,0,0,0,0,0,0,0,0,6,0,34,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1436,0,0,0,0,0,1695,0,0,0,0,0,0,0,8,0,0,0,0,0,12671,0,0,0,0,0,0,0,0,0,0,0,1806,206830,129865,624065,152975,0,0,0,0,9877,0,206105,25648,0,1232,0,5984,0,0,0,0,0,57,0,0,2190,0,0,0,0,0,0,98,0,0
52_Finance_and_insurance,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695903,484797,798829,117098,48425,302,2490,5880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,13077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,151,86,0,0,0,0,0,0,0,0,0,0,19,0,60,0,0,0,0,0,1714376,887626,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,60,251,0,0,0,0,624,29,0,0,0,786,0,0,0,0,0,5,758,0,292143,0,33,170,0,0,0,2,0,0,0,0,0,0,0,0,1544,0,0,0,0,0,0,1852,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,459,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,0,3281,0,0,453,0,0,0,0,0,0,0,0,3648,2065,0,152,13968,0,485,0,0,322,306587,1112828,329802,0,5522,0,1552,0,0,0,0,0,0,0,0,3448,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3823,9248,465623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,77,0,0,0,1259,0,0,0,0,0,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1253,0,0,0,0,0,0,55,0,414,0,10267,6293,0,639785,82337,144,9,0,0,36,0,0,0,0,0,0,0,0,0,0,0,247,0,561
61_Educational_services,0,0,0,0,0,0,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,0,0,0,0,0,0,94,0,74,0,24438,3650,0,0,0,242633,0,0,0,0,1370,0,22624,12589,15,0,0,0,0,0,0,64,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,9384,0,0,0,0,0,0,0,0,3861,0,5916,2680,0,0,0,0,863952,690008,209416,166764,0,0,0,2593,0,0,0,0,0,0,0,101,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,3114,0,0,0,0,0,0,0,0,1226,0,6357,43,0,0,0,1031,0,0,0,694,128987,104657,372,14732,1242,0,0,0,0,0,0,880,0,0
721_Accommodation,0,0,0,0,0,0,886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,351,364,0,0,0,0,0,0,0,0,728,0,0,195,0,0,0,0,0,1055,0,1,18,0,0,0,0,0,0,0,0,1187,30184,142895,34793,1404,0,0,0,0,0,0,871,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716,0,0,0,0,0,0,0,0,0,1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,138,609722,0,0,0,0,0,0,0,0,0,131
81_Other_services_except_government,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,1376,0,88,0,0,0,0,0,0,0,0,3000,0,0,0,450,0,0,0,0,233,0,1159,466,0,0,0,25,0,0,0,267,0,0,0,3114,563893,0,0,0,0,0,0,1112,0,0
GFE_Federal_government_enterprises,0,0,0,0,0,13348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3888,0,0,0,0,0,0,0,0,34,0,23,0,0,0,0,1647,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,1764,0,75019,0,0,0,0,0,743,0,0
GFG_Federal_general_government,0,112,0,0,0,57,388,0,0,0,0,0,9,0,7,0,0,1,0,2,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,196,36,0,12,0,0,0,87,0,0,34790,4868,0,0,0,199,0,2781,0,0,18,0,0,0,0,486,650338,349383,0,0,0,0,2843,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,122858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4505,0,0,143,271,0,14718,0,10979,0,0,0,0,0,0,25,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,164,27921,0,0,2649,0,0,0,83539,0,6276,24271,0,0
GSLG_State_and_local_general_government,474,2775,0,183,0,1020,27098,2030,0,1117,178,549,1395,0,90,0,0,0,0,0,0,0,0,0,0,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,447,1,0,2557,0,0,0,22548,0,0,46272,4926,0,7426,12480,83549,14766,159760,0,3495,2652,2258,8865,16888,956,0,0,0,0,1515717,0,0,0,3573
