industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
111CA_Farms,49521,444,0,0,0,0,0,1767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,0,7708,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,13234,0,39,0,0,0,0,0,0,0,0,922,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,0,11743,21,0,526,0,0,0,0,0,0,11,273,0,55,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,0,0,2990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,31,0,0,30817,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23_Construction,0,0,0,0,0,0,108455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,0,103911,0,0,0,0,0,0,170,12,0,0,0,0,0,0,0,0,0,0,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,32,0,23997,62,0,42,7,0,31,86,0,0,0,0,0,0,17,0,13,26,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,127,29001,0,0,1,0,0,35,0,0,0,0,0,0,0,0,0,23,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
321_Wood_products,0,0,0,0,0,0,9,0,0,0,12996,0,0,0,0,15,0,0,37,0,0,0,0,0,44,4,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322_Paper_products,0,0,0,0,0,0,21,0,54,0,40,24134,143,0,124,125,0,0,64,0,89,0,0,0,5,61,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
323_Printing_and_related_support_activities,0,0,0,0,0,0,2,0,2,3,0,99,7857,0,0,4,0,0,21,0,0,0,0,0,0,22,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4113,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
324_Petroleum_and_coal_products,0,0,0,0,0,0,25,0,0,0,0,0,0,22583,804,0,38,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,111,114,0,0,0,63,0,25,44015,398,33,0,0,33,79,0,2,0,0,117,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,5,0,64,0,6,39,8,0,195,14680,31,0,110,82,4,3,0,0,31,71,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
327_Nonmetallic_mineral_products,0,0,0,0,0,0,23,0,18,0,0,18,0,21,22,36,15520,13,49,30,5,26,0,0,0,3,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331_Primary_metals,0,0,0,0,0,0,183,0,0,0,0,10,0,0,193,20,11,45869,1948,175,0,267,0,0,2,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326
332_Fabricated_metal_products,0,0,0,0,0,0,83,0,3,0,19,0,117,0,62,99,36,791,42178,642,150,95,358,154,78,61,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
333_Machinery,0,0,0,0,0,0,51,0,0,0,0,5,0,0,46,36,66,174,761,41548,105,495,698,172,30,37,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
334_Computer_and_electronic_products,0,0,0,0,0,0,26,0,0,0,0,0,0,0,66,0,6,0,275,187,35085,297,91,133,23,92,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2591,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,24,0,1,0,0,0,0,0,10,27,20,208,300,638,284,20607,197,0,9,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,50,0,22,0,0,0,0,0,0,23,0,0,416,515,118,300,52960,128,37,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191
3364OT_Other_transportation_equipment,0,0,0,0,0,0,44,0,5,0,0,0,0,0,0,0,0,0,277,403,322,97,228,30347,0,24,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3388,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
337_Furniture_and_related_products,0,0,0,0,0,0,4,0,18,0,42,0,0,0,1,26,25,0,41,13,8,0,39,0,8783,28,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,0,0,25,0,10,23,15,0,127,99,8,0,47,76,100,0,0,0,42,13231,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
42_Wholesale_trade,0,178,0,0,0,0,19,4408,0,0,0,0,0,0,0,0,0,0,29,0,0,0,909,0,0,204,73602,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,1421,0,69,148,0,21,0,0,0,0,0,0,0,0,0,2621,0,0,0,0,0,0
44RT_Retail_trade,0,0,0,0,0,0,76,1235,0,180,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,83,0,104128,0,0,0,0,0,0,167,0,0,0,0,0,265,0,0,0,0,0,0,166,34,0,281,0,0,0,0,0,0,48,0,2693,8912,0,0,0,0,0,0
48_Transportation,0,0,0,0,0,149,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,74,10912,13582,4613,21289,6058,2697,11261,312,0,0,0,0,0,0,0,0,0,81,0,23,9,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
