industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,4A0_Other_retail,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFGD_Federal_general_government_defense,GFGN_Federal_general_government_nondefense,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,HS_Housing,ORE_Other_real_estate,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
321_Wood_products,0,0,0,0,0,0,130,0,0,0,71390,67,0,0,11,36,11,0,33,0,0,0,0,0,340,1,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
322_Paper_products,0,0,0,0,0,0,81,0,26,0,75,172297,210,0,230,477,50,0,2,0,41,0,0,0,0,24,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450
323_Printing_and_related_support_activities,0,0,0,0,0,0,7,0,96,0,0,1452,61156,0,0,596,0,0,25,0,9,0,0,0,0,313,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18876,212,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
324_Petroleum_and_coal_products,0,0,1269,1705,0,0,152,0,0,0,0,9,0,761898,45842,0,121,0,0,0,0,0,0,0,0,0,5248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,4,0,0,127,21648,24,0,2,412,2,1683,695534,2811,74,2,56,94,3620,100,0,8,0,918,17494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37192,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,85,0,511,0,518,2018,164,47,1500,187772,589,1,491,1733,262,51,7,163,367,536,2224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
327_Nonmetallic_mineral_products,0,0,4,413,1,0,560,0,172,0,19,538,0,30,230,281,89688,0,160,3,0,17,0,5,32,1,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
331_Primary_metals,0,0,0,0,0,0,226,0,138,0,0,1000,0,4133,7047,233,453,255748,7033,530,44,1782,0,0,17,0,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245
332_Fabricated_metal_products,0,0,0,0,0,0,1609,0,0,0,1429,12,706,9,453,1869,345,2500,302394,4622,1011,167,592,550,502,57,3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2773,235,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,1414
333_Machinery,0,0,0,0,0,0,543,316,75,0,0,237,0,0,2062,716,190,42,4117,334509,3042,1553,386,1011,517,1002,8324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,9585,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
334_Computer_and_electronic_products,0,0,0,0,0,0,23,0,9,0,9,113,27,0,1113,664,338,17,77,1179,302928,1276,1,3189,218,292,4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43951,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,75,0,17,0,0,168,0,32,219,106,1422,426,489,464,1778,108239,13,103,11,206,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2224,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,365,0,218,0,0,0,0,0,2421,3263,251,440,4022,9719,854,1446,459630,3036,303,44,2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9243,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803
3364OT_Other_transportation_equipment,0,0,0,0,0,0,642,0,1,0,0,0,0,0,268,38,0,0,934,1403,1913,109,4,230281,0,0,1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20552,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319
337_Furniture_and_related_products,0,0,0,0,0,0,243,0,44,0,1101,141,3,0,17,58,121,1,114,13,0,0,0,0,53303,72,1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,653,0,36,0,145,718,382,68,637,1078,14,17,1616,187,3750,225,1,743,1258,135529,5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9080,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42_Wholesale_trade,0,570,0,0,0,0,2920,3591,0,0,0,0,0,0,0,0,0,0,6,468,110,0,234,12,16,1638,1438936,0,0,0,0,0,0,0,0,815,879,53,0,0,0,0,0,0,0,0,0,9273,0,1484,12413,0,28,0,0,0,0,0,0,0,0,0,0,57340,0,0,0,0,0,0,0,0,0
44RT_Retail_trade,167,0,0,0,0,0,5892,10588,0,237,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,2082,0,130377,180056,197149,0,0,0,27,0,0,2981,327,676817,0,0,78,0,3832,0,227,0,5455,0,1112,1510,0,2197,0,206,1493,0,0,0,0,411,0,32566,80099,0,0,0,0,0,0,0,0,0
48_Transportation,0,572,0,0,0,263,1465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,13,0,191911,74548,48494,270651,49327,34656,179459,4501,20,0,0,0,0,0,0,61,0,544,0,1276,652,0,62,1628,0,58,0,0,0,0,183,0,66,683,0,0,0,0,0,0,6,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399,0,0,271,95749,9,0,0,0,0,0,0,0,0,6,0,27,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1601,0,0,0,0,0,1595,0,0,0,0,0,0,0,21,0,0,0,0,0,10637,0,0,0,0,0,0,0,0,0,0,0,1793,208454,126762,606694,133515,0,0,0,0,10336,0,192225,22727,0,1094,0,5105,0,0,0,0,0,54,0,0,2028,0,0,0,0,0,0,94,0,0
52_Finance_and_insurance,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,629607,459424,727287,113684,45942,248,2253,5800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,11791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,198,125,0,0,0,0,0,0,0,0,0,0,31,0,71,0,0,0,0,0,1675151,821747,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,54,614,0,0,0,0,576,25,0,0,0,692,0,0,0,0,0,9,722,0,278333,0,34,151,0,0,0,2,0,0,0,0,0,0,0,0,1514,0,0,0,0,0,0,1630,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,669,0,0,0,0,0,489,0,0,0,0,0,0,0,0,0,0,0,0,0,3630,0,0,480,0,0,0,0,0,0,0,0,3868,1817,0,145,15833,0,367,0,0,264,297329,1073822,302775,0,5081,0,1395,0,0,0,0,6,0,0,0,2832,0,0,0,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3921,8382,434047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,103,0,0,0,735,0,0,0,0,0,2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1269,0,0,0,0,0,0,52,0,343,0,9067,6043,0,608597,81572,117,8,0,0,41,0,0,0,0,6,0,0,0,0,0,0,301,0,753
61_Educational_services,0,0,0,0,0,0,526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,0,0,0,0,0,0,75,0,84,0,24426,3627,0,0,0,242525,0,0,0,0,1072,0,20732,12111,14,0,0,0,0,0,0,97,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,1247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,9159,0,0,0,0,0,0,0,0,4039,0,5655,2553,0,0,0,0,827979,650364,202385,161763,0,0,0,2513,0,0,0,0,0,0,0,98,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,0,0,0,0,0,2978,0,0,0,0,0,0,0,0,1670,0,6095,73,0,0,0,1089,0,0,0,528,121806,100709,375,14409,1240,0,0,0,0,0,0,667,0,0
721_Accommodation,0,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,371,421,0,0,0,0,0,0,0,0,758,0,0,208,0,0,0,0,0,1027,0,2,19,0,0,0,0,0,0,0,0,1168,28492,130982,32417,1312,0,0,0,0,0,14,843,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,1464,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,880,136,575201,0,0,0,0,0,0,0,0,0,121
81_Other_services_except_government,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578,1373,0,68,0,0,0,0,0,0,0,0,3088,0,0,0,425,0,0,0,0,237,0,1072,470,0,0,0,21,0,0,0,225,0,0,0,3317,536695,0,0,0,0,0,0,922,0,0
GFE_Federal_government_enterprises,0,0,0,0,0,13766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12,0,3813,0,0,0,0,0,0,0,0,-163,0,43,0,0,0,0,1798,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,1907,1,71198,0,0,0,0,0,743,0,0
GFG_Federal_general_government,0,296,0,0,0,151,412,0,0,0,0,0,24,0,20,0,0,2,0,2,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,518,44,0,15,0,0,0,231,0,0,34032,5465,0,0,0,243,0,5396,0,0,22,0,0,0,0,1288,661984,342114,0,0,0,0,2538,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,115828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4038,0,0,143,253,0,14379,0,10618,0,0,0,0,0,0,28,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,212,27750,0,0,2407,0,0,0,79991,0,6329,24524,0,0
GSLG_State_and_local_general_government,468,2733,0,487,0,1002,15328,1656,0,1334,176,549,1290,0,86,0,0,0,0,0,0,0,0,0,0,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,432,1,0,1875,0,0,0,20107,0,0,45613,7085,0,5770,12845,79997,25764,156614,0,4438,2645,2267,8510,16459,960,0,0,0,0,1507214,0,0,0,3677
