industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
321_Wood_products,0,0,0,0,0,0,276,0,3,0,70698,4,0,0,3,89,17,0,166,0,0,0,0,0,196,72,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
322_Paper_products,0,0,0,0,0,0,121,0,266,0,119,121430,376,0,522,1121,1,12,257,0,351,0,0,0,22,310,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
323_Printing_and_related_support_activities,0,0,0,0,0,0,144,0,16,40,0,308,57074,0,0,23,0,0,173,0,5,0,0,0,0,168,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24358,52,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
324_Petroleum_and_coal_products,0,0,0,30,0,0,129,0,7,0,0,27,0,135332,6018,8,95,56,0,8,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,14,0,0,1588,732,0,0,10,197,1,2308,306742,1453,149,17,38,165,1450,12,15,0,0,456,6793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9631,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,529,0,158,0,184,761,60,0,716,116017,78,44,512,864,140,383,181,15,88,499,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,931,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
327_Nonmetallic_mineral_products,0,0,0,110,1,0,1200,1,73,0,40,170,0,69,188,198,61532,31,74,95,70,31,4,3,18,76,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
331_Primary_metals,0,0,0,0,0,0,280,0,12,0,0,13,0,47,283,57,32,124153,2635,400,1,530,0,0,6,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
332_Fabricated_metal_products,0,0,0,0,0,0,3180,0,15,1,148,15,118,2,103,809,150,3030,167160,1940,387,301,1095,253,153,191,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,239,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,349
333_Machinery,0,0,0,0,0,0,3259,48,0,0,0,13,0,0,229,178,68,254,2155,181078,373,792,1937,534,110,162,2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2870,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
334_Computer_and_electronic_products,0,0,0,0,0,0,464,0,42,0,14,79,37,0,660,109,85,21,551,699,268920,1447,288,1011,80,690,3323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13924,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,112,0,8,1,0,11,0,21,163,67,125,472,408,679,1531,82362,609,32,25,77,1246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,1576,0,138,0,0,0,0,0,15,60,9,35,689,1126,1459,749,302948,144,127,1,1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8100,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529
3364OT_Other_transportation_equipment,0,0,0,0,0,0,1021,0,48,0,0,0,0,0,6,36,0,0,486,1287,2439,163,222,127036,0,49,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11759,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
337_Furniture_and_related_products,0,0,0,0,0,0,406,0,26,0,260,22,0,0,9,87,100,1,137,72,35,4,177,0,46890,50,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339_Miscellaneous_manufacturing,0,0,0,0,0,0,1774,0,89,96,71,316,132,6,300,415,38,27,229,140,330,6,3,15,143,77501,1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4304,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
42_Wholesale_trade,0,577,0,0,0,0,1617,6110,0,0,0,0,0,0,0,0,0,0,9,112,47,0,251,3,32,1009,535568,0,0,0,0,0,0,90,651,68,0,0,0,0,0,0,0,0,0,6762,0,1383,4072,0,142,0,7,0,0,0,0,0,0,0,21820,0,0,0,0,0,0
44RT_Retail_trade,33,0,0,0,0,0,1234,8818,0,486,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,718,0,587749,0,0,0,967,0,0,975,104,0,0,13,0,1625,0,107,0,8,4070,0,1549,466,0,1092,0,59,152,0,0,0,420,0,16768,51883,0,0,0,0,0,0
48_Transportation,0,26,0,0,0,1067,1137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,9,92570,34536,19917,123001,20195,20554,63091,2129,0,0,0,0,0,0,0,0,0,241,0,641,671,0,3,2,5,10,0,0,0,0,0,19,169,0,0,0,0,0,0
493_Warehousing_and_storage,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,0,0,0,146,0,0,81,18186,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51_Information,0,0,0,0,0,0,1550,0,0,0,0,0,313,0,0,0,0,0,0,0,19,0,0,0,0,0,1676,874,0,0,0,0,0,0,0,0,77423,64568,229002,32880,0,0,0,0,5,1614,0,86447,4963,0,90,0,1199,0,0,0,0,3,0,0,1430,0,0,0,0,0,0
52_Finance_and_insurance,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,146,246259,121985,300544,38403,296,29574,69,2316,3681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531_Real_estate,0,0,0,0,0,0,16141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,975629,0,0,24,337,0,0,0,0,0,0,0,0,1,64,0,277,0,0,0,0,0,0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1119,0,0,0,15,15,0,0,0,0,0,0,0,0,1,1,0,17,104284,0,5,144,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0
54_Professional_scientific_and_technical_services,0,0,0,0,0,0,1682,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1160,2976,0,0,0,0,0,0,0,0,211,0,21,2393,0,1,0,0,0,29,129021,348221,52650,0,482,0,158,0,0,0,0,0,0,0,945,0,0,0,0,0,0
55_Management_of_companies_and_enterprises,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6854,1738,138989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56_Administrative_and_waste_management_services,0,0,177,0,0,0,245,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,67,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,79,0,5363,1120,0,187521,32488,0,0,0,1,0,0,0,0,247,0,0,0,0,0,373
61_Educational_services,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,10393,195,0,0,0,71168,0,0,0,318,0,2939,3389,57,0,0,0,0,0,0
62_Health_care_and_social_assistance,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,584,0,1810,1115,0,0,0,0,308566,309521,45147,0,0,0,1299,0,0,0,0,0,0,0
71_Arts_entertainment_and_recreation,0,0,0,0,0,0,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,379,0,1332,77,0,0,0,599,0,0,33,39391,39296,248,6342,301,0,0,0,0,0,0
721_Accommodation,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1102,85,0,1,106,0,0,0,0,0,0,0,5,11113,56524,17554,86,0,0,0,0,0,0
722_Food_services_and_drinking_places,0,0,0,0,0,0,3013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,746,322,249481,0,0,0,0,0,0,84
81_Other_services_except_government,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,372,0,958,355,0,4,0,1,0,0,-1,0,0,0,2174,270966,0,0,0,0,0,0
GFE_Federal_government_enterprises,0,0,0,0,0,6551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2327,0,0,0,0,0,0,0,0,0,94,0,0,0,0,54,0,478,0,0,0,73,0,0,0,0,0,0,0,0,0,0,1774,3,51437,0,0,0,0,0
GFG_Federal_general_government,0,1072,0,919,0,10,647,0,0,0,0,0,7,2,243,0,0,0,0,2,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,247,2,0,6,0,0,0,60,0,0,0,18435,3393,0,0,0,197,0,737,0,3,0,0,0,0,113,429489,0,0,844,0
GSLE_State_and_local_government_enterprises,0,0,0,0,0,43889,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,1487,0,73,1466,0,6187,0,2577,0,0,0,0,0,67,0,51,0,9250,0,0,0,0,0,0,0,0,0,0,0,67,1413,0,0,1030,0,0,33873,0,0,0
GSLG_State_and_local_general_government,40,1354,0,177,0,474,9958,487,0,90,13,99,507,0,2,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,114,0,0,1007,0,0,0,5466,0,0,0,19904,3013,0,4469,6093,29069,12131,53703,1242,488,2704,4170,8371,272,0,0,0,643551,0,1755
