industry,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,321_Wood_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,5415_Computer_systems_design_and_related_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFE_Federal_government_enterprises,GFG_Federal_general_government,GSLE_State_and_local_government_enterprises,GSLG_State_and_local_general_government,Other_Noncomparable_imports_and_rest_of_the_world_adjustment,Used_Scrap_used_and_secondhand_goods
111CA_Farms,47269,586,0,0,0,0,0,1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
113FF_Forestry_fishing_and_related_activities,0,7686,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211_Oil_and_gas_extraction,0,0,12499,0,36,0,0,0,0,0,0,0,0,859,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,0,0,0,9773,18,0,517,0,0,0,0,0,0,8,236,0,60,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213_Support_activities_for_mining,0,0,0,0,3008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,0,0,30,0,0,28175,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23_Construction,0,0,0,0,0,0,105348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311FT_Food_and_beverage_and_tobacco_products,0,0,0,0,0,0,0,98555,0,0,0,0,0,0,177,10,0,0,0,0,0,0,0,0,0,0,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313TT_Textile_mills_and_textile_product_mills,0,0,0,0,0,0,37,0,24572,58,0,46,9,0,24,89,0,0,0,0,0,0,16,0,14,24,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
315AL_Apparel_and_leather_and_allied_products,0,0,0,0,0,0,0,0,117,29656,0,0,1,0,0,43,0,0,0,0,0,0,0,0,0,23,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
321_Wood_products,0,0,0,0,0,0,11,0,0,0,12893,0,0,0,0,15,0,0,36,0,0,0,0,0,45,4,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322_Paper_products,0,0,0,0,0,0,23,0,52,0,37,23682,141,0,122,113,0,0,63,0,79,0,0,0,5,61,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
323_Printing_and_related_support_activities,0,0,0,0,0,0,2,0,2,3,0,108,7578,0,0,4,0,0,16,0,0,0,0,0,0,26,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3920,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
324_Petroleum_and_coal_products,0,0,0,0,0,0,34,0,0,0,0,0,0,22128,1175,0,38,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325_Chemical_products,0,0,0,0,0,0,123,104,0,0,0,61,0,31,43304,381,31,0,0,32,72,0,2,0,0,109,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326_Plastics_and_rubber_products,0,0,0,0,0,0,6,0,60,0,7,38,8,0,188,14625,31,0,105,83,5,4,0,0,31,79,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
327_Nonmetallic_mineral_products,0,0,0,0,0,0,27,0,22,0,0,17,0,19,25,38,15518,13,49,32,6,24,0,0,0,3,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331_Primary_metals,0,0,0,0,0,0,211,0,0,0,0,10,0,0,200,18,9,47456,2005,190,0,270,0,0,2,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349
332_Fabricated_metal_products,0,0,0,0,0,0,94,0,4,0,17,0,159,0,74,97,37,821,43761,687,159,90,343,190,74,65,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214
333_Machinery,0,0,0,0,0,0,57,0,0,0,0,4,0,0,46,35,70,164,752,41178,105,415,644,176,33,42,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
334_Computer_and_electronic_products,0,0,0,0,0,0,29,0,0,0,0,0,0,0,56,0,8,0,292,184,35506,295,96,147,25,85,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2516,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
335_Electrical_equipment_appliances_and_components,0,0,0,0,0,0,26,0,1,1,0,0,0,0,10,22,17,200,264,712,287,20459,214,0,9,29,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,0,0,0,0,0,0,68,0,23,0,0,0,0,0,0,31,0,0,535,680,121,352,61363,165,45,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2249,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
