commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,6783,262,1,1,0,5,172,0,0,1,1,1,2,0,1,2,0,30,30058,1544,12,6,0,0,122,0,373,43,7,3,0,0,0,0,0,0,1,1,4,0,1,1,2,0,63,0,1,0,3,1,1,0,5,28,77,4,137,27,24,670,3,-734,28,182,4
113FF_Forestry_fishing_and_related_activities,2142,1680,1,45,11,25,202,2184,3,5,10,10,2,5,1,2,3,15,475,13,146,1032,0,1,80,177,74,34,2,0,0,0,0,0,0,0,1,1,28,0,0,0,0,0,0,0,0,0,1,0,0,1,17,1,11,0,51,11,13,258,5,10,1,37,4
211_Oil_and_gas_extraction,0,0,364,1,0,2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11208,35,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,125,8,8,1193,7,1304,756,11,986,4163,48,14,9,14,27,8,4,109,43,16,4,167,1,101,694,30,0,2,0,25,2,4,1,9,2,0,1,0,43,0,2,0,0,0,63,1,0,0,3,1,2,26,21,1,10,1,2,1,8,0,13,72,53,53,111
213_Support_activities_for_mining,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,282,26,138,457,1,21,94,162,642,1505,548,255,207,186,302,195,58,89,513,248,121,463,104,522,1050,175,257,2944,25,95,22,15,60,101,24,28,47,38,188,9,414,10,59,33,421,17,61,7,167,283,42,247,372,198,573,83,90,28,254,309,699,263,87,1874,875
23_Construction,377,15,0,110,0,255,46,24,62,101,52,39,32,18,53,39,9,11,73,24,8,116,24,352,173,31,66,514,20,244,36,28,15,111,29,23,36,32,124,5,172,4,17,9,6820,35,1,5,107,66,67,54,238,26,314,2,55,13,68,89,228,921,17,4307,521
321_Wood_products,100,14,45,58,6,237,5689,2223,80,169,223,102,46,100,155,110,866,224,81,32,42,364,1,9,44,37,49,11,1,32,0,4,0,17,4,1,0,0,171,0,1,0,0,1,78,3,1,0,7,1,4,6,6,5,23,16,4,1,14,0,27,28,21,8,105
327_Nonmetallic_mineral_products,29,7,76,87,103,354,7203,140,1710,226,257,209,373,274,572,80,99,117,1041,50,5,28,2,70,281,57,42,172,3,70,7,6,28,28,8,0,1,1,247,0,3,1,1,0,156,18,5,0,39,4,21,12,22,12,60,3,12,3,27,20,173,23,25,75,160
331_Primary_metals,5,27,124,284,448,110,2043,171,171,14313,12333,4835,1166,3222,5980,2035,415,1212,26,5,10,91,53,66,610,75,1,4,1,147,9,2,1,8,9,0,1,0,74,0,1,0,1,0,58,2,0,0,9,1,6,4,4,2,10,16,2,1,4,4,14,206,8,4,52
