commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,29837,631,0,25,8,0,1515,0,0,0,0,0,0,0,0,0,0,320,124791,3106,0,0,0,0,3514,0,783,285,374,75,111,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,1,0,2,0,314,12,431,0,100,0,0,0,0,0,220,16,715
113FF_Forestry_fishing_and_related_activities,13259,7471,0,54,0,0,0,12129,1,0,0,0,0,0,0,0,17,181,5129,0,35,3227,35,1,259,1185,0,0,383,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,5,1,0,59,0,0,0,0,0,144,196,2196
211_Oil_and_gas_extraction,0,0,26440,16,1,56658,0,7,1,269,2,0,0,0,1,0,0,0,3,0,0,8,1,146266,13100,7,31,9,8,5,26,0,0,0,0,0,141,0,3,2,1,6,0,0,0,0,0,0,0,0,0,1,9,47,6,4,5,13,14,17,6,3,20,27,89
212_Mining_except_oil_and_gas,1228,2,34,3854,26,7050,10769,9,5978,8056,252,45,68,57,61,79,23,195,1613,163,0,1718,0,167,2559,138,8,0,0,0,1,0,40,0,3,0,0,0,1,55,56,85,10,0,0,0,0,0,0,0,0,0,273,24,93,8,73,0,9,16,13,43,187,33,278
213_Support_activities_for_mining,0,0,2809,1200,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,3698,204,1689,1795,37,14062,4010,1456,3413,6232,3722,1721,2565,885,2793,991,652,855,8343,1814,707,5415,1045,444,9054,3346,5676,2273,4120,2853,7393,87,60,2428,858,45,1294,4203,2131,506,522,3956,231,1206,422,322,663,6,45759,1666,377,293,1519,3618,1622,164,3958,1614,2682,1277,441,408,1425,2890,11386
23_Construction,1036,54,2130,1018,660,2943,188,315,428,801,809,548,676,197,618,196,226,218,1076,222,76,655,372,308,1244,609,748,399,259,281,974,82,817,25,213,43,1204,890,279,109,160,3970,26,5546,989,302,79,35318,28679,202,123,34,456,221,172,12,265,386,269,244,202,78,268,378,936
321_Wood_products,281,24,0,29,27,0,43439,21350,364,203,214,922,546,242,2081,156,7408,1204,165,113,0,3611,3,0,226,1875,1238,117,288,73,461,0,880,0,60,0,9,69,47,438,562,725,298,63,3,9,0,0,1779,213,15,9,257,1,243,7,42,216,88,4,630,5,102,280,735
327_Nonmetallic_mineral_products,8,31,437,147,145,22,50683,716,12790,1118,780,1430,931,1199,4713,193,420,812,3742,605,0,179,2,73,1388,1268,231,165,48,63,347,0,9,0,20,0,1,35,40,16,10,1316,154,37,22,16,0,0,36,128,4,56,1489,123,331,102,117,1690,519,138,128,10,74,63,1194
331_Primary_metals,115,0,1586,302,108,0,2978,245,580,31623,37377,18061,5950,9115,29673,5275,2801,4468,4665,146,0,267,28,3,28,997,695,3,0,0,348,0,593,0,0,0,0,26,0,62,50,174,24,0,0,2,0,0,278,33,0,4,350,12,139,102,62,117,22,9,71,10,112,11,49
