commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,27959,543,0,28,4,0,1067,0,0,0,0,0,0,0,0,0,0,267,121505,4039,0,0,0,0,5547,0,2744,539,480,29,196,0,0,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,0,0,3,0,121,6,446,0,110,0,0,0,0,0,132,14,646
113FF_Forestry_fishing_and_related_activities,11936,8062,0,54,0,0,0,11980,1,0,0,0,0,0,0,0,22,149,3454,0,42,3233,68,3,280,1304,0,0,335,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,34,0,0,0,0,0,104,137,1535
211_Oil_and_gas_extraction,0,0,10424,17,0,24354,0,4,0,118,1,0,0,0,0,0,0,0,1,0,0,4,1,100313,4002,4,23,10,7,4,21,0,0,0,0,0,75,0,1,3,1,3,0,0,0,0,0,0,0,0,0,1,17,31,9,35,2,10,10,7,2,1,13,19,62
212_Mining_except_oil_and_gas,1193,2,26,3516,13,7715,7581,7,5046,9450,257,75,112,76,36,62,21,73,1070,147,0,1326,0,383,3554,112,7,0,0,0,0,0,81,0,2,0,0,0,1,78,60,50,10,0,0,0,0,0,0,0,0,0,139,23,19,11,54,0,9,12,3,97,205,31,289
213_Support_activities_for_mining,0,0,2163,700,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,2718,168,963,2020,18,11036,2673,1173,2263,4435,3013,1848,3739,671,1830,728,510,790,5022,1452,1082,3391,792,1075,9479,3017,4667,2674,4240,2769,7169,36,92,2131,271,47,4370,549,734,582,840,1612,252,1023,691,168,1237,8,30610,985,349,398,1617,2835,1808,605,2122,1211,1466,895,266,272,1033,2470,9435
23_Construction,827,51,268,1416,274,1209,189,524,652,1170,1112,850,1792,246,570,295,169,401,1768,385,271,1033,359,124,2472,924,884,650,365,366,1243,52,417,41,249,23,259,267,95,139,171,2109,24,6127,307,70,253,8511,12790,266,197,32,784,240,267,9,180,402,399,244,180,101,407,449,1080
321_Wood_products,223,25,0,120,38,0,29594,22490,555,216,298,993,1015,242,2251,170,7611,1639,208,74,1,5264,27,0,272,1639,1017,128,313,97,423,0,585,0,49,0,6,23,12,561,480,458,393,34,1,3,0,0,1645,134,10,1,108,1,55,5,21,118,63,1,406,5,115,186,580
327_Nonmetallic_mineral_products,10,46,329,214,115,12,35940,892,12687,1492,983,1829,1591,2594,4865,172,415,869,3858,969,0,202,4,175,1301,1265,216,185,50,92,374,0,21,0,12,0,1,12,19,15,3,880,201,62,39,5,0,0,14,79,1,22,1044,189,292,82,57,2065,660,191,95,8,85,93,1208
331_Primary_metals,101,0,1088,356,80,0,2071,269,458,48894,47288,23922,9968,14439,33227,5722,3082,4373,4114,260,0,302,66,14,35,1490,734,3,0,0,195,0,456,0,0,0,0,38,0,80,47,82,39,0,0,1,0,0,412,57,0,0,186,9,63,23,37,72,7,6,30,12,138,9,45
332_Fabricated_metal_products,929,114,1295,551,247,256,40601,2238,1975,3945,23887,20172,15101,7533,27194,7374,2632,3188,11996,1304,402,2983,2127,123,7103,5733,989,289,89,52,942,177,305,1105,420,60,377,148,65,2026,45,3314,489,25,3,2,8,0,193,345,14,187,1284,254,704,320,125,103,169,9,395,24,571,114,1227
333_Machinery,3620,387,2167,2762,987,9,18407,371,251,1466,3197,26495,1025,1874,14524,3079,82,961,1447,70,189,869,2182,30,3172,2093,774,172,82,54,432,4,578,3,112,34,89,157,78,472,388,388,249,17,13,0,0,2,285,383,34,233,468,61,1312,412,493,321,142,82,38,30,68,39,289
334_Computer_and_electronic_products,27,2,12,27,10,45,3894,455,804,1184,2451,6890,128862,3979,12685,11630,630,2037,1566,1157,144,466,1989,95,2761,1425,2635,535,174,96,974,5,82,1,82,1,19,48,75,2007,2117,7585,812,511,182,60,317,68,56,86,1964,1853,4190,3481,1683,32,714,2406,139,80,78,10,63,776,128
335_Electrical_equipment_appliances_and_components,386,281,35,18,33,1,18348,1513,105,1890,1981,9916,8152,10154,3936,2028,49,778,584,134,178,304,181,41,836,1031,229,165,41,420,234,3,183,37,15,19,2,4,91,1,0,2013,123,125,39,9,0,0,125,88,2,252,1341,100,766,134,419,14,172,92,95,13,100,184,451
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,586,125,201,635,63,1,1002,662,334,450,1294,9265,2173,515,126716,2527,215,393,1443,201,10,470,315,36,696,317,2572,2884,686,52,2026,0,47,0,2662,140,1,32,330,1436,71,338,22,22,4,0,0,0,0,295,0,16,686,209,1725,523,34,220,190,49,413,342,39,52,404
3364OT_Other_transportation_equipment,0,10,0,15,0,0,9,71,0,0,8,117,0,0,112,36188,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,1887,662,1424,29,1,0,224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,5,2,0,0,0,0,2,0,98,0,0
337_Furniture_and_related_products,7,0,0,0,0,0,9225,1291,1,0,0,387,472,2,16,117,2332,190,0,0,0,1,0,0,0,378,87,116,0,5,316,0,0,0,0,0,0,0,0,4,0,97,105,0,0,0,0,1,25,0,148,9,91,40,14,0,0,479,84,0,35,65,128,2,178
