commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,29959,475,0,19,3,0,1150,0,0,0,0,0,0,0,0,0,0,130,115777,2200,0,0,0,0,3300,0,1365,139,373,63,86,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,210,9,324,0,86,0,0,0,0,0,173,15,596
113FF_Forestry_fishing_and_related_activities,12326,7345,0,56,0,0,0,11665,1,0,0,0,0,0,0,0,25,132,4725,0,33,3325,39,1,188,909,0,0,348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,4,0,0,39,0,0,0,0,0,130,154,1832
211_Oil_and_gas_extraction,0,0,16092,7,0,52212,0,2,0,101,1,0,0,0,0,0,0,0,1,0,0,2,1,123294,4224,3,11,3,3,2,9,0,0,0,0,0,29,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,4,18,4,8,2,5,2,6,2,1,8,10,35
212_Mining_except_oil_and_gas,1193,1,28,2777,14,13000,10000,4,5160,5451,228,49,205,67,43,88,21,137,989,69,0,848,0,299,2356,82,4,0,0,0,1,0,49,0,2,0,0,0,0,87,72,139,37,0,0,0,0,0,0,0,0,0,222,15,74,6,61,0,2,12,6,35,132,31,170
213_Support_activities_for_mining,0,0,2726,1135,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,4236,210,2086,2150,26,32336,4436,2678,5489,12274,8402,3987,9390,2628,5750,2193,1259,1732,16018,2870,1263,8764,3071,2513,16843,8210,6147,2070,5348,3199,8332,133,73,537,1323,42,1088,1370,1970,1949,1415,9330,623,1295,887,428,1133,9,51000,1682,782,1049,4502,4267,3549,730,3328,3636,5445,2885,984,1002,3253,3277,13215
23_Construction,916,44,1565,1132,354,4851,211,339,532,1072,1137,727,1541,339,732,268,222,283,1481,223,100,819,521,467,1620,802,750,320,299,275,906,31,754,23,242,27,368,1299,175,195,196,4450,44,7128,579,171,158,26109,18646,243,122,58,651,232,230,13,295,375,236,242,207,92,328,390,995
321_Wood_products,300,29,0,26,19,0,36365,21314,411,154,191,838,816,242,1902,136,7376,1127,155,110,0,4447,10,0,261,1583,1044,82,297,89,401,0,781,0,51,0,2,70,23,685,709,689,670,41,1,6,0,0,1359,188,9,7,184,1,172,7,29,152,66,2,515,6,82,207,593
327_Nonmetallic_mineral_products,10,40,527,162,103,31,45871,701,13102,976,775,1366,1268,1572,4966,200,360,738,3664,639,0,195,3,97,1471,1171,121,144,49,129,328,0,11,0,13,0,0,37,29,22,10,1311,370,52,23,12,0,0,14,102,1,61,1297,184,341,94,141,1978,662,157,132,6,47,77,1208
331_Primary_metals,131,0,1864,282,80,1,2854,252,583,30794,38513,20060,8331,12805,29052,5919,2952,4360,4828,103,0,295,31,8,28,1006,724,3,0,0,336,0,400,0,0,0,0,19,0,95,58,178,66,0,0,2,0,0,284,33,0,4,340,11,134,71,59,118,15,8,63,6,91,11,45
332_Fabricated_metal_products,930,113,2048,484,208,1545,52987,2226,2279,2893,21155,17657,16758,8384,27418,8078,3084,3500,11626,1127,352,3060,1781,89,6697,5374,859,204,75,62,962,73,222,974,543,106,299,356,114,2962,53,5525,623,69,31,4,8,0,203,403,22,850,2011,352,891,642,210,184,223,13,581,18,452,251,1592
333_Machinery,2026,492,3619,2360,968,1563,21017,363,241,1176,2642,25101,1018,1882,15173,3633,84,702,1751,54,35,1003,1440,34,1955,1207,756,115,70,53,322,2,126,4,125,39,39,129,151,595,403,510,594,17,20,314,0,2,145,465,39,770,964,53,1105,971,900,279,160,110,59,19,65,39,345
334_Computer_and_electronic_products,10,1,22,25,25,61,4396,538,918,937,2486,5324,133027,3753,11814,9962,805,1954,1587,1018,65,872,1731,51,2880,1507,2524,371,189,108,893,1,45,0,91,2,6,100,71,2885,2298,9824,1652,448,287,54,255,26,73,137,1361,3621,4447,2032,2026,121,894,2228,129,89,145,13,87,477,172
335_Electrical_equipment_appliances_and_components,304,194,55,14,24,11,22482,916,112,990,1565,8734,7187,8360,3884,1777,59,661,592,108,80,300,144,31,656,803,240,115,51,427,244,1,137,15,28,32,1,9,101,2,0,2984,207,146,59,25,0,0,104,135,2,1541,2096,57,945,257,578,22,150,172,155,13,89,193,511
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,741,124,330,536,64,16,959,560,464,333,1005,8721,2355,342,131856,3388,276,378,1657,185,6,546,260,23,731,332,2401,3424,688,62,2132,0,28,0,2638,149,0,31,549,2121,75,555,38,28,7,0,0,0,0,283,0,24,1141,259,2330,598,108,253,216,57,777,199,50,54,426
3364OT_Other_transportation_equipment,0,35,0,18,0,0,9,33,0,0,43,505,0,0,156,38989,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,460,443,1870,6,10,0,620,0,0,0,1,0,0,0,0,0,0,0,0,0,0,49,2,31,22,0,0,0,0,97,0,21,0,0
337_Furniture_and_related_products,11,0,0,0,0,0,11514,651,0,0,0,334,427,2,21,148,2749,189,0,0,0,0,0,0,0,315,135,96,0,4,326,0,0,0,0,0,0,0,0,2,0,120,181,0,0,0,0,12,12,0,43,5,58,26,4,0,0,351,34,0,54,79,121,2,208
339_Miscellaneous_manufacturing,149,3,13,21,4,0,949,15,209,32,38,1956,14,845,1694,102,19,5391,53,173,469,1,37,1,388,151,985,98,80,4,529,0,2,0,4,18,2,310,70,21,12,169,89,314,114,20,0,0,232,33,40,40,1260,12,644,195,430,10872,8721,736,2399,115,276,237,485
311FT_Food_and_beverage_and_tobacco_products,15367,477,0,0,0,0,0,8,118,2,0,0,0,0,0,0,0,5,99970,28,785,634,342,40,1680,64,737,0,1559,335,534,183,0,114,3,0,0,17,0,127,16,0,4,0,0,0,0,0,0,0,0,0,441,12,0,0,5156,10,2451,3806,3866,173,1924,2282,23065
313TT_Textile_mills_and_textile_product_mills,214,108,0,2,0,0,1996,532,185,0,0,509,18,0,4264,537,2927,2564,88,15723,12851,1296,462,14,2,1707,828,30,116,54,1407,0,0,142,12,0,0,69,1,34,145,11,9,0,0,0,0,0,29,98,0,0,176,3,79,45,58,47,302,2257,600,1,297,1582,330
315AL_Apparel_and_leather_and_allied_products,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2436,0,0,104,16,813,7711,0,1303,1,0,0,335,8,0,520,249,0,0,0,0,0,0,0,0,19,33,1856,0,0,0,0,0,0,0,129,0,0,18,1,229,129,71,89,114,0,1179,44,48,16,226
322_Paper_products,280,2,33,109,16,19,2891,470,1738,739,1482,1847,2811,1208,1883,576,1162,1906,19546,785,147,36512,13711,62,5517,3567,2628,80,953,211,993,12,28,7,105,126,20,1958,76,7023,258,408,149,1057,206,243,5,0,128,338,477,265,1403,228,1725,158,140,1222,849,778,351,37,119,1012,1460
