commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,35549,468,0,41,26,0,1883,0,0,0,0,0,0,0,0,0,0,289,140816,2108,0,0,0,0,5046,0,212,161,459,115,133,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,1,0,1,0,300,22,373,0,76,0,0,0,0,0,194,18,763
113FF_Forestry_fishing_and_related_activities,15318,8313,0,84,0,0,0,15256,1,0,0,0,0,0,0,0,33,293,6381,0,39,3800,47,6,486,1849,0,0,523,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,8,1,0,60,0,0,0,0,0,151,278,2592
211_Oil_and_gas_extraction,0,0,28332,23,5,67185,0,15,1,109,3,1,0,0,1,0,0,0,5,0,0,12,2,337896,9789,14,46,9,13,7,39,0,0,0,0,0,149,0,5,7,1,10,0,0,0,0,0,0,0,0,0,1,28,92,10,15,8,20,58,36,9,9,28,44,122
212_Mining_except_oil_and_gas,1593,2,38,7109,70,9785,14776,18,9779,16488,661,123,129,126,86,84,35,417,2308,230,0,2330,0,903,4084,257,12,0,0,0,3,0,82,0,4,0,0,0,2,123,94,199,23,0,0,0,0,0,0,0,0,0,631,45,294,53,249,0,32,36,9,176,688,66,368
213_Support_activities_for_mining,0,0,7025,1600,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,4533,188,1739,3372,121,20187,4889,1415,4252,5880,3211,1602,2285,712,2394,900,595,957,8046,1571,496,5055,759,1812,12121,3202,8180,1954,5979,3812,11237,115,84,536,963,152,2123,7143,3018,483,291,1861,408,1702,348,282,816,5,67886,1982,240,213,1348,6683,1382,285,4339,1048,2213,1042,315,322,1156,4313,14865
23_Construction,1415,43,1696,1370,2021,4768,171,191,302,500,415,301,465,101,303,127,107,157,732,120,55,359,201,4570,882,373,804,253,283,290,1160,51,763,40,160,94,1747,170,155,72,58,2487,29,2819,474,207,87,59333,56367,86,55,14,400,311,206,17,178,193,193,142,94,47,192,438,922
321_Wood_products,311,24,0,80,95,0,50328,27438,441,285,216,1163,426,316,2671,262,8841,1368,252,82,1,4294,4,0,350,2300,1657,86,391,92,663,0,1286,0,66,0,18,59,63,401,327,873,509,76,4,12,0,0,4947,203,8,6,483,2,634,15,41,272,132,4,663,5,145,406,858
327_Nonmetallic_mineral_products,5,28,408,263,545,24,68065,1162,17754,2039,1043,1889,974,1360,5674,268,345,952,3966,377,0,247,2,466,1609,1812,225,167,61,125,540,0,13,0,23,0,1,33,45,18,5,1803,304,46,14,12,0,0,88,165,14,66,2811,92,739,120,90,1864,719,125,119,11,124,91,1501
331_Primary_metals,111,0,2127,597,574,0,4367,546,1170,70983,73575,33028,8286,17872,40630,9081,4630,8518,6254,273,0,396,38,38,42,1658,838,4,0,0,1016,0,1501,0,0,0,0,123,0,81,51,227,50,0,0,2,0,0,1236,52,0,6,1077,28,237,502,102,153,53,13,120,33,234,15,77
