commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,7380,239,1,1,0,5,181,0,0,1,1,1,2,0,1,3,0,27,31605,1296,7,9,0,0,104,0,380,41,7,2,0,0,0,0,0,0,1,1,3,0,2,1,2,0,78,0,2,0,3,1,1,0,8,30,86,5,133,24,27,784,4,-596,18,225,5
113FF_Forestry_fishing_and_related_activities,2123,1527,1,48,7,33,176,2161,5,6,13,12,3,5,2,2,4,16,508,11,107,977,0,1,74,159,63,39,2,0,0,0,0,0,0,0,2,1,37,0,1,0,0,0,0,0,0,0,1,0,1,1,28,1,16,0,57,12,17,271,7,7,0,38,4
211_Oil_and_gas_extraction,0,0,509,1,0,2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11550,47,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,147,13,10,1509,9,1677,772,17,1101,4507,59,18,11,15,32,10,5,189,53,17,5,202,1,103,787,36,1,2,1,37,2,5,1,15,2,0,1,0,55,0,1,0,0,0,78,2,1,0,4,1,3,27,29,1,15,2,3,1,11,0,20,57,63,64,147
213_Support_activities_for_mining,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,368,32,157,539,1,21,104,185,660,1476,572,282,231,206,313,210,63,99,595,258,128,529,121,489,1173,206,322,3197,28,92,31,17,75,104,29,34,57,43,193,12,516,11,76,47,557,26,56,9,158,290,56,252,425,220,607,99,104,36,317,411,729,263,89,2099,857
23_Construction,440,21,0,125,0,182,52,22,53,73,40,29,23,12,41,32,6,9,62,16,5,130,26,310,179,36,89,576,23,187,42,29,20,124,31,29,41,36,89,7,234,3,22,12,7682,50,1,6,97,65,66,58,243,41,411,2,66,14,73,119,251,888,16,5057,508
321_Wood_products,98,13,42,52,5,229,5720,2218,84,164,217,101,45,100,164,108,842,245,77,39,37,366,1,8,41,37,40,9,1,40,1,4,1,21,5,1,0,0,155,0,1,0,0,1,86,4,1,0,9,1,6,10,10,5,23,18,5,1,16,0,33,21,17,11,126
327_Nonmetallic_mineral_products,23,9,70,90,96,361,7188,154,1625,227,253,187,357,276,572,84,100,117,1142,47,6,30,3,58,276,65,41,153,3,85,6,7,25,36,7,0,2,1,235,0,4,1,1,0,170,22,8,0,39,4,23,19,35,15,70,4,13,3,33,35,170,18,21,82,199
331_Primary_metals,6,25,123,298,424,110,2183,198,154,13337,11981,4879,1245,3397,5738,1974,413,1267,33,6,14,97,60,55,597,93,1,4,0,131,10,2,1,10,8,0,1,0,70,0,2,0,1,0,57,3,1,0,9,1,7,5,5,2,10,19,2,1,5,7,17,165,7,4,58
332_Fabricated_metal_products,130,432,287,372,59,563,12273,442,207,1306,3700,2682,1474,947,3917,1996,544,423,2903,48,104,213,37,221,965,262,29,258,13,259,70,30,78,144,81,2,13,1,348,1,3,1,2,1,281,11,3,1,348,15,138,56,29,11,59,71,12,7,29,34,791,1382,34,81,270
333_Machinery,320,38,143,431,124,245,1433,183,104,708,632,2599,275,249,682,647,19,37,133,141,35,137,260,67,458,86,56,107,6,86,17,18,4,56,17,3,80,79,134,0,27,3,27,0,164,134,34,3,402,2,169,23,52,88,286,6,14,4,19,3,675,293,13,266,181
334_Computer_and_electronic_products,1,6,22,5,1,51,423,8,9,86,81,258,10017,291,392,1768,3,146,6,11,2,14,2,18,73,8,528,31,41,18,21,2,7,41,18,1,2,108,486,28,26,2,13,5,28,46,10,83,75,149,43,10,42,6,8,1,3,2,4,0,438,2200,3,51,34
335_Electrical_equipment_appliances_and_components,45,17,138,90,18,351,3806,131,53,471,199,1505,1063,2088,567,180,7,112,16,9,16,12,3,16,51,12,30,79,16,98,19,21,53,52,20,0,3,1,192,4,12,1,4,1,196,34,5,5,96,5,70,11,41,10,42,4,11,3,22,2,223,191,16,83,204
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,41,53,54,125,3,9,73,129,16,189,162,1488,163,137,15966,597,6,17,45,0,4,0,2,1,20,23,96,2242,12,30,10,162,165,16,11,2,1,0,3,0,2,0,3,0,5,148,1,1,75,8,54,3,1,4,3,0,1,1,3,0,1835,168,5,62,28
3364OT_Other_transportation_equipment,4,85,3,10,0,3,3,6,0,27,24,2,1,0,30,7287,0,7,1,0,0,1,0,0,1,0,16,0,808,232,298,5,16,0,311,0,0,3,9,0,6,5,3,0,5,22,2,0,49,0,36,0,4,1,17,0,5,14,3,0,46,6480,4,11,14
337_Furniture_and_related_products,0,0,8,8,0,44,1086,95,1,15,2,1,437,2,20,41,142,6,2,1,0,1,0,1,3,0,0,1,0,7,0,1,0,4,0,0,0,0,30,0,0,0,0,0,13,0,0,0,1,0,1,2,2,1,4,0,1,0,2,0,4,13,3,14,21
339_Miscellaneous_manufacturing,10,21,6,25,1,35,100,25,71,83,68,114,129,70,59,50,35,1241,27,58,652,22,98,7,64,60,57,147,10,18,9,11,13,5,12,1,16,2,33,3,69,9,66,2,67,26,71,3,288,0,63,8,155,602,548,64,68,14,43,42,816,165,4,552,28
311FT_Food_and_beverage_and_tobacco_products,4489,77,3,2,0,4,45,3,10,13,14,18,26,8,7,29,19,44,17056,49,352,169,5,43,493,7,330,1062,121,4,6,5,1,1,7,0,10,28,6,0,15,8,22,0,9,3,19,0,30,0,5,3,9,9,827,75,123,44,386,13389,119,266,58,1166,2
313TT_Textile_mills_and_textile_product_mills,90,122,5,35,0,12,620,89,60,7,37,28,3,57,521,81,511,386,70,7352,7417,232,242,4,51,687,584,117,10,21,24,20,6,43,21,0,8,0,7,0,31,0,0,0,1,1,0,0,8,0,6,8,0,14,127,20,10,3,61,14,153,158,10,71,4
