commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,4819,223,1,3,0,16,290,0,6,1,0,0,1,0,0,0,0,28,23818,1779,43,0,0,0,89,0,455,43,3,2,2,0,0,1,2,0,0,0,11,0,0,0,1,0,39,0,1,0,2,1,73,0,0,29,45,2,71,13,8,488,2,-430,17,155,5
113FF_Forestry_fishing_and_related_activities,1708,1193,1,17,19,4,177,1478,0,0,0,12,0,3,0,0,1,10,288,18,144,798,0,0,146,205,125,24,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,2,183,1,9,0,15,2
211_Oil_and_gas_extraction,0,0,166,0,0,2047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8677,19,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
212_Mining_except_oil_and_gas,123,1,5,1045,6,1028,733,2,967,3186,22,10,6,12,17,4,2,79,36,15,3,151,1,104,659,22,0,2,0,18,2,2,0,3,2,0,0,0,27,0,1,0,0,0,49,0,0,0,1,0,0,35,13,2,5,1,1,0,3,0,7,117,26,44,92
213_Support_activities_for_mining,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,170,6,66,301,1,18,167,80,479,972,274,143,114,113,174,92,33,54,307,148,68,295,63,464,716,97,253,3102,11,80,9,37,36,71,25,20,31,17,161,2,345,56,171,47,192,14,143,4,277,215,45,228,327,261,243,48,68,15,116,166,657,161,36,1129,768
23_Construction,220,1,0,51,1,293,19,14,40,72,27,22,16,12,38,17,5,7,57,21,8,44,9,276,88,10,32,406,6,311,16,18,9,71,18,14,15,14,94,1,88,1,8,4,4543,5,1,2,50,53,27,40,169,2,71,1,24,5,41,37,202,435,17,2530,381
321_Wood_products,111,13,27,69,8,232,3919,1634,91,89,146,76,30,68,101,57,724,185,79,12,43,279,17,11,49,37,64,13,1,26,0,2,0,10,1,1,5,0,146,0,1,0,0,1,83,0,0,0,1,0,0,3,3,6,13,10,2,0,7,0,15,14,13,4,61
327_Nonmetallic_mineral_products,43,1,48,76,100,354,6015,75,1548,105,193,148,281,238,413,38,67,112,732,31,2,19,0,61,255,33,39,208,2,37,4,2,15,14,4,0,0,0,227,0,2,0,1,0,106,85,1,0,17,3,9,3,5,13,26,2,6,1,12,0,192,21,18,62,93
331_Primary_metals,6,26,75,260,485,170,2380,109,198,12334,8707,3629,902,2672,5170,1380,357,931,8,5,4,67,27,80,573,61,1,7,0,229,4,1,0,7,4,0,0,0,99,0,2,0,1,0,72,0,2,0,6,0,2,3,3,4,9,9,1,0,4,0,12,119,7,4,55
