commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,55665,653,0,83,46,0,1913,0,0,0,0,0,0,0,0,0,0,297,234457,2004,0,0,0,0,16525,0,1693,338,1018,215,304,0,0,0,0,0,0,86,0,0,0,0,0,1,0,0,0,0,3,0,2,1,894,34,734,0,135,0,0,0,0,0,387,37,1534
113FF_Forestry_fishing_and_related_activities,23105,4970,0,66,0,0,0,8544,3,0,0,0,0,0,0,0,46,232,6174,0,56,3419,41,23,787,2770,0,0,677,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,10,1,0,57,0,0,0,0,0,155,359,2992
211_Oil_and_gas_extraction,0,0,30457,15,2,24851,0,2,0,29,1,0,0,0,0,0,0,0,1,0,0,2,0,539764,5601,2,24,3,4,2,10,0,0,0,0,0,56,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,10,28,2,4,4,6,37,6,4,1,7,15,38
212_Mining_except_oil_and_gas,2325,1,95,6226,59,10709,10726,8,6553,16312,429,158,7,98,52,92,22,157,1395,82,0,1606,0,2369,6284,107,20,0,0,0,2,0,106,0,4,0,0,2,3,27,12,152,250,0,0,0,0,8,0,0,0,0,795,47,350,55,233,0,62,26,17,180,510,57,387
213_Support_activities_for_mining,0,0,12433,2007,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,4764,148,5225,4332,203,26498,3795,1823,3640,8131,4376,2122,1304,968,2606,1357,611,990,9528,1313,69,6250,1418,8082,17322,4959,15748,2559,8369,4866,13390,101,98,100,1152,72,1180,813,12025,890,385,4019,1562,2429,1212,310,1847,2,56907,1614,589,292,4054,8023,2156,490,6963,3196,9047,2396,1256,661,2534,5691,18682
23_Construction,1673,38,941,2229,2184,7329,204,170,347,686,648,483,198,145,414,197,97,175,1137,77,11,624,249,8046,1783,497,2178,440,525,500,2031,325,2125,50,305,200,1037,1628,857,104,38,2293,151,3421,1316,317,388,64117,49373,300,123,31,716,501,359,37,666,384,803,265,261,167,409,763,1552
321_Wood_products,245,60,0,88,125,0,25404,16331,329,316,191,903,350,165,2648,254,5564,799,364,40,1,4780,4,0,248,1065,2139,50,407,67,588,0,1249,0,59,0,11,79,163,107,75,668,1281,62,3,8,0,23,4096,424,12,15,526,2,413,14,25,205,202,4,930,4,120,350,718
327_Nonmetallic_mineral_products,8,63,734,453,651,53,40721,707,11625,2530,1063,2543,348,1812,5522,344,355,639,4907,145,0,458,2,1037,1746,1363,212,166,58,106,525,0,12,0,35,0,1,49,158,7,2,2222,770,44,27,4,0,25,65,428,6,87,2819,67,850,91,74,1752,1615,175,249,8,115,73,1520
331_Primary_metals,110,0,5220,808,600,3,3822,372,682,82553,73602,38771,4669,17600,41340,10514,3629,6383,5735,351,0,482,24,31,61,1661,1310,4,0,0,908,0,1037,0,0,0,0,379,0,25,10,245,312,0,0,1,0,1,1454,117,0,12,1340,33,405,460,154,162,48,18,297,17,272,19,76
