commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,59046,669,0,45,30,0,1934,0,0,0,0,0,0,0,0,0,0,341,228338,1261,0,0,0,0,8300,0,1446,400,891,200,260,0,0,0,0,0,0,116,0,0,0,0,0,1,0,0,0,1,4,0,2,1,629,25,818,0,134,0,0,0,0,0,450,43,1571
113FF_Forestry_fishing_and_related_activities,23530,6947,0,75,0,0,0,12373,1,0,0,0,0,0,0,0,34,177,7151,0,23,4501,35,8,371,1672,0,0,629,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,12,1,0,67,0,0,0,0,0,155,366,3020
211_Oil_and_gas_extraction,0,0,17701,2,0,23727,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,271893,8352,0,2,0,0,0,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,1,1,0,0,1,2,4
212_Mining_except_oil_and_gas,1807,1,49,6329,71,11042,13915,9,7728,12105,377,103,4,66,61,131,20,158,1154,59,0,1253,0,1461,3920,104,13,0,0,0,2,0,116,0,5,1,0,2,3,23,11,150,208,0,0,0,0,12,0,0,0,0,663,38,290,37,221,0,77,26,19,170,369,43,284
213_Support_activities_for_mining,0,0,9978,1699,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,4957,150,4037,4372,217,36016,5812,1835,3458,7201,4476,2038,1129,774,3027,1238,569,1080,8478,1176,63,5474,1227,4566,15470,4888,15813,3714,8647,5226,16106,103,101,96,1416,123,934,1031,12073,857,339,4295,1487,2130,1221,413,1998,19,86917,1385,490,258,3731,9501,2703,529,6538,2779,9642,2319,1085,719,2451,6336,20737
23_Construction,1655,41,2173,2366,3032,8721,272,171,343,544,576,373,126,108,443,164,78,164,973,81,9,664,180,6272,1558,460,1885,585,481,478,2185,283,2260,44,312,238,1238,2095,747,77,29,2126,141,3643,1289,335,425,72344,61573,313,102,28,669,526,395,36,509,305,802,240,216,193,368,763,1532
321_Wood_products,366,36,0,126,166,0,36511,20309,394,365,229,953,296,217,3534,338,6038,1099,404,46,2,4849,5,0,224,1535,2758,109,539,103,867,0,1743,0,104,0,3,98,198,91,64,738,1232,60,5,4,0,43,5960,328,13,15,615,2,711,14,35,196,197,4,805,4,114,447,801
327_Nonmetallic_mineral_products,3,71,698,367,838,152,55897,852,13361,2267,1170,2218,218,1569,7057,348,333,870,5225,159,0,421,2,690,2340,1792,193,219,68,160,665,0,15,0,46,0,1,42,124,7,1,2401,749,46,82,6,0,35,121,372,6,88,3230,62,921,101,85,1626,1375,173,224,9,105,82,1661
331_Primary_metals,91,0,3779,580,606,7,3984,404,755,64545,66830,28620,3192,13669,43775,9568,3179,6221,5535,289,0,480,29,27,42,1589,1038,4,0,0,855,0,1041,0,0,0,0,308,0,20,9,212,245,0,0,1,0,1,2076,73,0,12,1167,29,349,311,118,75,48,14,187,12,173,12,72
332_Fabricated_metal_products,1603,149,4109,1138,1591,714,72744,2616,2864,5028,37699,26210,4148,7679,42538,13517,3116,5846,14943,683,126,5523,1449,326,10579,7882,2010,367,144,120,1421,85,383,1426,1036,140,693,891,465,1248,18,10259,1379,120,168,2,20,41,2145,1104,30,1276,4292,701,2069,1860,356,243,540,27,1276,49,414,711,2356
333_Machinery,3529,324,6261,4067,5656,873,28696,665,185,1380,4220,35579,249,1397,25655,5157,82,1738,3658,33,8,1072,1155,135,4314,1816,2212,280,117,121,832,8,252,19,245,163,63,2820,537,136,36,2367,577,8,48,114,0,27,112,2127,25,920,2313,412,2207,2614,1120,462,397,153,102,25,85,83,564
334_Computer_and_electronic_products,148,1,19,28,431,169,5413,896,1016,1875,4972,8988,26142,4315,21900,16772,1053,2828,2778,622,61,720,1448,194,5641,2464,9024,632,285,252,2463,2,119,3,186,3,6,149,226,3185,664,16809,4084,385,1319,21,731,163,539,382,1327,5109,6977,6695,2983,620,603,6770,451,181,288,16,95,226,81
335_Electrical_equipment_appliances_and_components,1274,174,123,62,458,58,35075,1104,138,1961,2368,13753,1834,8083,7048,2837,93,1276,911,57,3,461,117,90,1098,1438,321,181,33,274,299,1,135,26,41,96,3,29,447,2,0,4270,366,80,67,7,0,16,1198,233,1,1206,4380,107,1858,622,560,20,345,604,377,45,240,513,552
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,959,108,519,949,488,83,2025,736,541,718,1210,14202,380,394,219402,3874,330,597,2509,87,1,1020,201,136,1300,564,5633,4051,887,204,3050,0,49,0,3982,276,0,206,3060,378,53,1576,139,33,18,0,0,0,0,1044,0,19,2661,684,5924,1298,322,311,600,95,1306,98,62,106,539
3364OT_Other_transportation_equipment,0,12,0,46,0,0,6,41,0,0,46,167,0,0,383,72166,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0,798,1580,1659,13,13,0,1259,0,0,0,3,0,0,0,0,0,0,0,0,0,0,172,3,36,25,0,0,0,0,11,0,25,0,0
337_Furniture_and_related_products,1,0,0,0,0,0,16881,591,1,0,0,417,66,2,53,413,3709,349,0,0,0,1,0,0,0,444,362,200,0,0,1036,0,0,3,0,0,0,17,0,1,0,212,369,0,0,0,0,2751,76,0,18,1,275,8,3,0,0,232,52,1,91,103,204,4,279
339_Miscellaneous_manufacturing,209,4,19,38,28,0,960,31,170,57,57,2310,3,670,1832,80,16,7194,34,134,138,0,7,8,602,123,1016,166,87,8,1152,0,1,0,6,17,0,228,258,7,2,172,119,130,73,8,0,0,447,79,53,54,1825,18,1469,407,405,16873,18809,1057,1309,95,455,46,575
311FT_Food_and_beverage_and_tobacco_products,32423,379,0,0,0,0,0,44,222,9,0,0,0,0,0,0,0,7,182805,10,836,1270,631,212,4342,148,2341,5,2645,738,1151,379,2,369,26,0,0,53,0,43,12,0,44,0,0,0,0,0,0,0,0,0,4983,104,0,0,6462,14,8595,6715,8219,559,4793,6884,47864
313TT_Textile_mills_and_textile_product_mills,243,92,0,4,0,0,1904,587,401,0,0,893,1,0,4188,934,3081,2303,188,9082,1412,2813,346,52,7,2624,1814,78,140,2466,2159,0,0,163,15,0,2,88,4,11,112,13,12,0,0,0,0,1,205,211,0,0,256,6,153,88,50,51,639,2049,908,0,311,1665,275
315AL_Apparel_and_leather_and_allied_products,36,0,0,0,0,3,0,0,1,0,0,0,0,0,2259,0,0,65,11,769,2136,0,1730,4,0,2,847,243,12,276,753,0,0,0,0,0,0,0,0,32,27,1895,4,0,0,0,0,0,0,108,0,0,46,16,288,92,119,185,204,0,1132,139,43,21,199
322_Paper_products,388,0,51,215,104,100,2287,623,1461,1417,2451,1986,421,963,2816,716,1107,2346,24827,477,36,42011,6481,157,7780,5085,4748,99,1203,310,1476,12,53,9,175,990,27,2879,473,1945,93,547,196,945,886,131,1,1,1211,834,457,274,3055,649,3202,229,219,1126,3190,1536,763,85,140,1606,2422
323_Printing_and_related_support_activities,27,0,6,3,0,5,34,33,0,0,1,10,0,2,5,0,0,0,198,0,14,0,1606,11,1097,0,8405,143,198,136,3673,3,16,0,236,54,2,471,9,6166,645,567,2925,598,1896,1376,0,0,87,285,723,166,4769,751,2319,13,940,1497,1739,137,1307,740,169,639,558
324_Petroleum_and_coal_products,5263,463,2630,3378,2972,14853,38488,997,594,2071,757,1550,112,1199,504,263,288,736,3077,93,12,1103,1630,16822,10268,1109,2926,532,321,79,1130,27581,4462,3411,27764,1981,42,7603,200,259,56,483,283,3473,4018,26,597,22,4206,1333,28,319,1465,814,3409,1299,573,766,4459,685,488,129,553,666,1781
325_Chemical_products,23628,2088,4811,3041,2257,3032,9806,2411,4012,1536,8133,3940,1816,2301,8515,1444,1745,6352,6309,10925,124,12608,5655,5108,207459,58877,1868,93,47,41,885,1,256,8,191,7,2,108,563,772,133,584,605,72,187,12,0,145,12363,425,165,131,9581,1719,5439,784,562,30227,26525,2492,498,142,515,76,562
326_Plastics_and_rubber_products,1248,109,66,1116,1309,66,24933,745,1385,854,2535,7057,1101,1636,25988,3490,4385,6646,18890,398,60,3062,655,250,13653,20247,9852,1220,1492,270,3844,10,7,1,745,21,84,3819,514,568,66,5009,373,156,207,198,0,23,312,1682,89,702,5522,181,1774,324,494,6053,2586,1190,857,24,165,129,5078
42_Wholesale_trade,38194,2691,4257,4303,3709,6632,68288,8662,5307,22655,18044,28110,8396,8676,62134,12911,5612,10910,65694,3347,1718,12284,3633,13663,52213,15254,52287,3367,1953,2072,16597,3438,2294,1567,12558,1013,168,5499,1960,4028,266,14172,2203,1755,2739,304,469,434,5586,10526,982,2297,13458,3792,7670,2072,3310,22149,21029,3842,3724,504,2833,3601,16116
441_Motor_vehicle_and_parts_dealers,7,1,103,255,188,46,2336,197,264,187,376,2982,57,1,2888,1047,132,315,1178,44,0,444,94,1,692,214,209,1955,437,95,1435,0,11,0,1171,4,0,11,154,165,26,85,7,17,9,8,0,33,371,448,0,8,750,0,1388,47,0,0,0,0,0,3,13,29,52
445_Food_and_beverage_stores,43,0,0,0,0,74,237,0,19,0,1,4,0,1,11,0,5,8,11,0,0,2,43,1,101,3,29,11,69,16,80,0,5,1,462,29,0,35,0,3,1,0,7,7,14,1,0,49,76,5,2,2,20,0,249,1,20,13,15,2,4,12,44,96,2285
452_General_merchandise_stores,68,1,10,18,11,119,1920,14,48,12,36,212,6,11,254,61,66,104,190,39,0,44,295,8,380,33,183,200,83,20,238,0,9,1,729,41,2,52,10,36,7,9,42,42,79,5,0,502,316,43,25,11,194,0,587,6,66,85,48,7,27,9,25,244,1031
4A0_Other_retail,703,12,45,216,22,1404,72517,93,45,34,170,677,32,98,1020,123,529,794,1202,202,0,214,1192,138,3212,152,793,1459,494,414,1767,2,89,674,9167,441,6,977,25,169,27,41,176,174,329,18,0,4387,1374,124,192,47,917,0,1426,18,226,494,239,70,162,151,352,1183,9878
481_Air_transportation,143,2,11,48,749,1241,545,263,378,314,774,547,79,61,470,319,212,372,941,56,16,247,344,101,576,576,6193,140,44,71,243,150,35,157,1482,18,1,1367,58,768,347,1509,1895,3667,5314,261,617,90,8382,1077,1442,2013,5453,429,6245,513,847,3022,348,463,554,189,251,330,1293
482_Rail_transportation,1874,66,323,1234,176,5255,2067,811,2297,3666,891,437,67,325,1237,339,266,256,6367,77,5,2505,162,3146,5137,1568,322,26,103,31,94,130,202,18,4051,19,2,423,48,54,4,371,34,56,68,86,3,19,268,60,50,26,678,35,370,39,59,263,210,81,89,9,60,112,464
483_Water_transportation,519,28,198,268,106,585,1212,10,328,629,150,71,25,91,88,43,19,65,1189,31,0,183,2,72,907,210,39,13,15,4,20,27,14,4,29,2,1,11,1,1,0,32,5,4,4,0,1,5,84,8,0,6,742,63,97,18,216,135,129,14,11,3,10,10,43
484_Truck_transportation,7575,572,853,1102,767,3321,20501,1951,3303,6134,3984,4154,976,1348,8170,2144,1204,1657,30890,813,180,3018,692,8122,8126,2900,4122,1852,1452,1514,4629,1232,382,237,5631,140,30,3213,215,645,200,1467,632,207,286,76,29,123,1013,402,140,279,2797,393,1334,327,468,1432,1591,494,648,243,827,483,2100
485_Transit_and_ground_passenger_transportation,0,3,2,10,196,610,606,72,100,88,216,153,19,15,118,79,58,129,217,11,4,67,93,28,145,148,724,54,6,16,83,1,467,0,0,0,0,181,7,230,92,774,800,1493,1622,431,174,91,2897,438,663,737,3433,148,2444,140,353,1445,1114,585,140,1594,65,121,495
