commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,82355,319,0,45,19,0,2876,0,0,0,0,0,0,0,0,0,0,96,244466,1816,0,0,0,0,7642,0,1565,192,1600,427,265,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,3,2,0,1,0,1191,50,712,0,131,0,0,0,0,0,534,38,2802
113FF_Forestry_fishing_and_related_activities,24557,7661,0,66,0,0,0,14589,1,0,0,0,0,0,0,0,69,238,7778,0,119,6884,53,23,422,1911,0,0,1096,0,6,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349,20,4,0,91,0,0,0,0,0,273,468,6157
211_Oil_and_gas_extraction,0,0,50693,7,1,32311,0,1,0,16,0,0,0,0,0,0,0,0,1,0,0,1,0,335865,3645,2,30,6,5,2,19,0,0,0,0,0,11,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,10,39,3,4,3,3,12,2,2,1,10,33,92
212_Mining_except_oil_and_gas,1604,0,58,7201,32,6298,21938,1,7286,11499,676,153,1,119,60,60,11,156,466,18,0,359,0,1349,3804,26,22,0,0,0,5,0,152,0,7,0,0,4,1,40,29,225,1078,0,0,0,0,452,0,0,0,0,1300,34,700,94,396,0,27,36,13,234,420,57,272
213_Support_activities_for_mining,0,0,8890,1676,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,4,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,4982,111,7858,2811,82,42391,7645,1022,3271,4579,3526,1720,417,585,2605,556,447,834,7930,953,127,4110,1151,7625,12033,4250,22971,4189,11945,7260,27697,63,125,93,2733,83,1134,1179,15200,531,335,3435,3064,1647,993,783,1852,20,141751,2265,536,252,4845,12920,3403,538,6127,2288,9466,1582,1176,604,1356,5755,31075
23_Construction,1657,29,1315,1292,629,8097,275,97,301,335,421,284,41,76,383,81,56,118,874,64,17,481,154,7284,1020,369,2351,551,580,587,3681,252,2647,24,358,265,515,2297,835,42,20,2402,282,3322,1702,642,260,77838,100100,347,97,21,782,612,500,31,249,187,647,140,197,229,244,575,1944
321_Wood_products,480,49,0,413,232,0,61553,30990,397,551,397,717,536,773,3801,321,9091,1822,507,64,15,7670,5,0,421,1903,6152,124,1094,165,2176,0,3381,0,140,0,2,118,392,69,137,1241,2166,57,6,12,0,1218,8907,443,20,15,940,7,665,25,38,373,345,4,817,9,148,736,1593
327_Nonmetallic_mineral_products,7,21,1941,392,587,82,79678,710,15768,1814,1197,1573,153,1477,8932,370,329,771,4994,182,0,306,2,1407,1639,1701,156,358,88,84,1536,0,20,0,38,0,0,51,289,4,5,2388,1210,26,55,16,0,1506,104,370,4,64,4303,55,1109,253,62,1848,1857,129,313,11,64,104,3098
331_Primary_metals,133,0,8839,656,336,6,7399,523,1589,79217,83184,36908,2764,18561,55250,8832,4927,8410,6030,222,0,1028,40,75,71,1615,1903,6,0,0,1828,0,1021,0,0,0,0,567,0,23,15,268,904,0,0,1,0,13,3525,152,0,1,2230,73,578,512,130,58,32,14,301,14,186,12,250
