commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,28459,573,0,15,2,0,944,0,0,0,0,0,0,0,0,0,0,143,108519,3963,0,0,0,0,3765,0,1818,237,317,36,82,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,175,10,315,0,97,0,0,0,0,0,129,13,609
113FF_Forestry_fishing_and_related_activities,11952,11029,0,41,0,0,0,15678,1,0,0,0,0,0,0,0,22,142,4663,0,33,3600,55,2,222,1137,0,0,419,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,0,44,0,0,0,0,0,132,171,1951
211_Oil_and_gas_extraction,0,0,8357,9,0,26537,0,1,0,99,1,0,0,0,0,0,0,0,1,0,0,2,0,85111,3946,2,15,6,5,3,14,0,0,0,0,0,103,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,6,27,4,20,2,3,2,4,1,1,9,12,41
212_Mining_except_oil_and_gas,1380,2,20,2417,9,10967,8462,3,5382,7482,210,40,148,62,31,67,22,99,681,49,0,711,0,397,2913,59,5,0,0,0,1,0,54,0,2,0,0,0,0,53,64,99,28,0,0,0,0,0,0,0,0,0,182,22,49,10,37,0,3,10,5,78,129,25,214
213_Support_activities_for_mining,0,0,1616,877,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,3514,217,938,1500,12,17916,3233,1469,3296,7707,4839,2348,6459,1375,3265,1238,671,975,7965,1581,1185,4490,1512,2476,14210,5014,5430,2964,4732,3282,7860,68,65,1030,630,53,2185,941,1021,695,965,4490,613,1000,3279,302,992,8,30528,1235,720,869,2975,4118,2804,945,2324,2207,2800,1838,521,567,2109,2727,10587
23_Construction,739,85,547,799,162,2220,162,299,553,1079,1029,643,1797,289,624,254,145,273,1417,216,166,759,376,259,2171,770,719,502,283,301,932,25,557,83,225,25,429,792,104,89,171,3056,52,6534,1650,124,153,16895,17794,414,177,56,699,241,267,13,200,327,247,229,162,97,347,346,846
321_Wood_products,304,37,0,42,15,0,35881,24299,559,196,262,1085,962,266,2460,158,8089,1493,187,94,0,5057,16,0,248,1801,1072,129,310,100,446,0,750,0,52,0,11,54,15,479,617,663,799,35,2,4,0,0,2074,262,12,5,172,1,152,7,24,146,69,2,465,5,101,202,626
327_Nonmetallic_mineral_products,11,56,279,141,61,11,43297,1011,14162,1316,931,1632,1765,2199,5160,202,465,861,3620,909,0,235,4,239,1263,1377,145,202,57,123,373,0,13,0,17,0,1,31,22,15,8,1140,413,63,105,13,0,0,22,159,1,85,1340,191,414,88,103,2118,659,184,127,6,65,80,1289
331_Primary_metals,122,0,1043,278,59,0,2290,298,580,40528,44839,21222,10420,15492,34063,5969,3034,4299,4453,218,0,316,50,14,32,1300,726,3,0,0,267,0,464,0,0,0,0,61,0,67,66,207,73,0,0,1,0,0,445,52,0,2,293,12,116,54,33,92,10,7,39,13,102,8,44
