commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,31780,619,0,25,16,0,1679,0,0,0,0,0,0,0,0,0,0,326,144464,2870,0,0,0,0,4046,0,399,168,465,114,126,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,260,17,328,0,65,0,0,0,0,0,172,17,622
113FF_Forestry_fishing_and_related_activities,14503,9312,0,73,0,0,0,15272,1,0,0,0,0,0,0,0,33,237,5936,0,48,3888,40,3,401,1579,0,0,405,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,7,0,0,47,0,0,0,0,0,125,223,2101
211_Oil_and_gas_extraction,0,0,36843,21,4,81422,0,15,1,118,3,1,0,0,1,0,0,0,5,0,0,12,2,278402,11547,12,34,8,9,5,30,0,0,0,0,0,152,0,4,5,1,9,0,0,0,0,0,0,0,0,0,1,22,69,10,11,6,22,52,35,8,7,22,34,94
212_Mining_except_oil_and_gas,1627,2,44,5687,61,8639,14124,18,8127,14782,573,113,97,174,127,100,34,873,2561,248,0,2314,0,684,4680,237,13,0,0,0,4,0,57,0,3,0,0,0,1,66,81,112,15,0,0,0,0,0,0,0,0,0,481,35,167,26,114,0,28,28,12,86,314,42,297
213_Support_activities_for_mining,0,0,5059,1406,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,4483,249,2222,2869,93,19825,5225,1668,4279,7171,3762,1904,2665,972,2757,1476,680,1074,10524,1953,647,6168,948,1786,14384,3484,7194,1907,5112,3471,9868,121,73,1463,989,119,1975,6530,2073,435,397,2248,341,1595,371,330,776,5,65563,1964,297,264,1417,5799,1703,244,3765,1338,2600,1208,339,353,1102,3760,13204
23_Construction,1223,60,2210,1191,1650,4882,191,197,284,577,418,314,473,118,313,155,118,156,825,138,41,399,214,2695,1083,368,740,257,252,274,1058,42,795,38,157,62,1545,190,113,60,72,2851,26,2932,451,195,84,52504,50603,150,62,18,371,279,175,12,179,216,189,143,90,48,162,395,853
321_Wood_products,286,30,0,58,80,0,52325,27556,424,269,245,1230,461,332,2784,249,9084,1464,219,103,0,4462,4,0,301,2288,1445,91,329,80,561,0,1078,0,73,0,20,55,46,330,423,715,390,81,4,11,0,0,3890,251,11,9,371,2,442,11,33,270,112,5,705,5,112,386,744
327_Nonmetallic_mineral_products,6,26,539,176,409,14,61671,1021,15267,1867,936,1778,1064,1459,5655,257,364,910,3707,481,0,229,2,315,1573,1665,165,152,49,78,395,0,11,0,23,0,1,24,25,13,6,1308,207,42,14,11,0,0,65,181,10,65,2128,95,469,96,76,1743,615,129,109,8,79,74,1204
331_Primary_metals,116,0,2176,428,376,0,3982,400,880,55144,60244,27481,7003,14442,37656,7915,4003,6844,6188,236,0,342,34,11,34,1453,789,3,0,0,795,0,1104,0,0,0,0,67,0,57,55,177,33,0,0,2,0,0,900,59,0,6,670,19,194,302,71,139,37,12,95,19,146,12,52
332_Fabricated_metal_products,1234,129,2014,831,804,2823,61858,3116,2593,4543,27689,21065,11760,8352,33532,9019,3503,5234,12704,1350,275,3499,1458,160,8316,6710,1216,212,105,60,1220,65,210,1404,803,163,675,320,136,1858,33,5840,329,80,54,4,6,0,828,645,16,589,3018,530,1054,1381,211,245,272,16,620,17,487,392,1577
333_Machinery,2805,511,4852,3815,4277,574,21717,442,135,1320,2695,29265,880,2065,21160,3849,125,867,2050,55,11,795,1390,41,2124,1461,1076,168,73,71,377,2,22,9,150,37,122,183,182,422,325,680,194,11,24,74,0,1,167,625,31,544,1456,222,798,2034,823,281,195,120,54,18,68,36,348
334_Computer_and_electronic_products,162,1,19,33,160,22,4429,933,1186,1955,3998,7346,89940,4136,14562,9570,1338,3310,2404,1436,97,1085,1647,115,4519,2386,4228,397,220,189,1662,1,41,1,141,2,54,148,79,1989,2273,13346,907,565,411,60,176,13,370,279,1010,2575,5707,3475,2397,355,770,2300,176,112,192,14,94,655,266
335_Electrical_equipment_appliances_and_components,232,326,38,21,96,20,24862,1321,106,1869,2343,8925,5040,8485,4239,1632,73,897,580,101,24,272,98,53,651,945,275,141,51,333,325,1,117,24,45,41,2,10,154,1,0,2202,108,134,73,31,0,0,386,156,2,576,2544,97,1044,448,440,32,260,244,130,17,101,188,438
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,653,147,385,824,362,18,1548,876,556,557,1074,12223,1382,415,155593,4769,361,538,1903,211,4,568,208,45,924,400,3020,4116,725,91,2583,0,29,0,3971,385,2,40,772,1455,65,778,18,28,10,0,0,0,0,630,0,22,1527,374,2818,1395,197,263,258,62,767,146,46,74,441
3364OT_Other_transportation_equipment,0,12,0,28,0,0,8,51,0,0,50,857,0,0,339,33359,0,0,0,0,0,0,0,0,0,0,23,6,0,0,0,891,673,1281,5,22,0,563,0,0,0,2,0,0,0,0,0,0,0,0,0,0,115,5,25,22,0,0,0,0,120,0,11,0,0
337_Furniture_and_related_products,6,0,0,0,0,0,15761,760,0,0,0,459,360,2,28,294,3673,337,0,0,0,0,0,0,0,379,206,99,0,1,471,0,0,2,0,0,0,3,0,1,0,102,82,0,0,0,0,888,40,0,18,3,103,15,2,0,0,323,35,1,36,216,190,2,194
339_Miscellaneous_manufacturing,101,3,12,24,17,0,960,10,287,42,34,1898,20,754,1627,87,6,7382,27,346,359,1,32,2,637,141,742,97,74,4,515,0,1,0,5,23,6,232,76,13,7,108,39,217,85,18,0,0,280,50,27,18,1017,16,1073,521,310,14435,13720,878,2039,102,456,239,398
311FT_Food_and_beverage_and_tobacco_products,16386,520,0,0,0,0,0,15,263,5,0,0,0,0,0,0,0,7,129470,20,869,967,617,76,2700,121,705,2,2038,536,681,228,0,146,5,0,0,21,0,104,12,0,1,0,0,0,0,0,0,0,0,0,482,77,0,0,5121,11,3889,4553,4549,1237,2909,3439,28746
313TT_Textile_mills_and_textile_product_mills,169,131,0,3,0,0,1607,725,261,0,0,495,13,0,3423,792,3093,2342,277,14726,6863,1498,280,22,3,2090,705,39,104,1042,1614,0,0,140,11,0,2,36,0,29,155,7,3,0,0,0,0,0,65,140,0,0,159,4,114,78,45,55,471,2281,762,2,561,1830,269
315AL_Apparel_and_leather_and_allied_products,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,0,0,107,13,949,5006,0,1398,1,0,0,673,8,0,566,214,0,0,0,0,0,0,0,0,8,22,1679,0,0,0,0,0,0,0,105,0,0,17,1,171,128,60,15,5,0,119,49,41,23,261
322_Paper_products,285,2,30,183,74,9,3698,611,1727,1154,1697,1911,1452,1169,2158,646,1332,2623,20144,884,94,40508,12048,104,6276,4807,3133,76,985,267,1249,10,26,10,134,228,107,1664,75,4240,246,304,76,1064,165,244,4,0,449,676,303,205,1866,390,1969,211,177,1358,1053,674,344,66,117,1373,1600
323_Printing_and_related_support_activities,41,0,12,10,0,98,72,16,0,0,5,20,0,6,3,0,0,0,321,0,825,0,3668,5,1498,0,5581,140,230,138,3001,11,28,0,213,56,20,313,4,10934,1128,560,1116,751,2008,2636,0,0,69,558,924,334,5824,1212,2571,19,1054,2103,1413,162,1420,1012,258,700,703
324_Petroleum_and_coal_products,7272,1132,2467,3827,2160,22428,43835,1396,1422,3526,1546,2297,829,1074,650,381,391,759,3503,508,102,2620,2687,10665,30368,1420,2867,532,437,130,1282,27987,4339,5255,21021,1988,27,6325,114,373,168,643,183,5917,1441,66,336,3,2840,1605,150,600,1544,1310,6114,1602,634,831,2336,1261,418,281,922,866,2667
325_Chemical_products,15177,1914,2327,1916,981,620,9992,2312,4177,1658,6402,3647,6211,3177,6061,1699,2224,7324,5312,15218,295,9025,4661,3375,173530,54195,893,66,41,37,382,1,131,6,162,13,3,128,192,938,184,572,63,75,82,34,0,254,5456,363,229,98,5769,1876,3112,536,600,27724,39214,2828,455,56,349,68,281
326_Plastics_and_rubber_products,1291,119,45,881,451,5,25775,1042,1408,822,2192,6714,4837,2163,22954,3316,4062,5728,13615,792,147,2073,606,115,11077,15881,5999,778,1137,260,2743,5,4,1,714,21,74,2774,102,946,232,2861,73,178,51,353,1,0,354,1002,103,345,3300,211,1146,266,334,5520,1453,1005,455,19,150,104,3150
42_Wholesale_trade,14422,2479,2408,2750,1805,5649,50591,7782,4473,13527,12780,18024,18481,7640,34717,6311,4477,7994,39330,4255,2807,8669,3259,8861,30073,9984,25527,2028,1215,784,9551,2248,1414,1537,7759,744,191,2375,323,6192,360,5049,488,2138,763,445,166,113,2497,7627,504,1220,5948,1400,4367,1259,1827,14025,16616,2506,1742,450,1396,1961,8029
441_Motor_vehicle_and_parts_dealers,8,2,31,81,53,7,1129,103,115,71,128,1232,126,1,1361,653,64,127,404,47,1,110,43,0,222,72,79,913,158,18,550,0,4,0,522,4,0,3,17,283,14,37,1,6,2,2,0,13,135,143,0,5,180,0,381,17,0,0,0,0,0,1,5,10,33
445_Food_and_beverage_stores,58,0,0,0,0,80,179,0,5,0,1,2,1,1,7,0,5,6,9,0,0,1,47,0,33,3,11,8,48,9,55,0,5,0,348,33,1,28,0,3,1,0,2,5,6,2,0,18,31,4,1,1,12,0,55,0,18,10,7,2,2,6,45,55,1620
452_General_merchandise_stores,110,1,4,7,3,90,1755,9,14,5,17,97,14,9,130,39,63,69,119,180,0,14,392,2,187,22,69,111,40,7,128,0,6,0,411,36,5,31,1,33,9,4,11,26,34,11,0,200,149,20,5,6,82,0,137,2,106,54,20,4,13,4,20,115,609
4A0_Other_retail,1364,3,21,130,4,1525,71653,119,14,13,91,298,69,76,491,52,518,544,848,583,1,77,1520,43,2382,119,374,886,280,227,981,1,83,425,6830,568,25,656,2,99,37,11,50,121,159,51,0,1717,887,57,36,25,370,0,505,7,134,286,107,43,63,155,251,629,6640
481_Air_transportation,25,1,8,54,217,992,289,319,358,350,808,541,372,60,321,148,279,424,1030,120,46,291,577,78,489,650,2530,63,21,33,84,100,12,40,1494,15,5,617,10,735,338,658,531,2957,2105,642,158,1,5711,980,1006,1888,3634,259,2913,413,451,1901,148,271,269,112,158,193,798
482_Rail_transportation,1212,74,119,1002,71,3099,1988,1035,1859,3620,659,359,177,312,982,170,320,261,4498,141,6,2356,166,295,3165,1125,134,19,82,24,56,55,76,11,2919,7,3,88,20,79,6,157,6,55,16,84,1,46,78,37,38,19,296,23,211,24,35,170,67,42,50,13,30,62,255
