commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,28198,442,0,17,2,0,1068,0,0,0,0,0,0,0,0,0,0,183,112200,3292,0,0,0,0,3858,0,1592,225,355,49,99,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,189,8,306,0,88,0,0,0,0,0,138,22,628
113FF_Forestry_fishing_and_related_activities,12008,7282,0,39,0,0,0,12350,1,0,0,0,0,0,0,0,22,155,4768,0,53,3385,49,2,195,1046,0,0,361,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,4,0,0,37,0,0,0,0,0,126,239,1853
211_Oil_and_gas_extraction,0,0,18896,6,0,43752,0,3,0,108,1,0,0,0,0,0,0,0,1,0,0,2,0,147937,4804,2,11,4,3,2,11,0,0,0,0,0,87,0,1,2,1,3,0,0,0,0,0,0,0,0,0,1,6,17,7,18,2,5,3,6,2,1,6,13,30
212_Mining_except_oil_and_gas,1087,1,36,2399,9,11142,8978,6,5489,6745,225,55,219,77,36,52,21,117,904,74,0,849,0,408,2842,84,4,0,0,0,1,0,46,0,2,0,0,0,0,94,80,136,52,0,0,0,0,0,0,0,0,0,238,17,66,11,48,0,4,13,5,65,135,35,180
213_Support_activities_for_mining,0,0,2008,985,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,3522,193,2307,1742,13,23097,3696,2563,4211,8691,5745,3117,6859,1915,3486,1032,878,1397,11006,2161,1362,6165,2144,2284,14993,5921,6017,2811,4787,3294,9161,117,63,1780,839,49,4236,1204,1155,1626,1517,6730,848,1188,4437,248,1293,8,38739,1469,689,1006,3810,4053,3622,1029,2677,2481,3813,2208,641,675,2320,3606,11639
23_Construction,834,37,1138,742,141,3228,150,352,455,815,791,568,1274,265,460,136,144,246,1177,187,117,632,374,190,1409,620,646,384,230,245,889,27,648,50,181,19,404,817,96,162,222,3408,58,6549,2182,84,156,22766,23465,398,115,51,603,190,243,11,210,266,202,192,138,75,235,374,750
321_Wood_products,258,26,0,29,13,0,34445,23287,555,173,235,954,982,275,2308,139,8014,1609,190,108,0,4736,13,0,253,1781,1161,104,292,88,442,0,815,0,58,0,10,74,15,744,726,682,875,39,2,4,0,0,2379,289,10,8,209,1,204,7,24,141,65,2,454,4,90,265,596
327_Nonmetallic_mineral_products,8,53,601,144,57,21,44409,827,14025,1167,951,1676,1705,2463,5001,168,462,944,3729,733,0,221,4,228,1352,1373,121,179,53,120,359,0,10,0,16,0,1,35,22,20,9,1215,476,61,120,10,0,0,20,180,0,97,1603,196,452,87,134,2141,704,563,131,5,81,126,1278
331_Primary_metals,118,0,2268,283,59,0,2592,320,605,40028,46287,24160,11369,16808,32691,5345,3396,5197,5205,199,0,345,51,14,36,1277,708,3,0,0,233,0,406,0,0,0,0,55,0,114,77,272,98,0,0,1,0,0,608,52,0,3,384,11,131,66,42,101,11,8,51,11,105,13,46
