commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,28422,536,0,19,3,0,1056,0,0,0,0,0,0,0,0,0,0,286,115347,3812,0,0,0,0,4111,0,2309,421,419,32,153,0,0,0,0,0,0,31,0,0,0,0,0,1,0,0,0,0,1,0,3,0,159,8,589,0,124,0,0,0,0,0,108,16,664
113FF_Forestry_fishing_and_related_activities,11923,9837,0,49,0,0,0,14122,1,0,0,0,0,0,0,0,26,167,4732,0,31,3322,68,2,272,1292,0,0,366,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,4,0,0,50,0,0,0,0,0,139,178,2011
211_Oil_and_gas_extraction,0,0,6379,12,0,23205,0,2,0,154,1,0,0,0,0,0,0,0,1,0,0,4,0,64871,4051,3,18,7,5,4,18,0,0,0,0,0,103,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,11,33,5,24,2,4,5,4,1,1,12,17,57
212_Mining_except_oil_and_gas,1335,2,16,2909,13,9405,8108,4,5360,8641,232,51,109,66,27,83,22,63,880,65,0,1153,0,218,3335,71,5,0,0,0,0,0,61,0,2,0,0,0,0,64,65,68,8,0,0,0,0,0,0,0,0,0,158,23,29,9,50,0,4,9,3,23,156,27,254
213_Support_activities_for_mining,0,0,2089,796,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,3209,187,621,1756,19,13470,3077,1127,2657,5161,3035,1591,3413,832,1755,1143,535,813,5744,1153,949,3862,826,542,10363,3116,4452,2348,3846,2744,6882,31,72,1568,373,53,1371,505,532,566,831,2102,211,992,1408,149,993,8,33238,1171,433,550,1836,3537,1887,606,2446,1357,1801,1144,274,331,1255,2610,10119
23_Construction,793,82,331,1215,318,1667,206,449,735,1268,1115,739,1652,299,574,437,190,414,1815,289,237,1104,373,88,2658,914,803,529,310,338,1089,42,485,41,236,29,512,455,57,137,180,2562,20,5387,761,69,199,15486,13771,414,214,49,840,279,290,11,214,420,390,294,171,104,446,445,1086
321_Wood_products,267,31,0,110,38,0,32962,21924,593,215,295,998,987,259,2262,172,7493,1517,204,86,1,4854,23,0,247,1688,944,115,275,92,416,0,615,0,54,0,7,29,9,551,604,523,332,34,1,4,0,0,1673,201,10,3,143,1,91,5,24,128,67,1,450,5,108,201,601
327_Nonmetallic_mineral_products,31,53,196,192,107,16,40730,981,13564,1371,993,1695,1565,2593,4596,228,455,1029,3591,992,0,219,4,121,1240,1295,148,164,53,109,340,0,15,0,14,0,1,13,13,14,5,963,172,68,67,6,0,0,20,113,1,53,1251,173,353,91,76,1869,644,158,95,6,75,75,1311
331_Primary_metals,103,0,737,346,89,0,2373,298,573,47659,50970,22932,10038,16679,33379,7611,3523,4660,4888,235,0,359,62,9,41,1436,668,3,0,0,235,0,454,0,0,0,0,41,0,81,66,133,30,0,0,1,0,0,375,62,0,1,257,11,91,37,40,82,8,6,34,17,125,9,46
