commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,43472,717,0,86,34,0,1893,0,0,0,0,0,0,0,0,0,0,424,214612,2148,0,0,0,0,12729,0,1583,258,911,177,301,0,0,0,0,0,0,56,0,0,0,0,0,1,0,0,0,0,2,0,2,1,552,22,795,0,155,0,0,0,0,0,299,26,1104
113FF_Forestry_fishing_and_related_activities,20640,6234,0,95,0,0,0,9579,2,0,0,0,0,0,0,0,54,330,7146,0,116,4890,62,29,897,3681,0,0,759,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,10,1,0,72,0,0,0,0,0,166,361,3341
211_Oil_and_gas_extraction,0,0,42548,14,2,32840,0,2,0,39,1,0,0,0,0,0,0,0,1,0,0,3,0,534170,5110,2,26,3,5,3,11,0,0,0,0,0,95,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,11,31,2,4,4,6,24,7,4,2,8,15,43
212_Mining_except_oil_and_gas,2314,2,120,6466,47,12696,10647,8,7632,19770,448,129,23,110,64,87,17,140,2100,123,0,1727,0,1835,5998,136,20,0,0,0,1,0,116,0,4,0,0,1,3,33,13,150,96,0,0,0,0,2,0,0,0,0,870,54,309,46,260,0,44,23,25,175,466,59,448
213_Support_activities_for_mining,0,0,11828,2288,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,4948,214,5740,3907,124,27891,3750,1574,3580,8769,5023,2725,1754,1258,3615,1612,582,1376,12425,1575,306,5987,1354,4571,16141,4561,15845,2219,8998,5658,13899,239,114,86,1345,159,1981,2067,11020,742,347,3237,1094,2634,1268,662,2102,3,54747,2196,432,387,3823,8553,1812,437,6860,3113,7398,2187,1533,734,2939,5633,19973
23_Construction,1482,50,1421,2040,1379,6854,209,176,402,906,800,620,331,179,719,271,100,250,1651,107,50,673,299,6517,1916,519,2211,380,579,592,1995,88,1894,63,373,143,1279,1074,829,133,53,2416,114,3118,1546,999,421,60360,43414,237,111,37,816,548,380,38,703,506,855,343,422,151,468,780,1709
321_Wood_products,212,72,0,66,68,0,25294,14154,362,339,212,908,201,176,2730,228,4761,1006,331,46,2,4708,4,0,273,1047,2076,46,411,76,585,0,1151,0,55,0,18,61,139,128,80,729,898,62,4,9,0,6,3241,279,9,14,514,2,402,14,57,190,184,2,937,4,112,312,736
327_Nonmetallic_mineral_products,6,57,803,415,395,33,39379,557,10234,2744,1078,2331,368,1799,5819,271,243,740,4573,214,0,400,2,1036,1742,1271,240,143,53,67,497,0,13,0,35,0,2,37,152,7,1,2162,563,44,15,14,0,7,51,247,7,88,3090,63,805,111,91,1615,1522,234,234,9,95,69,1394
331_Primary_metals,107,0,5930,784,398,1,3735,391,722,91327,72206,35361,4531,18130,43051,8630,2912,7733,5060,393,0,401,29,28,53,1588,1509,4,0,0,948,0,1088,0,0,0,0,270,0,28,10,236,151,0,0,1,0,0,1034,104,0,13,1413,33,346,410,171,147,49,13,308,22,235,19,71
