commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,44RT_Retail_trade,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,531_Real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622HO_Hospitals_and_nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places,81_Other_services_except_government,GFG_Federal_general_government,GFE_Federal_government_enterprises,GSLG_State_and_local_general_government,GSLE_State_and_local_government_enterprises
111CA_Farms,7657,238,1,1,0,4,238,0,0,1,1,1,2,1,1,3,0,24,31883,1197,4,11,0,0,83,0,352,34,7,2,0,0,0,0,1,0,1,1,2,0,2,1,2,0,87,1,1,0,3,1,1,0,11,28,101,6,116,20,23,741,4,-472,9,255,4
113FF_Forestry_fishing_and_related_activities,2402,1814,1,51,3,41,228,2753,7,8,18,15,4,6,3,3,5,19,619,13,100,1015,0,1,80,169,55,49,2,0,0,0,0,0,0,0,3,1,52,0,1,1,0,0,0,0,0,0,1,0,1,1,43,2,26,0,69,13,19,274,10,7,0,42,5
211_Oil_and_gas_extraction,0,0,645,0,0,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12670,61,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212_Mining_except_oil_and_gas,149,18,10,1393,8,1592,879,24,1208,4406,67,20,10,13,43,10,6,254,57,18,5,202,2,100,779,39,1,2,0,41,1,4,1,18,2,0,1,0,63,0,1,0,0,0,77,2,1,0,5,1,4,19,32,1,20,2,4,1,11,0,24,38,67,64,164
213_Support_activities_for_mining,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,469,44,172,550,1,17,150,237,777,1537,647,334,236,223,432,224,77,113,694,314,155,580,130,506,1337,248,389,3351,31,81,35,17,88,104,35,32,59,52,202,15,582,14,84,60,674,38,41,6,152,307,70,211,445,226,704,137,116,43,309,457,681,289,95,2271,805
23_Construction,541,32,0,132,0,90,80,23,54,56,34,23,13,6,45,29,4,7,54,13,3,149,29,322,201,45,121,661,27,127,44,29,25,141,34,29,43,46,57,10,301,4,25,13,8560,72,1,5,96,69,68,56,241,59,605,4,80,16,66,139,267,1001,18,6123,515
321_Wood_products,89,13,34,36,3,175,7033,2338,93,158,214,101,38,91,212,99,851,254,69,48,35,331,1,7,36,37,25,7,1,43,1,5,1,23,6,1,1,0,132,0,2,0,0,1,82,5,1,0,11,1,7,11,12,4,23,23,5,1,14,0,34,16,13,14,136
327_Nonmetallic_mineral_products,16,12,57,74,78,295,8831,179,1657,228,255,167,291,256,718,81,105,112,1184,49,7,29,4,49,260,72,36,117,2,88,3,7,20,41,5,0,2,1,211,0,5,2,1,0,161,26,9,0,38,4,22,22,46,15,83,5,13,3,29,43,139,15,18,81,224
331_Primary_metals,6,25,110,256,353,88,2887,242,150,12549,12013,5031,1156,3337,7009,1820,435,1295,40,9,19,96,60,47,567,111,1,3,0,99,8,2,2,11,7,0,1,0,63,0,2,0,0,0,48,4,1,0,10,1,7,6,6,1,11,26,3,1,5,9,17,137,6,5,61
