commodity,111CA_Farms,113FF_Forestry_fishing_and_related_activities,211_Oil_and_gas_extraction,212_Mining_except_oil_and_gas,213_Support_activities_for_mining,22_Utilities,23_Construction,321_Wood_products,327_Nonmetallic_mineral_products,331_Primary_metals,332_Fabricated_metal_products,333_Machinery,334_Computer_and_electronic_products,335_Electrical_equipment_appliances_and_components,3361MV_Motor_vehicles_bodies_and_trailers_and_parts,3364OT_Other_transportation_equipment,337_Furniture_and_related_products,339_Miscellaneous_manufacturing,311FT_Food_and_beverage_and_tobacco_products,313TT_Textile_mills_and_textile_product_mills,315AL_Apparel_and_leather_and_allied_products,322_Paper_products,323_Printing_and_related_support_activities,324_Petroleum_and_coal_products,325_Chemical_products,326_Plastics_and_rubber_products,42_Wholesale_trade,441_Motor_vehicle_and_parts_dealers,445_Food_and_beverage_stores,452_General_merchandise_stores,4A0_Other_retail,481_Air_transportation,482_Rail_transportation,483_Water_transportation,484_Truck_transportation,485_Transit_and_ground_passenger_transportation,486_Pipeline_transportation,487OS_Other_transportation_and_support_activities,493_Warehousing_and_storage,511_Publishing_industries_except_internet_includes_software,512_Motion_picture_and_sound_recording_industries,513_Broadcasting_and_telecommunications,514_Data_processing_internet_publishing_and_other_information_services,521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,523_Securities_commodity_contracts_and_investments,524_Insurance_carriers_and_related_activities,525_Funds_trusts_and_other_financial_vehicles,HS_Housing,ORE_Other_real_estate,532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,5411_Legal_services,5415_Computer_systems_design_and_related_services,5412OP_Miscellaneous_professional_scientific_and_technical_services,55_Management_of_companies_and_enterprises,561_Administrative_and_support_services,562_Waste_management_and_remediation_services,61_Educational_services,621_Ambulatory_health_care_services,622_Hospitals,623_Nursing_and_residential_care_facilities,624_Social_assistance,711AS_Performing_arts_spectator_sports_museums_and_related_activities,713_Amusements_gambling_and_recreation_industries,721_Accommodation,722_Food_services_and_drinking_places
111CA_Farms,36041,590,0,63,42,0,1956,0,0,0,0,0,0,0,0,0,0,482,180707,1590,0,0,0,0,7594,0,1355,126,823,212,255,0,0,0,0,0,0,58,0,0,0,0,0,1,0,0,0,0,2,0,1,1,351,23,568,0,91,0,0,0,0,0,264,21,819
113FF_Forestry_fishing_and_related_activities,20014,5689,0,64,0,0,0,10747,2,0,0,0,0,0,0,0,44,331,6554,0,54,3279,59,4,574,2283,0,0,579,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,9,1,0,65,0,0,0,0,0,175,293,2738
211_Oil_and_gas_extraction,0,0,51918,50,8,100018,0,14,1,143,5,2,0,0,1,0,0,0,9,0,0,17,2,516731,17798,14,74,9,18,9,44,0,0,0,0,0,290,0,11,6,1,8,0,0,0,0,0,0,0,0,0,2,39,136,12,14,16,28,85,50,16,12,40,58,166
212_Mining_except_oil_and_gas,2250,1,56,7371,83,12715,13247,16,9868,20068,578,150,40,134,82,94,36,380,3293,183,0,2764,0,672,5452,244,14,0,0,0,1,0,98,0,5,0,0,1,3,59,19,140,55,0,0,0,0,0,0,0,0,0,687,57,286,53,317,0,40,32,18,204,560,56,429
213_Support_activities_for_mining,0,0,9286,1766,1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0
22_Utilities,6180,195,2646,4168,178,30052,5173,2117,5755,9477,6179,3094,4017,1384,4059,1834,955,1807,16277,1940,264,8767,1521,1437,21077,5523,11159,1529,7785,4844,13102,258,113,121,1719,291,2225,8864,6000,749,294,2221,1012,2774,1769,1010,2557,4,58633,2665,355,565,2713,9169,1972,376,6267,2511,5338,2321,944,784,2283,5251,18722
23_Construction,1739,37,2085,1810,2593,6291,227,187,339,697,649,451,646,148,374,214,110,229,1254,90,34,509,281,4578,1339,445,1233,205,406,411,1496,69,1014,55,352,125,2405,329,363,97,41,1924,95,5700,2207,1002,320,59475,49562,152,74,37,725,470,339,26,349,385,479,288,253,111,318,587,1287
321_Wood_products,343,34,0,89,134,0,36522,18001,477,367,206,929,596,223,2230,300,6516,1081,252,59,2,4244,6,0,289,1644,1949,46,446,98,648,0,1294,0,93,0,21,71,89,260,98,624,907,78,6,14,0,1,3725,204,6,7,448,2,467,14,57,259,120,3,833,5,127,337,763
327_Nonmetallic_mineral_products,5,40,494,323,628,33,57978,966,14470,2778,1316,2337,884,1546,5118,348,380,998,4391,303,0,354,2,347,1900,1636,231,126,58,132,529,0,13,0,39,0,1,41,81,14,1,1637,628,56,30,21,0,1,74,184,8,72,2959,118,825,109,118,1731,689,299,193,12,125,63,1469
331_Primary_metals,131,0,3233,776,787,1,4706,563,1089,86884,88887,38850,9068,18957,36589,13608,4259,10733,5150,333,0,410,42,16,52,1660,1604,5,0,0,1313,0,1468,0,0,0,0,245,0,56,15,215,126,0,0,2,0,0,869,91,0,9,1245,49,349,658,192,200,44,17,226,46,296,18,68
