commodity,import_PCE
111CA_Farms,3299.415845365626
113FF_Forestry_fishing_and_related_activities,1212.024118637623
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,27.83150357995227
213_Support_activities_for_mining,0
22_Utilities,646.6066184570168
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,24879.62779845265
313TT_Textile_mills_and_textile_product_mills,4827.180102513271
315AL_Apparel_and_leather_and_allied_products,91734.78134348654
321_Wood_products,528.5389178500809
322_Paper_products,2599.3633480256876
323_Printing_and_related_support_activities,46.664788505654606
324_Petroleum_and_coal_products,14398.98113140678
325_Chemical_products,37566.239197100644
326_Plastics_and_rubber_products,2905.353343319123
327_Nonmetallic_mineral_products,1647.324851089497
331_Primary_metals,298.49471685859163
332_Fabricated_metal_products,1417.9896104726436
333_Machinery,2196.024514717597
334_Computer_and_electronic_products,28294.814206237406
335_Electrical_equipment_appliances_and_components,9981.283601540783
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,70187.92171308637
3364OT_Other_transportation_equipment,4583.095619171374
337_Furniture_and_related_products,9170.676506765067
339_Miscellaneous_manufacturing,29985.109690199617
42_Wholesale_trade,0
441_Motor_vehicle_and_parts_dealers,-0
445_Food_and_beverage_stores,-0
452_General_merchandise_stores,-0
481_Air_transportation,11908.83678942021
482_Rail_transportation,0
483_Water_transportation,0
484_Truck_transportation,0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,0
493_Warehousing_and_storage,-0
4A0_Other_retail,-0
511_Publishing_industries_except_internet_includes_software,1377.2644014742264
512_Motion_picture_and_sound_recording_industries,1369.6649411229307
513_Broadcasting_and_telecommunications,55.39025810445538
514_Data_processing_internet_publishing_and_other_information_services,25.175782920051304
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,12.180741248100373
523_Securities_commodity_contracts_and_investments,15.485510883670822
524_Insurance_carriers_and_related_activities,10920.589232536293
525_Funds_trusts_and_other_financial_vehicles,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,346.8815866192837
5412OP_Miscellaneous_professional_scientific_and_technical_services,1135.6571786801862
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,45.94396455492261
562_Waste_management_and_remediation_services,12.892469055571507
61_Educational_services,599.4464177255169
621_Ambulatory_health_care_services,-0
622_Hospitals,1356.7012336350997
623_Nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,63.185806641531656
713_Amusements_gambling_and_recreation_industries,-0
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,1307.6759889277341
GFGD_Federal_general_government_defense,-0
HS_Housing,-0
ORE_Other_real_estate,-0
