commodity,import_PCE
111CA_Farms,8231.673844008772
113FF_Forestry_fishing_and_related_activities,1871.3308253790005
211_Oil_and_gas_extraction,0
212_Mining_except_oil_and_gas,1.977012327773749
213_Support_activities_for_mining,0
22_Utilities,971.7416490008906
23_Construction,-0
311FT_Food_and_beverage_and_tobacco_products,53162.395600955955
313TT_Textile_mills_and_textile_product_mills,8975.267008773382
315AL_Apparel_and_leather_and_allied_products,130425.04355869812
321_Wood_products,772.9243338403952
322_Paper_products,2652.5461171600828
323_Printing_and_related_support_activities,199.29960364369654
324_Petroleum_and_coal_products,15950.069191602486
325_Chemical_products,83572.24358140513
326_Plastics_and_rubber_products,6934.219709298838
327_Nonmetallic_mineral_products,1919.4354868181586
331_Primary_metals,175.26135766695475
332_Fabricated_metal_products,3311.9274238196167
333_Machinery,2459.9447269670063
334_Computer_and_electronic_products,50163.04938904691
335_Electrical_equipment_appliances_and_components,19302.291670403083
3361MV_Motor_vehicles_bodies_and_trailers_and_parts,83120.23623213811
3364OT_Other_transportation_equipment,4441.313675545837
337_Furniture_and_related_products,18342.396227984253
339_Miscellaneous_manufacturing,41457.49556681907
42_Wholesale_trade,0
441_Motor_vehicle_and_parts_dealers,-0
445_Food_and_beverage_stores,-0
452_General_merchandise_stores,-0
481_Air_transportation,22838.855236949534
482_Rail_transportation,0
483_Water_transportation,0
484_Truck_transportation,0
485_Transit_and_ground_passenger_transportation,-0
486_Pipeline_transportation,-0
487OS_Other_transportation_and_support_activities,0
493_Warehousing_and_storage,-0
4A0_Other_retail,-0
511_Publishing_industries_except_internet_includes_software,1438.17798636984
512_Motion_picture_and_sound_recording_industries,1453.4588539966162
513_Broadcasting_and_telecommunications,80.58694566632255
514_Data_processing_internet_publishing_and_other_information_services,249.85104297471386
521CI_Federal_Reserve_banks_credit_intermediation_and_related_activities,16.624694346602116
523_Securities_commodity_contracts_and_investments,27.14637351120707
524_Insurance_carriers_and_related_activities,16857.378418749515
525_Funds_trusts_and_other_financial_vehicles,-0
532RL_Rental_and_leasing_services_and_lessors_of_intangible_assets,-0
5411_Legal_services,974.1219729903459
5412OP_Miscellaneous_professional_scientific_and_technical_services,3501.996150304059
5415_Computer_systems_design_and_related_services,0
55_Management_of_companies_and_enterprises,-0
561_Administrative_and_support_services,120.52926364565462
562_Waste_management_and_remediation_services,46.74820065529729
61_Educational_services,1313.5207089253513
621_Ambulatory_health_care_services,-0
622_Hospitals,3951.008760882342
623_Nursing_and_residential_care_facilities,-0
624_Social_assistance,-0
711AS_Performing_arts_spectator_sports_museums_and_related_activities,689.2986723359413
713_Amusements_gambling_and_recreation_industries,-0
721_Accommodation,-0
722_Food_services_and_drinking_places,-0
81_Other_services_except_government,3088.5870159312562
GFGD_Federal_general_government_defense,-0
HS_Housing,-0
ORE_Other_real_estate,-0
